name,Type,Plot Summary,Genre,Released,Status,Other name
Gui Bao, Movie, Kwai Boo is a 2015 Chinese animated science fiction comedy film directed by Yunfei Wang.," Comedy, Kids, Sci-Fi", 2015, Completed," Gui bao zhi bao xiao chuang yu zhou, Kwai Boo, 桂宝之爆笑闯宇宙"
Guilstein, Movie," The theatrical anime film is a full digital (3-D) action/horror film based on a manga by Tamaki Hisao, best known to Western fans for his manga adaptation of Star Wars"," Action, Horror, Sci-Fi", 2002, Completed, ギルスティン
Guilty Crown, TV Series," After the outbreak of the unidentified virus “Lost Christmas” in 2029, Japan has been under the control of a multi-nation organization called GHQ. Ohma Shu is a 17 year old boy who has a psychic power in his right hand. He can use the power “Ability of King” to extract tools or weapons from his friends. He has been avoiding making trouble for others but his life changes when he meets a girl Yuzuriha Inori, a member of a resistance guerrilla group called “Undertaker”, whose members pilot mecha weapons to fight against the government."," Action, Drama, Sci-Fi, Super Power", 2011, Completed, ギルティクラウン
Guilty Crown (Dub), TV Series," Japan, 2039. Ten years after the outbreak of the ""Apocalypse Virus,"" an event solemnly regarded as ""Lost Christmas,"" the once proud nation has fallen under the rule of the GHQ, an independent military force dedicated to restoring order. Funeral Parlor, a guerilla group led by the infamous Gai Tsutsugami, act as freedom fighters, offering the only resistance to GHQ's cruel despotism.Inori Yuzuriha, a key member of Funeral Parlor, runs into the weak and unsociable Shuu Ouma during a crucial operation, which results in him obtaining the ""Power of Kings""—an ability which allows the wielder to draw out the manifestations of an individual's personality, or ""voids."" Now an unwilling participant in the struggle against GHQ, Shuu must learn to control his newfound power if he is to help take back Japan once and for all.Guilty Crown follows the action-packed story of a young high school student who is dragged into a war, possessing an ability that will help him uncover the secrets of the GHQ, Funeral Parlor, and Lost Christmas. However, he will soon learn that the truth comes at a far greater price than he could have ever imagined."," Action, Drama, Sci-Fi, Super Power", 2011, Completed, ギルティクラウン
Guilty Crown OVA , OVA," In 2029, Scrooge escapes from a research facility where he had been confined as an experimental subject. His body was remodeled by genetic manipulations and he uses his psychic power to kill the chasers. One day, he meets another experimental subject called Carol. When three psychic chasers hunt down the two, Carol asks Scrooge to use his right arm to extract a weapon from her body."," Action, Drama, Sci-Fi, Super Power", 2011, Completed,
Guin Saga, TV Series," The ancient kingdom of Parro has been invaded by the armies of Mongaul, and its king and queen have been slain. But the “twin pearls of Parro,” the princess Rinda and the prince Remus, escape using a strange device hidden in the palace. Lost in the Forest of Rood, they are rescued from Mongaul soldiers by a strange leopard-headed man named Guin, who has no memories except for the word “Aurra.”"," Adventure, Fantasy", 2009, Completed, グイン・サーガ
Guin Saga (Dub), TV Series," The ancient kingdom of Parros has been invaded by the armies of Mongaul, and its king and queen have been slain. But the ""twin pearls of Parros,"" the princess Rinda and the prince Remus, escape using a strange device hidden in the palace. Lost in Roodwood, they are rescued from Mongaul soldiers by a strange leopard-headed man, who has no memories except for the words ""Aurra"" and ""Guin,"" which he believes to be his name."," Adventure, Fantasy", 2009, Completed, グイン・サーガ
Gulliver no Uchuu Ryokou, Movie," Ted meets the aged professor Gulliver in a deep, dark forest. Accompanied by Mack the dog, a toy soldier called The General, and the Crow, the two set off on a journey to the Planet of Blue Hope in their spaceship the Gulliver."," Adventure, Sci-Fi", 1965, Completed, ガリバーの宇宙旅行
Gulliver no Uchuu Ryokou (Dub), Movie," Ted meets the aged professor Gulliver in a deep, dark forest. Accompanied by Mack the dog, a toy soldier called The General, and the Crow, the two set off on a journey to the Planet of Blue Hope in their spaceship the Gulliver."," Adventure, Sci-Fi", 1965, Completed," ガリバーの宇宙旅行,"
Gun Frontier, TV Series," It is a harsh and barren wasteland, where the weak aren't allowed to dream. It is also a sacred land for true men, for there is no place a man can feel more alive. This is the Gun Frontier. Sea Pirate Captain Harlock and the errant samurai, Tochiro arrive in the United States on the Western Frontier. Along with a mysterious woman they meet along the way, the two friends challenge sex rings, bandits, and corrupt sheriff. They are searching for a lost clan of Japanese immigrants, and they will tear Gun Frontier from end to end until they find it."," Action, Adventure, Drama, Sci-Fi", 2002, Completed, ガンフロンティア
