name,Type,Plot Summary,Genre,Released,Status,Other name
Pac-World, Spring 2014 Anime," We follow the daily events of Pac as he saves Pac-World. Together with his friends Cyli and Spiral, Pac and his buds face the issues of being teenagers while also protecting Pac-World from a ghostly army led by the evil Betrayus. Pac-Worlders do not want Betrayus and his ghostly minions returning from the Netherworld and wreaking havoc. So, President Spheros teaches Pac and his pals the legend prophesizing a round yellow Pac-Worlder rescuing the planet. Pac, the only round yellow citizen, is the man for the job. Each adventure follows Pac and his friends as they try to return the ghosts to Netherworld, saving Pac-World."," Adventure, Comedy, Sci-Fi", 2014, Completed," PAC-MAN and the Ghostly Adventures, パックワールド"
Pac-World (Dub), TV Series," We follow the daily events of Pac as he saves Pac-World. Together with his friends Cyli and Spiral, Pac and his buds face the issues of being teenagers while also protecting Pac-World from a ghostly army led by the evil Betrayus. Pac-Worlders do not want Betrayus and his ghostly minions returning from the Netherworld and wreaking havoc. So, President Spheros teaches Pac and his pals the legend prophesizing a round yellow Pac-Worlder rescuing the planet. Pac, the only round yellow citizen, is the man for the job. Each adventure follows Pac and his friends as they try to return the ghosts to Netherworld, saving Pac-World."," Adventure, Comedy, Sci-Fi", 2014, Completed," PAC-MAN and the Ghostly Adventures, パックワールド"
Pachislo Kizoku Gin, TV Series," Ginya Otonashi is a college dropout who works part-time for a pachislot publishing company while aspiring to become a novelist. One day, Ginya comes across a secret organization and gets pulled into a competition to become #1 in ""Pachi Battle,"" which is all a part of the Slotseum, a pachislot competition."," Action, Game", 2001, Completed, パチスロ貴族 銀
Pachislot Eureka Seven 3, ONA, Original net animation prequel series produced in partnership with the Hi Evolution film series as a promotion for pachinko games," Action, Mecha, Sci-Fi", 2020, Completed," パチスロエウレカセブン3, Hi Evolution Zero"
Pacific Rim, ONA," ""There was a time when Kaiju rose from the Pacific Rim only to encounter gigantic robots, Jaegers, built to fight them back. That time has passed. Now, Australia has been overrun by Kaiju, forcing the evacuation of an entire continent. Left behind, teenage siblings Taylor and Hayley embark on a desperate search for their missing parents, teaching themselves to pilot a battered, long-abandoned Jaeger to help in their quest and give them even the slightest hope of surviving."""," Action, Mecha, Sci-Fi", 2021, Completed,
Pacific Rim, ONA," ""There was a time when Kaiju rose from the Pacific Rim only to encounter gigantic robots, Jaegers, built to fight them back. That time has passed. Now, Australia has been overrun by Kaiju, forcing the evacuation of an entire continent. Left behind, teenage siblings Taylor and Hayley embark on a desperate search for their missing parents, teaching themselves to pilot a battered, long-abandoned Jaeger to help in their quest and give them even the slightest hope of surviving."""," Action, Mecha, Sci-Fi", 2021, Completed,
Pacific Rim, ONA,," Action, Adventure, Mecha", 2022, Completed,
Pacific Rim, ONA,," Action, Adventure, Mecha", 2022, Completed,
Pale Cocoon, OVA," A future where the continuity of history has broken off, a world of enormous ruins that continues endlessly. Oceans and continents have vanished, existing only within the archives brought up from the remains. Ura works in the Archive Excavation Department, which restores and analyzes the data left behind. One day, he finds a disturbing visual record..."," Drama, Sci-Fi", 2005, Completed," Aoi Tamago, ペイル・コクーン"
Palme no Ki, Movie," Palme is a puppet created by a man to care for his sickly wife. After her death Palme becomes paralyzed with sorrow, that is, until a woman being pursed happens to cross paths with Palme and his creator and ask them to deliver something precious to a sacred place called Tama. Palme, mistaking her for his masters late wife, accepts the request. This becomes his first step to becoming more human in order to understand his own feelings."," Adventure, Drama, Fantasy, Romance", 2002, Completed," A Tree of Palme, パルムの樹"
Pan de Peace!, Spring 2016 Anime," The ""cute and soft bread four-panel manga"" centers around Minami, an air-headed girl who is starting high school and who loves eating bread for breakfast. Baked goods bring happiness everyday to her and her classmates the reliable Yuu, the pastry-baking Fuyumi, and the independent Noa."," Comedy, School, Slice of Life", 2016, Completed, パンでPeace！
Panda Kopanda (Dub), Movie,," Comedy, Kids", 1972, Completed, Panda! Go Panda!; パンダコパンダ
Panda-Z, TV Series," Panda-Z chronicles the misadventures of Pan Taron and his giant robot Panda-Z, as they battle the evil Skull Panda and his Warunimal forces."," Action, Comedy, Kids, Mecha, Parody, Sci-Fi, Shounen", 2004, Completed," Panda Zeto, Robonimal Panda-Z"
Panda! Go Panda!, Movie," Panda Kopanda (Panda! Go Panda!) is a 30 minute movie made in 1972. Miyazaki created the original idea, the script, the layouts, and did key animation, and Takahata directed the film. The story is about a little girl, Mimiko, who was left alone while her Grandma was away. A 1973 sequel, Panda Kopanda"," Comedy, Kids", 1972, Completed," Panda Kopanda, パンダコパンダ"
Pandalian (Dub), TV Series," It follows the story of a fairy named Mi who is sent to Planet Pandasia to warn the residents about a great evil that threatens to destroy Pandasia. She chooses a heroic panda named Toby to defeat Gold and Silver, two villains who want to collect the seven Beans of Power and rid Pandasia of its colorful, beautiful environment and replace it with a dark wasteland."," Adventure, Comedy, Fantasy, Kids, Magic, Super Power", 2005, Completed, Mafukiden
Pandora Hearts, TV Series," Oz Bezarius, heir to one of the duke houses, has just turned fifteen. His life is rich and carefree, darkened only by the constant absence of his father. At his coming-of-age ceremony, however, everything changes. For no reason that he can discern, he’s cast into the prison known as the “Abyss”, only to be saved by a “chain” known as Alice, the bloodstained black rabbit. It is unknown why was he cast into Abyss, how does Alice factor into it all, and what does the organization known as “Pandora” want with him."," Adventure, Fantasy, Shounen, Supernatural", 2009, Completed, パンドラハーツ
Pandora Hearts Special, Special," Oz Bezarius, heir to one of the duke houses, has just turned fifteen. His life is rich and carefree, darkened only by the constant absence of his father. At his coming-of-age ceremony, however, everything changes. For no reason that he can discern, he’s cast into the prison known as the “Abyss”, only to be saved by a “chain” known as Alice, the bloodstained black rabbit. It is unknown why was he cast into Abyss, how does Alice factor into it all, and what does the organization known as “Pandora” want with him.", Comedy, 2009, Completed, パンドラハーツ
Pandora to Akubi, Movie," XFLAG and Tatsunoko Production collaboration.The character Akubi originates from the 1969 Hakushon Daimaou anime, where the Akubi-chan character appears as the daughter of the titular genie character Hakushon. This October marks the 50th anniversary of the franchise.Meanwhile, Pandora is a ""girl of wishes"" from the Monster Strike smartphone game.XFLAG and Tatsunoko Production describe the anime as ""battle entertainment for girls."""," Action, Fantasy, Shoujo", 2019, Completed, パンドラとアクビ
Pani Poni Dash, TV Series,"  The 11 year old Miyamoto Rebecca becomes the new teacher of a classroom which is full of weirdos. Despite her cute looks she’s a little beast and can be pretty sarcastic and offensive. The school is not safe anymore now that she’s in charge of a class and her students, Himeko, Ichijou, Rei and a white rabbit who took a liking to Rebecca help her to rough up the school and the neighbour-class with its teacher “ojiichan.”"," Comedy, Parody, School", 2005, Completed, ぱにぽにだっしゅ！
Pani Poni Dash OVA, Special, Paniponi Dash! special included in the DVD-Box.," Comedy, Parody, School", 2009, Completed, Paniponi Dash!
Paniponi Dash! (Dub), TV Series," The 11-year-old Miyamoto Rebecca becomes the new teacher of a classroom which is full of weirdos. Despite her cute looks she's a little beast and can be pretty sarcastic and offensive. The school is not safe anymore now that she's in charge of a class and her students, Himeko, Ichijou, Rei and a white rabbit who took a liking to Rebecca help her to rough up the school and the neighbor with its teacher ""ojii-chan."""," Comedy, Parody, School", 2005, Completed, Pani Poni Dash!; ぱにぽにだっしゅ！
Pankunchi, ONA," Pankun is a baby panda who was abandoned in a forest where pandas live. His favorite possession is an old mitten that was in the box with him when he was abandoned. Pankun loves bread, and his tummy rumbles whenever he sees the two pieces of bread, Shokupan and Koppepan"," Adventure, Anthropomorphic, Kids", 2007, Completed, ぱんくんち
Pantheon (Dub), TV Series," A young woman begins receiving messages from an unknown number that claims to be her deceased father. Trying to uncover the truth, she stumbles upon a larger conspiracy involving the singularity."," Drama, Sci-Fi", 2022, Completed,
Panty & Stocking in Sanitarybox, Special, A special short included with the 5th DVD/BD release.," Action, Comedy, Dementia, Ecchi, Parody, Supernatural", 2011, Completed," Panty & Stocking with Garterbelt Special, Panty & Stocking with Garterbelt OVA"
Panty & Stocking with Garterbelt (Dub), TV Series," Panty and Stocking – the Anarchy Sisters – are two nasty-ass angels who got booted from the pearly gates for being foul-mouthed bitches! Now they spend their nights blowing up ghosts in the seedy abyss between Heaven and Earth. Panty likes sex, Stocking likes sweets, their afro-sporting main man Garter Belt has a fetish we can't mention. Together, they're turning the mean streets of Daten City into a buffet of bodily fluids. Ghosts don't stand a chance against their lingerie of mass destruction, and if this debaucherous duo can collect enough Heaven Coins, they just might get their halos back. It's a slim chance in hell, but anything can happen when you're rolling commando, especially with Panty and Stocking!"," Action, Comedy, Ecchi, Parody, Supernatural", 2010, Completed, パンティ＆ストッキングwithガーターベルト; Panty and Stocking with Garterbelt; PanSto
Panty & Stocking with Garterbelt OVA (Dub), Special, A special short included with the 5th DVD/BD release.," Action, Comedy, Ecchi, Parody, Supernatural", 2011, Completed, Panty & Stocking in Sanitarybox
Panty and Stocking with Garterbelt, TV Series," A company of ghosts has moved into Daten City, taking advantage of human greed. Two angels, Panty and Stocking, are sent from heaven to exterminate them — but in reality they got kicked out for bad behavior."," Action, Comedy, Ecchi, Parody, Supernatural", 2010, Completed, パンティ＆ストッキングwithガーターベルト
