name,Type,Plot Summary,Genre,Released,Status,Other name
E Mo Di Du Chong Tian Qi, ONA," A tsundere man who don't know how to express his feelings to the one he loves for a whole life. Not only forcing her time by time but also being suspicious. The girl is so confused by his behaviors. However, till the end, she finally figures out his love. This is their love story."," Comedy, Drama, Romance, Slice of Life", 2019, Completed," Marry Me Again, Honey"
E`s Otherwise, TV Series," In a near future, following a devastating war, a dozen international corporations have come to control the world. One of them, Ashurum, specializes in handling a new class of psychics that has arisen. Though feared by the general populace, psychics have a safe home in Ahsurum, where they can develop their abilities and assist Ashurum in helping other psychics... or dealing with those who become a threat to the general populace. Or so they claim.One such young psychic, a teenage boy named Kai, has lived at Ashurum all of his life along with his sickly sister Hikaru. He joins the AESES, the agent operations branch of Ashurum, out of gratitude for Ashurum's support of him and his sister, but eventually he discovers that his sheltered life has left him quite naive about how the world really works. A gentle soul at heart, Kai has trouble understanding how much common citizens fear and hate both his kind and his organization until confronted with it on missions. He also cannot comprehend the ruthlessness of Shen-Lon, a fellow AESES psychic, until catastrophe strikes.Meanwhile, a streetwise young man named Yuuki plies his services for a guerilla organization led by a powerful precognitive psychic. He must find the Sacrament of Calvaria — whatever it may be — while looking after the kind-hearted and empathetic girl Asuka. Ultimately his path crosses with Kai's, a development sure to shape the future."," Adventure, Comedy, Drama, Military, Sci-Fi, Shounen, Supernatural", 2003, Completed, エスアザーワイズ
E's Otherwise (Dub), TV Series," Kai, who has powers different from the rest, together with his sickly sister Hikaru was protected by an organization called ASHURUM. Scouted by Eiji, Kai was delegated to the ASHURUM special force AESES and undergo intensive training. Whenever he was free, Kai visited Hikaru at the hospital belongs to the organization, but Hikaru's condition never improved. So, one year later, with amazing growth from the intensive training, Kai decides to escape from the organization."," Adventure, Comedy, Drama, Military, Sci-Fi, Shounen, Supernatural", 2003, Completed, E's Otherwise; エスアザーワイズ
Early Reins, TV Series," Early Reins features six beautiful women on a train en route to Sunshine Hill in the early 1800s. When the train is highjacked by robbers and the soldiers on board are caught unawares, another surprise is in store"," Action, Adventure, Seinen", 2003, Completed,
Earthian (Dub), OVA," Angels from the planet Eden have been watching Earthians, the inhabitants of Earth, for 5 billion years. Chihaya, an angel with unlucky black hair and wings, is a plus checker who travels to Earth with Kagetsuya, a minus checker. Each team of plus and minus checkers keep track of Earth events and, if the score ever reaches minus 10,000, the Earth will be destroyed. The story follows Chihaya and Kagetsuya and the different people and events they observe on Earth."," Drama, Shoujo, Shounen Ai", 1989, Completed, Earthian; アーシアン
Earwig and the Witch, Movie," In 1990s England, Earwig, a 10-year-old orphan girl who grew up without knowing that she is a witch's daughter, is taken from the orphanage by a strange duo and starts living with them."," Fantasy, Magic", 2020, Completed," Aya to Majo, アーヤと魔女"
Earwig And The Witch (Dub), Movie," In 1990s England, Earwig, a 10-year-old orphan girl who grew up without knowing that she is a witch's daughter, is taken from the orphanage by a strange duo and starts living with them."," Fantasy, Magic", 2020, Completed," Aya to Majo, アーヤと魔女"
Eat-Man, TV Series," Meet Bolt Crank, mercenary extraordinaire, and the man who eats metal! Through his travels, he stops along the way to make a few bucks and occasionally rescue damsels in distress. His taste for metal gives him quite an edge as he becomes capable of generating an assortment of weapons from his hand! It's a strange ability, but it seems to come in handy, so to speak. Bolt has an edge over his adversaries, but will that be enough?"," Action, Adventure, Sci-Fi, Shounen, Super Power", 1997, Completed, イートマン
Eat-Man '98, TV Series," The continuing adventures of Bolt Crank, the World's Greatest Mercenary, who has the ability to eat any object, mostly metal and weapons. When the time comes, Bolt can then reproduce those weapons and items in his right hand."," Action, Adventure, Sci-Fi, Shounen, Super Power", 1998, Completed, イートマン `98
Ebiten, TV Series," Take one group of rabid fan girls with tenuous grips on reality, toss out all rules of proper social behavior, mix them together in a basement with more twisted anime parodies and allusions than you can shake a schtick at, and what do you get? Well, besides a recipe for disaster, if borderline delusional Todayama Kyouko is in what passes for charge, you get the Asstronomical Club, where mayhem rules and the wall between the real world and total fantasy shatters at least once every five minutes!And as if things weren't wild enough, let's throw in a boys love manga fanatic who always seems to end up in her underwear, a maid on a secret mission,a ruthless arch-enemy whose goal is to have the club disbanded, and a cat as the faculty adviser! And then there's Itsuki, who still inexplicably thinks this is a club for astronomy... Although to be fair, some of the members do seem to be robots/aliens and/or from outer space. One thing's for certain though"," Comedy, Ecchi, Parody, School, Shounen", 2012, Completed, Ebiten
