name,Type,Plot Summary,Genre,Released,Status,Other name
Ju Bing Chang Cheng Zhuan (Dub), Winter 2019 Anime," The main character of ‘The Great Wall Warrior’ is a wolf raised up by herbivores. The adventure starts with his pure mind of being the hero who can save the world from the Giant Warrior, but he has unconsciously involved in some big scheme…"," Action, Adventure, Demons, Fantasy", 2019, Ongoing," The Great Warrior Wall, 巨兵长城传"
Juan Siliang, ONA," A stubborn girl on a mysterious island, her dreams of becoming a martial artist, and her complicated love story."," Action, Fantasy", 2021, Completed, 眷思量
Jubei Chan the Ninja Girl (Dub), TV Series," Jiyu Nanohana is an ordinary schoolgirl until she runs across a scatterbrained 300 year old samurai who tells her that she is the reincarnation of Yagyu Jubei. With the help of the ""Lovely Eyepatch"" she transforms into the legendary swordsman whenever she needs to use his awesome fighting ability, which she needs to do quite often as a rival clan is dead set on conquering Yagyu to satisfy an old family grudge."," Action, Adventure, Comedy, Drama, Shounen", 1999, Completed, Juubee-chan
Jubei Chan the Ninja Girl 2 (Dub), TV Series," Three hundred years ago, in the frigid land of Siberia, Jubei Yagyu engaged in a fierce battle with Kitaretsusai of the Northern Yagyu clan. The duel was costly, as his daughter Freesia was frozen in suspended animation. As a result of global warming in the present day, Freesia breaks free from her icy grave and moves to Japan as a middle school transfer student, where she befriends Jiyuu Nanohana. Little does Jiyuu know that Freesia is targeting her to acquire the coveted Lovely Eye Patch, which Freesia believes is rightfully hers."," Action, Comedy, Drama, Martial Arts, Samurai, Shounen", 2004, Completed, Juubee-chan 2
Judge (Dub), OVA," Hoichiro Ohma works in an office. Everybody knows him as a silent, humble man. Even his girlfriend, Nanase, doesn't suspect that he could be something more, but he is. When a person dies as a victim of murder; when someone kills himself with a curse on his lips; when someone's death needs to be judged, he is there, for he is a Judge Of Darkness. Following the Laws Of Darkness, with a book made of human skin and an unusual parrot, he pronounces judgement over living criminals that would otherwise go free.(Source"," Horror, Seinen, Supernatural", 1991, Completed," Yami no Shihosha Judge, Magistrate of Darkness"
Jue Ding, ONA, No synopsis information has been added to this title. Help improve our database by adding a synopsis here.," Comedy, Historical", 2021, Ongoing," Jueding, 绝顶"
Jue Ming Xiang Ying, ONA," Deadly Response tells about the next 30 years. Human society uses a lot of ‘Robots’ Artificial Intelligence in their lives. For security reasons, in the East and West, humans also build islands specifically for robots. A mysterious team consisting of Robots and Humans must fight crime and terrorist attacks to keep security and peace between Humans and Robots."," Action, Sci-Fi", 2019, Completed," Deadly Response, 绝命响应"
Juedai Shuang Jiao, ONA," The follows a pair of twin brothers who, because of a feud between two formidable martial artists, were separated at birth and raised on opposing sides.", Martial Arts, 2022, Ongoing," Legendary Twins, 绝代双骄"
Jujutsu Kaisen (TV), Fall 2020 Anime," In a world where demons feed on unsuspecting humans, fragments of the legendary and feared demon Ryoumen Sukuna were lost and scattered about. Should any demon consume Sukuna's body parts, the power they gain could destroy the world as we know it. Fortunately, there exists a mysterious school of Jujutsu Sorcerers who exist to protect the precarious existence of the living from the undead!Yuuji Itadori is high schooler who spends his days visiting his bedridden grandfather. Although he looks like your average teenager, his immense physical strength is something to behold! Every sports club wants him to join, but Itadori would rather hang out with the school outcasts in the Occult Club. One day, the club manages to get their hands on a sealed cursed object, but little do they know the terror they'll unleash when they break the seal..."," Action, Demons, Horror, School, Shounen, Supernatural", 2020, Completed," Sorcery Fight, 呪術廻戦"
Jujutsu Kaisen (TV) (Dub), Fall 2020 Anime," Idly indulging in baseless paranormal activities with the Occult Club, high schooler Yuuji Itadori spends his days at either the clubroom or the hospital, where he visits his bedridden grandfather. However, this leisurely lifestyle soon takes a turn for the strange when he unknowingly encounters a cursed item. Triggering a chain of supernatural occurrences, Yuuji finds himself suddenly thrust into the world of Curses—dreadful beings formed from human malice and negativity—after swallowing the said item, revealed to be a finger belonging to the demon Sukuna Ryoumen, the ""King of Curses.""Yuuji experiences first-hand the threat these Curses pose to society as he discovers his own newfound powers. Introduced to the Tokyo Metropolitan Jujutsu Technical High School, he begins to walk down a path from which he cannot return—the path of a Jujutsu sorcerer."," Action, Demons, Horror, School, Shounen, Supernatural", 2020, Completed," Sorcery Fight,  呪術廻戦"
Jujutsu Kaisen 0, Movie," Violent misfortunes frequently occur around 16-year-old Yuuta Okkotsu, a timid victim of high school bullying. Yuuta is saddled with a monstrous curse, a power that dishes out brutal revenge against his bullies. Rika Orimoto, Yuuta's curse, is a shadow from his tragic childhood and a potentially lethal threat to anyone who dares wrong him.Yuuta's unique situation catches the attention of Satoru Gojou, a powerful sorcerer who teaches at Tokyo Jujutsu High. Gojou sees immense potential in Yuuta, and he hopes to help the boy channel his deadly burden into a force for good. Yet Yuuta struggles to find his place among his talented classmates"," Action, Fantasy, School, Shounen", 2021, Completed," Jujutsu Kaisen 0 Movie, 劇場版 呪術廻戦 0"
