name,Type,Plot Summary,Genre,Released,Status,Other name
Kill la Kill, TV Series," In a high school where students possess uniforms that give them various powers and abilities, student council president Kiryuuin Satsuki rules by force. However, a transfer student named Matoi Ryuuko stands in her way, wielding a scissor sword and a possessed school uniform."," Action, Comedy, Ecchi, School", 2013, Completed, キルラキル
Kill la Kill (Dub), TV Series," After the murder of her father, Ryuuko Matoi has been wandering the land in search of his killer. Following her only lead—the missing half of his invention, the Scissor Blade—she arrives at the prestigious Honnouji Academy, a high school unlike any other. The academy is ruled by the imposing and cold-hearted student council president Satsuki Kiryuuin alongside her powerful underlings, the Elite Four. In the school's brutally competitive hierarchy, Satsuki bestows upon those at the top special clothes called ""Goku Uniforms,"" which grant the wearer unique superhuman abilities.Thoroughly beaten in a fight against one of the students in uniform, Ryuuko retreats to her razed home where she stumbles across Senketsu, a rare and sentient ""Kamui,"" or God Clothes. After coming into contact with Ryuuko's blood, Senketsu awakens, latching onto her and providing her with immense power. Now, armed with Senketsu and the Scissor Blade, Ryuuko makes a stand against the Elite Four, hoping to reach Satsuki and uncover the culprit behind her father's murder once and for all."," Action, Comedy, Ecchi, School, Super Power", 2013, Completed, キルラキル
Kill la Kill Special, TV Series, A 25th unaired episode of Trigger's TV anime series Kill la Kill will be bundled with the 9th volume of the Blu-ray and DVD release. It will be about the graduation ceremony from Honnouji Academy.," Action, Comedy, School", 2014, Completed, キルラキル 特別編
Kill Me Baby (Dub), TV Series," Kill Me Baby is the touching story of Yasuna, a normal (?) high school girl, and Sonya, her best friend who happens to be an assassin. Unfortunately, little Sonya's trained assassin instincts often work against her and others in her daily high school life, as Yasuna's often-broken wrist can attest to. She just wanted a hug, but she ended up with a broken neck. Isn't it sad? No, it's hilarious.Not even Yasuna's intense ninja training can prepare her for the exciting adventures in this explosive 4-panel manga adaptation."," Comedy, School, Seinen", 2012, Completed, キルミーベイベー
Kill Me Baby, TV Series, Bundled with the franchise’s Kill Me Baby Super Best Album CD (?????????????). OAD adapted eight previously unanimated story episodes from Kazuho’s original manga.," Comedy, School", 2013, Completed, キルミーベイベー　ぶつぞうけがってにせはろうぃーん
Killing Bites, Winter 2018 Anime," People have been created that are human-animal hybrids, and powerful businesses bet on the outcome of their duels. College student Nomoto Yuuya's casual acquaintances ask him to drive them around to pick up girls one day, which he soon finds out means by force. The girl they kidnap is an animal-human hybrid named Hitomi, who slaughters all of them except Yuuya. Hitomi is a honey badger, which has been called the most fearless of all animals. Now Hitomi is assigned to stay with Yuuya, for his protection!"," Action, Ecchi, Horror, Sci-Fi, Seinen", 2018, Completed, キリングバイツ
Kimagure Orange Road, TV Series," At a glance, Kimagure Orange Road is your basic high-school romantic comedy. The romance and drama center around a love triangle. The main character, Kasuga has a few telekinetic powers which are often used for comedic effect. He is also quite indecisive. The other main characters are Madoka and Hikaru. Most of the time, Madoka acts like a tough girl who can do anything and Hikaru demonstrates extreme cheerfulness. The stories generally follow Kasuga in his relationship with Madoka and Hikaru."," Action, Comedy, Drama, Fantasy, Magic, Romance, School, Shounen, Slice of Life", 1987, Completed," Kimagure Orange☆Road, きまぐれオレンジ☆ロード"
Kimagure Orange Road OVA, TV Series," At a glance, Kimagure Orange Road is your basic high-school romantic comedy. The romance and drama center around a love triangle. The main character, Kasuga has a few telekinetic powers which are often used for comedic effect. He is also quite indecisive. The other main characters are Madoka and Hikaru. Most of the time, Madoka acts like a tough girl who can do anything and Hikaru demonstrates extreme cheerfulness. The stories generally follow Kasuga in his relationship with Madoka and Hikaru."," Comedy, Drama, Magic, Romance, School", 1989, Completed, きまぐれオレンジ☆ロード
Kimagure Orange Road The Movie, Movie," After the TV-series of Kimagure Orange Road, Kyousuke and Madoka have finally arrived at the point where they are close to graduation and have to decide where they want to go to college. Naturally, they want to go together, so beside all the studying they also have to look for a proper college where they can enter both.Hikaru, still a year from graduating, wants to support Kyousuke as well and does that in her own way. But while she does that, Madoka feels jealous and tells her feelings to Kyousuke.And then Kyousuke has to take action to finally decide on the girl he loves... thus concluding the story of the Kimagure Orange Road."," Comedy, Drama, Romance, Slice of Life", 1988, Completed, 新きまぐれオレンジ☆ロード ～ そして、あの夏のはじまり
Kimagure Robot, TV Series," A brilliant, slightly crazy, and extremely eccentric scientist toils away his days in his lab, creating robots to carry out different tasks. A robot to grant three wishes, a robot to help you write your diary, a robot that intentionally misbehaves in order to keep its master from becoming bored… the robots are each built for a very specific purpose, and can’t really do much of anything else. Luckily for mankind, however, these robots are much more useful than they appear to be at first glance… most of the time, anyway."," Comedy, Fantasy, Sci-Fi", 2004, Completed," The Capricious Robot, きまぐれロボット"
Kimba the White Lion (Dub), TV Series," This is the story about a white lion, Leo, living in Africa."," Kids, School", 1965, Completed, ジャングル大帝
Kimera, OVA," Osamu and Jay are two cereal salesmen traveling for work when they encounter a barricade. Curious as to what is going on, they step out of their car and enter into a government secret. Two mysterious demon-like men have been terrorizing the military, who came to respond to a car crash involving a vehicle carrying government research material. Inside the car wreckage, Osamu finds a beautiful hermaphrodite with gold and crimson eyes trapped in a frozen chamber. Osamu shares a kiss with them through the glass before he is forced to flee the scene.Osamu and Jay interrogate Jay's father, a top researcher at a government laboratory, who reveals that what Osamu and Jay saw was top-secret, and they would likely be sitting in prison if it weren't for his influence. While Jay is ready to forget everything that happened, Osamu cannot let it go that easily. After stealing a security badge, Osamu finds where the person he kissed is being kept, and learns that their name is Kimera. Osamu wants to run away with the beautiful Kimera, though he does not know why Kimera is being held captive or what a relationship with them means for the future of humanity."," Action, Boys Love, Horror, Sci-Fi, Supernatural", 1996, Completed, 祈明羅
Kimetsu Gakuen Monogatari, OVA, These specials were originally shown at the Kimetsu no Utage live event which was held on October 20th 2019 in Tokyo. The cast members present at the event did a live dubbing of the characters.," Comedy, Historical, School, Shounen", 2020, Completed, Kimetsu Gakuen Monogatari
Kimetsu Gakuen, OVA," Valentine's Day special for Kimetsu no Yaiba. The first three episodes will be released on Aniplex's official YouTube channel, while the fourth and final episode will be streamed during the Kimetsu Matsuri Online", Comedy, 2021, Completed," キメツ学園 バレンタイン編, Chuukou Ikkan!! Kimetsu Gakuen Monogatari"
