name,Type,Plot Summary,Genre,Released,Status,Other name
Na Jiu Ai Shang Ni , ONA," Millie is thrown to Barry, the son of her mother's best friend in the name of helping her with her poor grades. She is totally at a loss while Barry is pondering over how to drive her away. In this way, the two who do not know each other and are different in character are forced together for a long time to come. Kabedon? Sleep in the same bed? Isn't it a simple co-living for tutoring?"," Comedy, Romance", 2017, Completed, So I'm Into You
Nabari no Ou , TV Series," Rokujou Miharu is a boy who has a hijutsu (hidden technique) living inside of him. This hijutsu is the power of creation. Many ninja clans are seeking it as the one who possesses it becomes the ruler of the ninja world. Rokujou’s classmate Kouichi started a nindou (“Way of the Ninja”) club at school with Kumohira, his English teacher. Both Kouichi and Kumohira are secretly ninjas. They tried to persuade Rokujou to join the ninjutsu club. At first, he was reluctant, but after being attacked by group of ninjas trying to get his hijutsu, he joins. He must become the Ruler of Nabari in order to survive."," Action, Comedy, Drama, Fantasy, Shounen, Supernatural", 2008, Completed, Nabari no Oh; King of Nabari; 隠の王
Nabari no Ou (Dub), TV Series," Silent, apathetic yet mischievous, 14-year-old Rokujou Miharu is the bearer of the hijutsu, ""Shinrabanshou"", a powerful technique many ninja clans desire to possess to become the ruler of Nabari. Fellow classmate Kouichi and his English teacher Kumohira are both secretly Banten clan ninjas, pledging themselves to protect Miharu from his many attackers. Keeping apathetic, Miharu attempts to reject their invitation to join their ninja ‘club’ however, after numerous attacks; he finds no choice but to join their group as a means for his survival. Slowly, Miharu takes a step closer to becoming the ruler of Nabari."," Action, Comedy, Drama, Fantasy, Shounen, Supernatural", 2008, Completed, Nabari no Oh; King of Nabari; 隠の王
Nadesico, Movie," Two years have passed since the Great War. Akito and Yurika have vanished. The Jovians and the Earthlings have joined forces and Ruri is now captain of Nadesico B. As the popularity of Boson Jumping grows, a vast transportation network has been developed. Dubbed the Hisago Plan, this network of Chulip portals holds the answers to the mysteries behind Bose particles and their power. If those secrets should fall into the wrong hands, it could mean big trouble. And big trouble there is. A Martian splinter group has launched an offensive, leaving the United Forces befuddled and desperate. So much so, in fact, that the former crew of the Nadesico is called back to active duty for a special unsanctioned mission-to save us all. Does this menagerie of misfits have what it takes? Who will win the race for the Boson technology? And what the heck happened to Akito and Yurika?"," Action, Comedy, Drama, Mecha, Psychological, Sci-Fi, Shounen, Space", 1998, Completed, Kidou Senkan Nadesico
Nadia, TV Series," In 1889, the world is on the pinnicle of great discoveries in technology. In mankinds grasp for the future, a sinister foe known only as Gargoyle, obsessed with restoring the former Atlantean empire to the glory it once held, begins his plans to take over the world. Nadia, with the help of a young inventor, Jean Ratlique, and Captain Nemo of the submarine Nautilus, must fight to save the world from Gargoyle and Neo-Atlantis. Based on the Novel ’20,000 Leagues Under the Sea’ by Jules Verne."," Action, Adventure, Drama, Historical, Mystery, Romance, Sci-Fi", 1991, Completed," Fushigi no Umi no Nadia, ふしぎの海のナディア"
Naengjang-go Nala Cocomong (Dub), TV Series,, Kids, 2008, Completed," Cocomong, Cocomong 1, Reizou Kono Kuni no Cocomong, 냉장고 나라 코코몽"
Nagagutsu wo Haita Neko, Movie," Pero, a sword-wielding cat-in-boots sentenced to death for sparing a mouse, escapes his execution and embarks on a journey. Along the way, he teams up with a company of bandit mice and Pierre, a gentle orphan who has been cheated out of his inheritance.When Pero learns that Princess Rose is seeking a husband, he becomes determined to make sure that Pierre is the one chosen. However, Princess Rose is forcibly betrothed to the wicked ogre Lucifer! Pero begins to spin a web of lies to enthrall Rose with Pierre, but Pero's boasts are far from the truth. Pierre has to keep up with Pero's bold image of him but is frightened, because while Princess Rose is charming, loving her means going against the Devil's wishes."," Adventure, Fantasy, Kids", 1969, Completed, 長靴をはいた猫
Nagagutsu wo Haita Neko (Dub), Movie," Pero, a sword-wielding cat-in-boots sentenced to death for sparing a mouse, escapes his execution and embarks on a journey. Along the way, he teams up with a company of bandit mice and Pierre, a gentle orphan who has been cheated out of his inheritance.When Pero learns that Princess Rose is seeking a husband, he becomes determined to make sure that Pierre is the one chosen. However, Princess Rose is forcibly betrothed to the wicked ogre Lucifer! Pero begins to spin a web of lies to enthrall Rose with Pierre, but Pero's boasts are far from the truth. Pierre has to keep up with Pero's bold image of him but is frightened, because while Princess Rose is charming, loving her means going against the Devil's wishes."," Adventure, Fantasy, Kids", 1969, Completed, 長靴をはいた猫
Nagareboshi Lens, OVA," Risa is a girl with no experience in romance. Meanwhile, a boy named Touga is the most popular student in Risa's school year. Even though the two have had no contact with each other in the past, they find themselves at school at the same time one night."," Romance, Shoujo", 2012, Completed, 流れ星レンズ
Nagasarete Airantou, TV Series," One day, Ikuto has a fight with his father and as a result runs away from home in the heat of the moment. Everything was going well until he boarded a ship, but then he carelessly fell overboard. After encountering the most serious raging storm in a hundred years, and spending many days adrift, he arrives here, at “Airantou”. However, this island is a little weird…because, this Airantou is an island comprising solely of girls. An (extremely enviable) destiny awaits Ikuto."," Comedy, Ecchi, Fantasy, Harem, Romance", 2007, Completed," Drift off to Blue Orchid Island, Casted Away - Airan Island, ながされて藍蘭島"
Nagato Yuki-chan no Shoushitsu, Spring 2015 Anime," Nagato Yuki, the shy president of the literature club, has never been very sure of herself around other people. But around Kyon, the only boy in the tiny, three-person club, Yuki finds herself faltering even more than usual. For Kyon, and for her precious club, Yuki must find her confidence and let her true personality shine!"," Comedy, Romance, School, Seinen", 2015, Completed, 長門有希ちゃんの消失; The Disappearance of Nagato Yuki-chan; The Vanishing of Nagato Yuki-chan; Nagato Yuki chan no Shoushitsu; The Disappearance of Nagato Yuki chan
Nagato Yuki-chan no Shoushitsu (Dub), TV Series," Nagato Yuki, the shy president of the literature club, has never been very sure of herself around other people. But around Kyon, the only boy in the tiny, three-person club, Yuki finds herself faltering even more than usual. For Kyon, and for her precious club, Yuki must find her confidence and let her true personality shine!"," Comedy, Romance, School, Seinen", 2015, Completed, 長門有希ちゃんの消失; The Disappearance of Nagato Yuki-chan; The Vanishing of Nagato Yuki-chan; Nagato Yuki chan no Shoushitsu; The Disappearance of Nagato Yuki chan
Nagato Yuki-chan no Shoushitsu, TV Series, Extra episode of Nagato Yuki-chan no Shoushitsu bundled with the limited edition of the 9th manga volume.," Comedy, Romance, School, Seinen", 2015, Completed, The Disappearance of Nagato Yuki-chan
Nagi no Asukara, TV Series," Long ago, humanity lived in the sea. But the humans who longed for the land left the sea behind. They cast aside the special raiment they’d been given by the sea god that let them live in the ocean. The thinking of the sea humans and the land humans became as separate as the places they lived, and as countless time passed, they forgot they were once one people. This will change as the land-dwelling human Tsumugu Kihara befriends four girls who live in a village at the bottom of the sea."," Drama, Fantasy, Romance", 2013, Completed, 凪のあすから; Nagi no Asu Kara; Nagi-Asu
