name,Type,Plot Summary,Genre,Released,Status,Other name
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka III OVA, OVA, N/A," Adventure, Comedy, Ecchi, Fantasy, Romance", 2021, Completed," DanMachi III OVA, Is It Wrong to Try to Pick Up Girls in a Dungeon? III OVA; ダンジョンに出会いを求めるのは間違っているだろうかⅢ OVA"
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV, Winter 2023 Anime, Second part of Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV.," Action, Adventure, Fantasy", 2023, Completed," DanMachi 4th Season Part 2, Is It Wrong to Try to Pick Up Girls in a Dungeon? IV Part 2, ダンジョンに出会いを求めるのは間違っているだろうかⅣ深章 厄災篇"
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV, Winter 2023 Anime, Second part of Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV.," Action, Adventure, Fantasy", 2023, Ongoing," Is It Wrong to Try to Pick Up Girls in a Dungeon? IV Part 2, DanMachi 4th Season Part 2, ダンジョンに出会いを求めるのは間違っているだろうかⅣ深章 厄災篇"
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV, Summer 2022 Anime," Intrepid adventurer Bell Cranel has leveled up, but he can’t rest on his dungeoneering laurels just yet. The Hestia Familia still has a long way to go before it can stand toe-to-toe with the other Familias of Orario — but before Bell can set out on his next mission, reports of a brutal murder rock the adventuring community! One of Bell’s trusted allies stands accused of the horrible crime, and it’s up to Bell and his friends to clear their name and uncover a nefarious plot brewing in the dungeon’s dark depths."," Action, Adventure, Comedy, Fantasy, Romance", 2022, Completed," Is It Wrong to Try to Pick Up Girls in a Dungeon? IV, DanMachi 4th Season, Is It Wrong That I Want to Meet You in a Dungeon 4th Season; ダンジョンに出会いを求めるのは間違っているだろうかⅣ"
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka IV, Summer 2022 Anime," Intrepid adventurer Bell Cranel has leveled up, but he can’t rest on his dungeoneering laurels just yet. The Hestia Familia still has a long way to go before it can stand toe-to-toe with the other Familias of Orario — but before Bell can set out on his next mission, reports of a brutal murder rock the adventuring community! One of Bell’s trusted allies stands accused of the horrible crime, and it’s up to Bell and his friends to clear their name and uncover a nefarious plot brewing in the dungeon’s dark depths."," Action, Adventure, Comedy, Fantasy, Romance", 2022, Completed," Is It Wrong to Try to Pick Up Girls in a Dungeon? IV, DanMachi 4th Season, ダンジョンに出会いを求めるのは間違っているだろうかⅣ 新章 迷宮篇"
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Movie, Movie," In the city of Orario, beneath an impossibly tall tower, lies the dungeon. Only adventurers who form partnerships with the gods themselves have any hope of defeating the monsters that lie within. But the dungeon is not the only place where monsters exist. Far from Orario, in the ruins of an ancient city, a new threat arises. To counter this threat, the goddess Artemis has come to Orario in search of a champion—but it's not Ais Wallenstein (the legendary Sword Princess) nor Ottar (the strongest warrior to ever enter the dungeon) that she chooses. Rather it is Bell Cranel, a newbie adventurer partnered with a low-tier goddess."," Action, Adventure, Comedy, Fantasy, Romance", 2019, Completed, Gekijouban DanMachi 
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka Movie, Movie," In the city of Orario, beneath an impossibly tall tower, lies the dungeon. Only adventurers who form partnerships with the gods themselves have any hope of defeating the monsters that lie within. But the dungeon is not the only place where monsters exist. Far from Orario, in the ruins of an ancient city, a new threat arises. To counter this threat, the goddess Artemis has come to Orario in search of a champion—but it's not Ais Wallenstein (the legendary Sword Princess) nor Ottar (the strongest warrior to ever enter the dungeon) that she chooses. Rather it is Bell Cranel, a newbie adventurer partnered with a low-tier goddess."," Action, Adventure, Comedy, Fantasy, Romance", 2019, Completed, Is It Wrong to Try to Pick Up Girls in a Dungeon?
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka OVA, OVA, Based on Oomori Fujino's light novel series.," Action, Adventure, Comedy, Fantasy, Romance", 2016, Completed," DanMachi OVA, ダンジョンに出会いを求めるのは間違っているだろうか OVA"
Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka OVA (Dub), OVA," On their way back from the 18th floor, Hestia, Bell, and the others accidentally uncover a hidden, mystical hot spring, and they decide to stop by to refresh themselves until creatures lurking in the dark appear to attack them."," Action, Adventure, Comedy, Fantasy, Romance", 2016, Completed, Is It Wrong to Try to Pick Up Girls in a Dungeon?
Durarara!!, TV Series," The author Narita and illustrator Yasuda Suzuhito's ""distorted love story"" is set in Ikebukuro, Tokyo, and revolves around an ensemble cast including street thugs, high school students, a female radio host, an underworld doctor, a young information vendor, and a headless Irish fairy. Narita Ryougo may be better known to English speakers as the author of the Baccano! novel series."," Action, Mystery, Shounen, Supernatural", 2010, Completed, デュラララ!!
