name,Type,Plot Summary,Genre,Released,Status,Other name
Qi Jie Diyi Xian, ONA," Because of a sudden kindness, Liang Xi has ten thousand years of true power, and joins Tianlingmen to embark on the official path of self-cultivation. Turning your hands into clouds and covering your hands into rain, while talking and laughing, the powerful enemies are wiped out. My wish is very simple. It is nothing more than planting flowers and raising grass, and making bubble girls and refining treasures. Covering the world with one hand, very good and powerful. Liang Xi looked at the sentient beings in the seven realms crawling under her feet, and emphasized that I am a man with a strong sense of chastity."," Adventure, Fantasy, Martial Arts", 2022, Ongoing," 七界第一仙, The First Immortal of the Seven Realms"
Qian Cong Shou, ONA,, Action, 2022, Ongoing," The Indomitable, 千从狩"
Qiang Niang, ONA," Qiang Niang mainly tells of the protagonist Carrie, who has lost her combat memories, searching for herself and the story of her final ""Awakening"". In the years between 2025 to 2030, a world war involving the entire world has resulted in the demise of half the world's population, and humanity has already lost control of the direction the war shall go in. In order to seize ultimate victory, war has gradually been turned into a battle without people, similar to a game. War has already become about Satellite lasers, Bomb drones, Intelligent AI, a battlefield between unmanned gun turrets and tanks... Then, there are also a group of young maidens who uses outdated firearms to engage in battle —— the Gun Girls."," Action, Comedy, Mystery, Sci-Fi, Slice of Life, Space", 2017, Completed," Gun Girls, 銃娘 [ガンガール]"
Qiang Shen Ji, ONA," With the arrival of mysterious super-era technology, Gene Lock promotes unprecedented strengthening of human body functions such as speed, power and senses. Those who successfully open the genetic lock are able to become ""agents"", with the best among the agents being the ""gun gods"". Around the new armament of gene lock, various forces fiercely struggled to establish academies to cultivate agents. With the breakthrough and application of experiments, and the coercion from the mysterious race, the world has gradually fallen into the quagmire of war. After the war, the mysterious race disappeared, and the agents and spears became unproven urban legends. The only remaining two special agent organizations, ""Deep Sea"" and ""Dead Snake"", moved their bases to the seabed and underground, respectively, without disturbing each other. However, under a peaceful scene, it is actually in crisis. The dark tide is still tumbling, and the great wheel of history has never stopped spinning.The story begins when the master fair fan Lin Xiaoshuai accidentally enters the Deep Sea Special Academy. In this unusual and mysterious campus, Xiaoshuai and his companions will aim to inherit the genetic lock, become an agent and even a gun god, learning martial arts, combat, and firearms.The animation is divided into four chapters"," Action, Sci-Fi", 2017, Completed," Age of Gunslingers, 枪神记"
Qiang Shen Ji, ONA, Second season of Qiang Shen Ji.," Action, Sci-Fi", 2018, Completed, Qiang Shen Ji
Qin Shi Ming Yue , ONA, Sixth season of Qin Shi Ming Yue.," Action, Fantasy, Historical, Martial Arts", 2020, Ongoing, Qin Shi Ming Yue
Qin Shi Ming Yue 3D, Movie, The movie reveals the events before Ge Nie and Tianming defeated 300 soldiers at Huangyang Chuan right at the start of season 1. The events will retell how Tianming and Ge Nie met. A new character and her relations to the Western Regions will be introduced as well.," Action, Fantasy, Historical, Martial Arts", 2014, Completed, The Legend of Qin
Qin Shi Ming Yue Tian Xing Jiu Ge, ONA," Facing the threat of the Qin State, danger seems to lurk within the Han State, which is known as the weakest out of the Seven States. Unknown to the Han Emperor, that very threat is the Great General of Han, Ji Wuye. Working under the Great General are the Four Fearful Warriors of Nightfall.Each four specialized in military, finance, politics, and espionage. In hopes of creating a new Han State, Quicksand was formed by Han Fei, the ninth prince of the Han. With Wei Zhuang, Zhang Liang, Zinü, and Nong Yu, they support the Prince in realizing the goal of Quicksand while being drawn into a whirlpool of power named “world”."," Action, Fantasy, Historical, Martial Arts", 2016, Completed, Qin's Moon
Qin Shi Ming Yue, ONA," Set during the Qin Dynasty in ancient China, a brave assassin attempts to kill the Emperor to save his homeland. However, the assassin fails and in retaliation, the Emperor sends his troops to kill his eight year old son. A highly skilled swordsman intervenes and rescues the boy. After their escape from the forces of the Emperor, they embark on a journey to change the destiny of the empire while encountering several friends and foes along the way."," Action, Fantasy, Historical, Martial Arts", 2007, Completed, Qin's Moon
Qin Shi Ming Yue, ONA, Continues off from where season 4 left off.," Action, Fantasy, Historical, Martial Arts", 2014, Completed," , Qin's Moon"
Qin Shi Ming Yue, ONA, Spin-off episodes of the franchise Qin Shi Ming Yue focusing on Baifeng.," Action, Fantasy, Historical, Martial Arts", 2014, Completed, Qin's Moon Special
Qin Shi Ming Yue, ONA,," Action, Fantasy, Historical, Martial Arts", 2019, Completed, Qin's Moon
Qin Shi Ming Yue, TV Series, Continues the story of Tianming from where the 3rd season left off.," Action, Fantasy, Historical, Martial Arts", 2012, Completed, Qin's Moon
