name,Type,Plot Summary,Genre,Released,Status,Other name
Kishin Houkou Demonbane, OVA," Lily Bridge, a young journalist, arrives at Arkham City, hoping to find a big scoop. However, with all the strange things occuring around the city, only the exceptional findings are news-worthy, such as the mysterious mecha known as Demonbane. However, upon finding a small piece of machinery that seemed to be connected with the Hadou Combine, Lily is determined to find the truth. Little does she know, she enters into a dark world, involving herself with Demonbane and the powerful forces that control the city."," Comedy, Drama, Mecha, Sci-Fi", 2004, Completed," Demonbane OVA, 機神咆吼デモンベイン"
Kishin Taisen Gigantic Formula, TV Series," The human race has recovered from the cataclysmic disaster now known as the Equator Winter. Now, each country begins to battle one another with robots to establish the new world order. A 13-year-old boy and 14-year-old girl operate Japan's robot. Now begins their robot battle."," Mecha, Sci-Fi", 2007, Completed, 機神大戦 ギガンティック・フォーミュラ
Kishuku Gakkou no Juliet, Fall 2018 Anime," The story takes place at Grigio Academy Boarding School where students come from two rivaling countries known as the ""Black Dogs"" and ""White Cats"". Persia and Inuzaka are leaders of their respective dorms but they are secretly in love with each other. Now, they must keep their relationship a secret from other dorm mates while trying to avoid trouble."," Action, Comedy, Romance, School, Shounen", 2018, Completed," Boarding School Juliet, 寄宿学校のジュリエット"
KisKis! Wo de Nanyou Shi Bohe Tang, Special, A promotional animation for mint candies.," Harem, Romance", 2018, Completed," KisKis! My Boyfriends are Mint Candies, KisKis! Wo De Nan You Shi Bo He Tang, KisKis！我的男友是薄荷糖"
Kiss Dum, TV Series," In A.D. 2031, humans are enjoying a prosperous existence until strange life forms called Hardians appear. They suddenly begin to multiply and assault the human population. As a countermeasure, mankind organizes the N.I.D.F. to investigate the Hardians and protect themselves.A fighter pilot, Aiba Shuu, begins to become involved in the battle against the lifeforms. Rukina Yuno, one of Earth's foremost scientists, investigates the Hardians and hears rumors about the ""Book of a Dead Man"". What is the secret of this tome, and what relation does it have to the Hardians?Now, the fight for mankind's survival begins."," Mecha, Military, Sci-Fi", 2007, Completed, キスダム -ENGAGE planet-
KissXSis, TV Series," The story begins with Suminoe Keita, a male third-year junior-high school student studying for his high school entrance exams. He is living in a home with his older twin stepsisters, Ako and Riko, who kiss, flash, and display their love for him in public. They help him prepare for his exams. Although they share no blood-relation to him, Keita begins to become romantically attracted to his two stepsisters and initially dislikes himself for it. Seeing this attraction, his two parents encourage him to eventually get married to one of them."," Comedy, Ecchi, Harem, Romance, School, Seinen", 2010, Completed, キスシス
KissXSis OVA, TV Series," Keita is living any junior high school boy's dream. He has two older twin sisters, who compete for his romantic love in many ecchi ways, like good morning tongue kisses and abundant panty flashing. Their parents openly support the sisters' feelings and advances, because they are step-siblings and not related by blood. In fact they even have a bet going as to which sister Keita will choose. And since the sisters and Keita attend the same high school, there are bound to be numerous misunderstandings."," Comedy, Ecchi, Harem, Romance, Seinen", 2008, Completed, キス×シス
Kita e., TV Series," If a couple sees the diamond dust together, then they will certainly find eternal happiness. Or so it is said. This is a drama about the romances, friendships and conflicts of six girls from Hokkaido and how the diamond dust affects them and eventually links them together in the search for happiness.(Source"," Drama, Romance, Slice of Life", 2004, Completed," Diamond Daydreams, Northward"
Kitakubu Katsudou Kiroku, TV Series," When a friend asks Natsuki what high school club she’s going to join, she cheerfully responds “the go-home club” (meaning, she’s not going to join any of them). However, she soon realizes that this club actually exists at her high school, and she’s just expressed interest in joining it! Before she"," School, Seinen", 2013, Completed," Chronicles of the Going Home Club, 帰宅部活動記録"
Kitakubu Katsudou Kiroku, Special," Unaired ""Miniature Theater"" (the specials inserted at the end of the main episodes) included in the Kitakubu Katsudou Kiroku DVD/BD volumes 2, 3 and 4."," Comedy, School", 2013, Completed," 帰宅部活動記録 ちび劇場, Kitakubu Katsudou Kiroku"
Kitarou Tanjou, Movie,," Comedy, Supernatural", 2023, Upcoming, 鬼太郎誕生 ゲゲゲの謎
Kite Liberator, Movie," Rumours of a new killer have begun to circulate the city. They call her the Angel of Death, an unfeeling assassin who eliminates her targets with grace and precision, leaving only a flurry of feathers as her calling card. What the public is unaware of is the fact that this notorious hit man is actually a polite young woman named Noguchi Monaka. Like her spiritual predecessor, Monaka has lost most of her family, and her father's duty as an astronaut keeps him practically worlds apart. However, they are close despite the physical distance and Orudo promised his daughter that he would return. Until then, daily life for the timid and somewhat clumsy Monaka involve mostly school and her part time job as a waitress. But her nature completely changes once she receives an assignment..."," Action, Drama, Sci-Fi", 2008, Completed, KITE LIBERATOR (カイト リベレイター)
Kitsune no Koe, Fall 2018 Anime," The series follows 16-year-old Hu Li, who dreams of becoming a popular singer. However, he has neither good looks nor the financial means to pursue his dream, so Hu uploads his singing online using a fox avatar.", Music, 2018, Completed," Voice of Fox, 狐狸之声"
