name,Type,Plot Summary,Genre,Released,Status,Other name
eX-Driver (Dub), TV Series," Ex-Driver is set in the future, when all transportation is easily controlled by AI. Though like all machines they tend to break down or lose control or re-programmed. This is where three high schoolers with non AI cars, Subaru WRX, Super 7, Lotus comes in to save the day and make sure the public is safe at all times."," Adventure, Cars, Comedy, Sci-Fi, Shounen, Sports", 2002, Completed, エクスドライバー
eX-Driver the Movie (Dub), Movie," After winning domestic preliminary round, Lisa, Lorna, and Soichi advance to ex-Driver world race competition held in Los Angeles as representative team from Japan. Like a bad omen, they encountered a reckless AI car the first night they arrived at Los Angeles. Although they successfully stopped the car, the local police department is not very happy about that and insists to examine their car overnight.However, the problem did not stop just there. The daughter of the United States team`s sponsor, Angela, has gone missing. Lorna realized that Angela was on the reckless AI car before. Soichi who guessed that Angel could be in danger then start looking for her. But Soichi got captured by a mysterious man, and he shocked to find Angela is also there.During the confinement inside a warehouse, Soichi finds out that apparently there is a connection between the series of incident and illegal gambling on the ex-Driver world race competition. Now Soichi must escape from the warehouse with Angela..."," Action, Adventure, Cars, Comedy, Sci-Fi, Shounen, Sports", 2002, Completed, エクスドライバー The Movie
eX-Driver, OVA," The story takes place on a world 100 years in the future, a few years before Lisa and Lorna joined eX-D organization. The world where people drives computer-controlled electrically powered ""AI cars"" which automatically take you where you want to go. However, one AI car mysteriously start to run amok. Now Nina and Rei, as the main driver for ex-D organization have to solve the mystery behind the AI car with evil plot and trap awaiting for them..."," Action, Cars, Comedy, Sci-Fi, Shounen, Sports", 2002, Completed, エクスドライバー Nina&Rei Danger Zone
Excel Saga, TV Series," Quack Experimental Anime Excel Saga presents the weird adventures of Excel, a hyper-enthusiastic girl, who is employed by the super-secret organization Across with the aim to take over the world. And she will do anything for her beloved Ilpalazzo, the leader of Across. In this endeavour she is joined by the constantly near-death-skimming Hyatt, the next-door neighbour boys, Nabeshin the director, Menchi the puppy, Pedro the immigrant worker and the Grand Will of the Macrocosm!"," Comedy, Parody, Sci-Fi, Shounen", 1999, Completed," へっぽこ実験アニメーション エクセル・サーガ, Quack Experimental Anime Excel Saga, Heppoko Jikken Animation Excel Saga"
Excel Saga (Dub), TV Series," Hyperactive Excel does anything and everything to try to please her lord, Ilpalazzo, who wants to take over the planet. Excel's misadventures takes her and her partner, the ever-dying Hyatt, all over the world, meeting several strange people as they go. Everything is bizarre and goofy, as any kind of anime or entertainment genre gets mocked and spoofed."," Comedy, Parody, Sci-Fi, Shounen", 1999, Completed," へっぽこ実験アニメーション エクセル・サーガ, Quack Experimental Anime Excel Saga, Heppoko Jikken Animation Excel Saga"
Exception, ONA," In the distant future, human beings have been forced to leave earth and migrate to another galaxy. An advanced team of spacecraft arrives at a planet that is to be terraformed. Each member of the team is output by a biological 3D printer."," Horror, Sci-Fi, Space", 2022, Completed, エクセプション
Exception (Dub), ONA," In the distant future, human beings have been forced to leave earth and migrate to another galaxy. An advanced team of spacecraft arrives at a planet that is to be terraformed. Each member of the team is output by a biological 3D printe"," Sci-Fi, Space", 2022, Completed, エクセプション
Exclusive Possession, ONA,," Action, Adventure, Romance", 2022, Ongoing, 独家占有2
Exclusive Possession, ONA,," Action, Adventure, Romance", 2023, Ongoing, 独家占有3
Exper Zenon, OVA," Tadashi is a high school student and computer-game addict. After a long day spent playing the game Zenon, he is visited in a dream by the heroine, Sartova. In an anime replay of The Last Starfighter, she takes him to the world of Zenon, where the game is played with human lives at stake.The show starts with our hero Hiroshi easily defeating an arcade machine, impressing all of his nerdy friends. When he gets home, he finds a bizarre new game waiting for him on his computer. The game promises him a chance at winning the heart of a beautiful girl, so Hiroshi presses ""Yes"" to begin...only to have the screen turn to static right in front of him.Skip to the next day. Hiroshi starts telling his friends about this game, and they aren't sure what to believe. But right then, in the middle of the class, a huge electrical storm hits, leaving in its wake a lone white egg. When Hiroshi touches it, the egg opens, revealing a beautiful (and stark naked) green-haired girl.This girl, Hiroko, gives Hiroshi the name Zenon and gives him all sorts of powers, including ESP. That's all well and good, but right afterwards all the way to the very end, Hiroshi/Zenon winds up battling all sorts of evil bad guys and huge meanies non-stop to protect his new sweetheart."," Action, Sci-Fi", 1991, Completed," Tadashi is a high school student and computer-game addict. After a long day spent playing the game Zenon, he is visited in a dream by the heroine, Sartova. In an anime replay of The Last Starfighter, she takes him to the world of Zenon, where the game is"
Explorer Woman Ray, OVA, She's an archeologist AND a black belt and Ray Kazuki will need her brains and her brawn as she plunges into a thrill-filled adventure. Ray's examining an exciting new archeological discovery," Action, Adventure", 1989, Completed, EXPLORER WOMAN RAY (エクスプローラーウーマン・レイ)
Extreme Hearts, Summer 2022 Anime,"  Hyper Sports, which use extreme gear as support items, have become popular hobby competitions among both children and adults. Hiyori Hayama is a high school singer who has nothing to do with Hyper Sports, but a certain incident sets the story in motion.", Sports, 2022, Completed, Extreme Hearts（エクストリームハーツ）
Eyeshield 21, TV Series," Kobayakawa Sena is a little guy who always get picked on by the bullies in school. Since elementary school, he always play the role of the errand boy to the extent that he has become swift and fast in his movements. Coincidentally, Hiruma Youichi and Kurita Ryukan are looking for a fast running back for their American Football team (Amefuto) and want to put Sena in the team. To hide their new star player from the eyes of other High Schools, Hiruma encases Sena in a Amefuto helmet with a dark visor and name him Eyeshield #21."," Action, Comedy, Shounen, Sports", 2005, Completed, アイシールド21
