name,Type,Plot Summary,Genre,Released,Status,Other name
Natsume Yuujinchou Itsuka Yuki no Hi ni OVA, TV Series," During a winter walk, Natsume Takashi meets a snowman yokai who is searching for something she is lost and cannot seem to recall and decides to help her despite not knowing what exactly she is looking for."," Drama, Fantasy, Shoujo, Slice of Life, Supernatural", 2014, Completed, 夏目友人帳 新作OVA いつかゆきのひに
Natsume Yuujinchou Movie, Movie," Ever since he was little, Takashi Natsume has been able to see what others could not, namely monstrous spirits known as Yokai. Natsume's late grandmother, Reiko, would challenge Yokai to contests and the ones that lost had to sign a contract with her, binding their names to her ""Yujin-cho."" Ever since Natsume has inherited the book, together with Nyanko Sensei, his self-proclaimed bodyguard, he spends his days trying to return the names within the book to their owners.Natsume has been busy, navigating between humans and Yokai when he coincidentally reunites with an old classmate, Yuki. It brings back painful memories of a certain Yokai. Meanwhile, Natsume also became acquainted with Yorie Tsumura, a woman in the memories of a Yokai whose name he had returned. Yorie knew much about Reiko, but now lived a peaceful life with her only son, Mukuo. Being with this family was comforting for Natsume, but apparently a mysterious Yokai has been lurking in their town.On the way back from investigating, a ""Yokai seed"" that had latched itself to Nyanko Sensei drops into the Fujiwaras' garden and grows overnight into a fruit tree. When Nyanko Sensei eats a fruit that is somehow shaped like himself, he suddenly splits into three!"," Drama, Fantasy, Shoujo, Slice of Life, Supernatural", 2018, Completed, Natsume Yujin-cho the Movie
Natsume Yuujinchou Roku, Spring 2017 Anime, Season 6 of Natsume Yuujinchou.," Drama, Fantasy, Shoujo, Slice of Life, Supernatural", 2017, Completed," 夏目友人帳 陸, Natsume's Book of Friends Season 6, Natsume Yuujinchou Season 6"
Natsume Yuujinchou Roku OVA, Special, New unaired episodes included in 4th and 5th DVD volumes of Natsume Yuujinchou Roku.," Drama, Fantasy, Kids, Shoujo, Slice of Life, Supernatural", 2017, Completed," Natsume's Book of Friends Season 6 OVA, 夏目友人帳 陸 特別編, Natsume Yuujinchou Season 6 Specials"
Natsume Yuujinchou San, TV Series," Natsume Takashi has the ability to see spirits, which he has long kept secret. However, once he inherits a strange book that belonged to his deceased grandmother, Reiko, he discovers the reason why spirits surround him. Containing the names of these spirits, a binding contract was formed between the spirits and the owner of the book. Now, Natsume is determined to free the spirits and dissolve the contracts. With the help of a spirit cat, his days are filled trying to return the names to these spirits."," Drama, Fantasy, Shoujo, Slice of Life, Supernatural", 2011, Completed," Natsume's Book of Friends Season 3, 夏目友人帳 参"
Natsume Yuujinchou San (Dub), TV Series," Natsume Yuujinchou San follows Takashi Natsume, a boy who is able to see youkai. Natsume and his bodyguard Madara, nicknamed Nyanko-sensei, continue on their quest to release youkai from their contracts in the ""Book of Friends.""Natsume comes to terms with his ability to see youkai and stops thinking of it as a curse. As he spends more time with his human and youkai friends, he realizes how much he values them both and decides he doesn't have to choose between the spirit and human worlds to be happy."," Drama, Slice of Life, Supernatural", 2011, Completed," Natsume Yuujinchou Three, Natsume Yuujinchou 3, Natsume Yujincho 3, 夏目友人帳 参, Natsume's Book of Friends Season 3"
Natsume Yuujinchou Shi, TV Series," Natsume Yuujinchou is a light and cheerful anime adapted from the manga of the same name. Since he was young, a teenage boy named Natsume Takashi has been able to see spirits, but keeping this ability a secret has now become a heavy burden for him and has made his life difficult. This begins to change when Takashi inherits his grandmother’s “Book of Friends”. He discovers that she, Natsume Reiko, shared the same ability as him and starts to understand why he was always targeted by both good and bad spirits.After learning the true meaning behind the Book of Friends, which allows him to manipulate the spirits listed within its pages, Takashi undertakes a journey with his bodyguard, the infamous spirit Madara, to free the spirits of their contracts with Reiko."," Drama, Fantasy, Shoujo, Slice of Life, Supernatural", 2012, Completed," Natsume's Book of Friends Season 4, 夏目友人帳 肆"
Natsume Yuujinchou, Movie, The film will be made up of two stories," Demons, Drama, Shoujo, Slice of Life, Supernatural", 2021, Completed, 夏目友人帳 石起こしと怪しき来訪者
Natsume Yuujinchou, Special," A new original animated story included on a bonus mail-order DVD eligible for readers of LaLa's August, October and September 2013 issues. It was later aired as a special in the broadcast schedule of Natsume Yuujinchou Go on the 16.November 2016."," Demons, Drama, Shoujo, Slice of Life, Supernatural", 2013, Completed," Nyanko-sensei & the First Errand, Natsume Yuujinchou LaLa, 夏目友人帳新作アニメDVD"
Natsunagu!, Winter 2020 Anime," Natsuna Kunugi, a university student in Tokyo, visits Kumamoto in search of friends who she could not contact following the Kumamoto earthquakes. There, she meets local people who are full of compassion and uniqueness, including the energetic junior high school student, Izumi. A heartfelt coming-of-age story begins."," Drama, Slice of Life", 2020, Completed, なつなぐ!
