name,Type,Plot Summary,Genre,Released,Status,Other name
Little Busters!, TV Series," A special unaired episode of Little Busters! sent to those who bought all 9 BD/DVD volumes of the anime. This episode includes the story about ""Mask the Saitou."""," Comedy, Drama, Romance, School, Slice of Life, Supernatural", 2013, Completed, リトルバスターズ！世界の斎藤は俺が守る！
Little Charo, TV Series, NHK's English education program featured the adventures of a puppy named Charo in New York., Slice of Life, 2008, Completed," Little Charo, リトル・チャロ"
Little Nemo (Dub), Movie," Based on the classic Nemo comic strips by Winsor McCay. A pioneer of animation, McCay created the first Little Nemo animated movie in 1911.Hayao Miyazaki and Isao Takahata were attached to this project at first, but left due to ""creative differences."" Ray Bradbury is also thought to have left the project in its earlier stages.Little Nemo - Adventures in Slumberland is the first Japanese anime to receive a national (wide) U.S. theatrical release.(Source"," Adventure, Fantasy", 1986, Completed, Little Nemo
Little Witch Academia, Movie," Akko has been fascinated with magic from the moment she had seen her first magic show. Now, she is enrolling into Luna Nova Magic School, a famous school for magic in Europe. However, contrary to her expectations, she is finding that lessons are boring. Magic lessons are staid and conservative, and not at all exciting.One day, an emergency occurs threatening to destroy the school, and it is up to Akko to save the day!"," Adventure, Comedy, Fantasy, Magic, School", 2013, Completed, リトルウィッチアカデミア
Little Witch Academia (Dub), Movie," For young witches everywhere, the world-renowned witch Shiny Chariot reigns as the most revered and celebrated role model. But as the girls age, so do their opinions of her—now just the mention of Chariot would get a witch labeled a child. However, undeterred in her blind admiration for Chariot, ordinary girl Atsuko Kagari enrolls into Luna Nova Magical Academy, hoping to someday become just as mesmerizing as her idol.However, the witch academy isn't all the fun and games Atsuko thought it would be"," Adventure, Comedy, Fantasy, Magic, School", 2013, Completed," Wakate Animator Ikusei Project, 2012 Young Animator Training Project, Anime Mirai 2012, LWA, リトルウィッチアカデミア"
Little Witch Academia (TV), Winter 2017 Anime, TV version of Little Witch Academia.," Adventure, Comedy, Fantasy, Magic, School", 2017, Completed, リトルウィッチアカデミア
Little Witch Academia (TV) (Dub), TV Series," ""A believing heart is your magic!""—these were the words that Atsuko ""Akko"" Kagari's idol, the renowned witch Shiny Chariot, said to her during a magic performance years ago. Since then, Akko has lived by these words and aspired to be a witch just like Shiny Chariot, one that can make people smile. Hence, even her non-magical background does not stop her from enrolling in Luna Nova Magical Academy.However, when an excited Akko finally sets off to her new school, the trip there is anything but smooth. After her perilous journey, she befriends the shy Lotte Yansson and the sarcastic Sucy Manbavaran. To her utmost delight, she also discovers Chariot's wand, the Shiny Rod, which she takes as her own. Unfortunately, her time at Luna Nova will prove to more challenging than Akko could ever believe. She absolutely refuses to stay inferior to the rest of her peers, especially to her self-proclaimed rival, the beautiful and gifted Diana Cavendish, so she relies on her determination to compensate for her reckless behavior and ineptitude in magic.In a time when wizardry is on the decline, Little Witch Academia follows the magical escapades of Akko and her friends as they learn the true meaning of being a witch."," Adventure, Comedy, Fantasy, Magic, School", 2017, Completed," Little Witch Academia, リトルウィッチアカデミア"
Little Witch Academia, TV Series, Sequel to Little Witch Academia.," Adventure, Comedy, Fantasy, Magic, School", 2015, Completed, Little Witch Academia
Little Witch Academia, Movie," You can tell witch training is not going swimmingly for the young sorceresses Akko, Lotte, and Sucy—they face expulsion for screwing up one class too many, and their only way out is if they successfully organize their academy's annual parade through a nearby town. But when they stumble upon the momentous discovery that the objective of the parade is to humiliate witches and commemorate their past subjugation, Akko decides it is time for a change"," Adventure, Comedy, Fantasy, Magic, School", 2015, Completed, Little Witch Academia
Liu Xing Huan Jian, ONA, No synopsis information has been added to this title. Help improve our database by adding a synopsis," Action, Fantasy", 2021, Completed, 流星幻剑
Liu Yao, ONA," A cultivation story about how a declining sect is restored by a narcissist, a troublemaker, a meanie, an idiot and a wimpy kid."," Drama, Fantasy, Supernatural", 0, Upcoming, Liu Yao
Liugong Fenghua, ONA," Encountered double betrayal, she came through hatred.He is weak and depends on the imperial physician to survive.In front of people, he was a short-lived prince, but he was born to be intelligent and unforgettable; After the person, he was resourceful, strategizing, and graceful.The slag male and female are going through, and in this world she needs to find a backing. He is her ""opportunity"".However, the fate is destined to be his love, this is the curse that spans the millennium, and it will last forever.", Drama, 2019, Completed, Shock the Imperial Palaces
Live On Cardliver Kakeru, TV Series," Kakeru is a big fan of the Live On card game, like so many kids his age. However he loses every time he plays, no matter how hard he tries. Things change when one day Kakeru saves a small dog-like creature chased by weird people. The “dog” is in fact a Create Monster and gives Kakeru an unusual Live Change card, which in turn allows Kakeru to protect his newfound friend… And gets him involved in something he did not expect…"," Fantasy, Game", 2008, Completed, ライブオン CARDLIVER 翔
Liz to Aoi Tori, Movie, A new story about Nozomi Kasaki and Mizore Yoroizuka.," Drama, Music, School", 2018, Completed, リズと青い鳥
Liz to Aoi Tori (Dub), Movie," Mizore Yoroizuka and Nozomi Kasaki are two close friends who are part of the Kitauji High School music club. Quiet and reserved Yoroizuka plays the oboe while lively and popular Kasaki plays the flute. The group has decided to play Liz and the Blue Bird, a song inspired on a fairy tale about the relationship between a girl and a bird. The musical piece puts both Mizore and Nozomi on the spotlight due to a solo part by Yoroizuka and forces the two girls to reexamine their friendship."," Drama, Music, School", 2018, Completed,"  Liz and the Blue Bird, Gekijouban Hibike! Euphonium"
Locke the Superman, Movie," A quiet, polite, lonely immortal esper about which little is known, he is called ""Locke the Superman"", but often denies being so. It is not known where or when he was born, and if asked, Locke will say he does not remember. It is entirely possible this is true. However, when asked by Cornelia Prim in ""Millennium of the Witch"" which star he was from, Locke replied ""Toa.""He has appeared at various times throughout the history of the galaxy, either as a direct influence, an indirect influence, or a simple observer. Using his esper abilities, Locke can learn and do most things more quickly than a normal human. His power also allows him to remain eternally young, or even turn himself into a child again to be adopted by kind-hearted families. It is speculated he remains youthful as an excuse not to take responsibility for whatever cause he is approached for, since no one expects youths to have such responsibilities."," Action, Sci-Fi, Super Power", 1984, Completed," Choujin Locke, 超人ロック"
Lodoss-tou Senki, TV Series," Five years after the death of the Emperor of Marmo in the War of Heroes, Parn is now the Free Knight of Lodoss, he and his old allies now famous through the land. However, the Emperor's right-hand man, Ashram, seeks the scepter of domination to re-unify Lodoss under his former leader's banner. Meanwhile, beyond his attempts at conquest lies a more sinister force beginning to set the stage for the resurrection of the goddess of death and destruction..."," Action, Adventure, Drama, Fantasy, Magic, Romance", 1998, Completed, Record of Lodoss War
Log Horizon, TV Series," Elder Tales is an online fantasy RPG that has become popular worldwide. But when its twelfth expansion package, “Cultivate the Noosphere,” is installed, thirty thousand players in Japan are trapped inside. Among them is grad student Shiroe, who isn’t very good at interacting with others. But to survive in a world full of monsters, he forms a guild called “Log Horizon” with an eclectic group of other players."," Action, Adventure, Fantasy, Game, Magic, Shounen", 2013, Completed, ログ・ホライズン
Log Horizon (Dub), TV Series," Elder Tales is an online fantasy RPG that has become popular worldwide. But when its twelfth expansion package, “Cultivate the Noosphere,” is installed, thirty thousand players in Japan are trapped inside. Among them is grad student Shiroe, who isn’t very good at interacting with others. But to survive in a world full of monsters, he forms a guild called “Log Horizon” with an eclectic group of other players."," Action, Adventure, Fantasy, Game, Magic", 2013, Completed, ログ・ホライズン
Log Horizon 2, Fall 2014 Anime," Veteran gamer Shiroe and other players have been trapped in the world of the online game Elder Tales for six months. The once chaotic city of Akiba has regained its everyday hustle and bustle following the formation of the self-governing organization Round Table Meeting. The earthlings, who are originally from the game world, have gained the trust of Shiroe by waging a defensive war against the Goblins in Zantleaf Region. This has led Princess Rayneshia of the Cowen family, the highest-ranking Earthling Aristocrats, to live in Akiba.It's almost winter and the Adventurers are thinking about what they're going to do and what their goals are in this other world. Will they remain in Akiba or go to the city of the West? Or will they travel to the land of the North or another faraway country? The opinions of the Adventurers begin to diverge. What adventures await the members of the Shiroe team in this second series of Log Horizon?"," Action, Adventure, Fantasy, Game, Magic, Shounen", 2014, Completed," Log Horizon Second Season, Log Horizon Dai 2 Series, ログ・ホライズン 第2シリーズ"
Log Horizon 2nd Season (Dub), TV Series," Veteran gamer Shiroe and other players have been trapped in the world of the online game Elder Tales for six months. The once chaotic city of Akiba has regained its everyday hustle and bustle following the formation of the self-governing organization Round Table Meeting. The earthlings, who are originally from the game world, have gained the trust of Shiroe by waging a defensive war against the Goblins in Zantleaf Region. This has led Princess Rayneshia of the Corwen family, the highest-ranking Earthling Aristocrats, to live in Akiba.It's almost winter and the Adventurers are thinking about what they're going to do and what their goals are in this other world. Will they remain in Akiba or go to the city of the West? Or will they travel to the land of the North or another faraway country? The opinions of the Adventurers begin to diverge. What adventures await the members of the Shiroe team in this second series of Log Horizon?(Source"," Action, Fantasy, Game, Magic", 2014, Completed," Log Horizon Second Season, Log Horizon Dai 2 Series, ログ・ホライズン 第2シリーズ"
Log Horizon, Winter 2021 Anime, Third season of Log Horizon.," Action, Adventure, Fantasy, Game, Magic", 2021, Completed," Log Horizon 3rd Season, ログ・ホライズン 円卓崩壊"
Log Horizon, Winter 2021 Anime, Third season of Log Horizon.," Action, Adventure, Fantasy, Game, Magic", 2021, Completed," Log Horizon 3rd Season, ログ・ホライズン 円卓崩壊"
Long Dao Qi Yuan, Movie," A town is attacked by a deadly creature, it can only be stopped with the Dragon Blade. The one person who knows where the blade is won't tell Lang, and even if he did, untold peril will fall on anyone who dares to find this legendary weapon."," Action, Fantasy", 2005, Completed, DragonBlade
Long Riders!, Fall 2016 Anime," Ami Kurata, a first-year university student who has no athletic ability, suddenly falls in love with a folding bicycle after seeing it in front of a train station. Inspired by her newfound love, she starts saving up to buy a bicycle and to learn cycling."," Comedy, Shounen, Sports", 2016, Completed, ろんぐらいだぁす！
Long Zhi Gu, Movie, Dragon Nest Movie 2," Action, Adventure, Fantasy, Magic", 2016, Completed, Dragon Nest
Long Zu, ONA,," Adventure, Fantasy", 2022, Ongoing, Dragon Raja; 龙族
Lord El-Melloi II Sei no Jikenbo, Summer 2019 Anime," When Lord El-Melloi II, the later Waver Velvet, gets asked to claim his inheritance over Adra Castle, he travels there with his apprentice Gray to do so. But they are not the only ones called that way. The will of the previous owner states that the assembled contestants—including Luviagelita Edelfelt—must compete in a game of wits to win the castle."," Fantasy, Mystery, Supernatural", 2019, Completed, ロード・エルメロイⅡ世の事件簿 -魔眼蒐集列車 Grace note-
Lord El-Melloi II Sei no Jikenbo, Special," Years after the Fourth Holy Grail War, Waver Velvet becomes the head of the Modern Magecraft Theories department at the Clock Tower, succeeding the title of Lord El-Melloi II. Waver and his apprentice Gray set out to find the truth behind a mysterious shadow that stalks them, while trouble brews among the mages of the Association."," Fantasy, Mystery, Supernatural", 2018, Completed, ロード・エルメロイⅡ世の事件簿 {魔眼蒐集列車[レール・ツェッペリン]} Grace note 墓守と猫と魔術師
Lord El-Melloi II Sei no Jikenbo, Special," Years after the Fourth Holy Grail War, Waver Velvet becomes the head of the Modern Magecraft Theories department at the Clock Tower, succeeding the title of Lord El-Melloi II. Waver and his apprentice Gray set out to find the truth behind a mysterious shadow that stalks them, while trouble brews among the mages of the Association."," Fantasy, Mystery, Supernatural", 2018, Completed, ロード・エルメロイⅡ世の事件簿 {魔眼蒐集列車[レール・ツェッペリン]} Grace note 墓守と猫と魔術師
Lord El-Melloi II Sei no Jikenbo, TV Series," Ten years after facing defeat in the Fourth Holy Grail War, Waver Velvet, now Lord El Melloi II, teaches classes at the Clock Tower—the center of education for mages. However, his new status as ""Lord"" comes with a caveat"," Fantasy, Mystery, Supernatural", 2019, Completed, ロード・エルメロイⅡ世の事件簿 -魔眼蒐集列車 Grace note-
Lord El-Melloi II-sei no Jikenbo, Special, Note," Drama, Fantasy, Mystery", 2021, Completed," Lord El-Melloi’s II Case Files {Rail Zeppelin} Grace note -Special Episode-, ロード・エルメロイⅡ世の事件簿 -魔眼蒐集列車 Grace note- 特別編"
Lord of Vermilion, Summer 2018 Anime," Set in Tokyo, it's January 29, 2030. High-frequency resonance is observed in the vicinity of Tokyo, and the red fog rolls into the city. Those who hear the sound, humans and animals alike, pass out, losing consciousness. Everything shuts down in Tokyo, believing that the fog is carrying an unknown virus that causes an epidemic. However, six days later, after the incident, people wake up as if nothing happened. After that, Tokyo's sealed-off city sections gradually return to normal. However, since the high-frequency resonance, some ""bizarre events"" start to happen, and people find themselves being pulled deeper into more mysteries. Meanwhile, young people start to become aware of themselves and release their power hidden in their blood, discovering themselves as ""vessel of wisdom blood."" Together, being led by something unknown, they meet, communicate, and face the unavoidable circle of fate, sacrificing their own lives."," Action, Fantasy", 2018, Completed, ロード オブ ヴァーミリオン　紅蓮の王
Lord of Vermilion, Summer 2018 Anime," Set in Tokyo, it's January 29, 2030. High-frequency resonance is observed in the vicinity of Tokyo, and the red fog rolls into the city. Those who hear the sound, humans and animals alike, pass out, losing consciousness. Everything shuts down in Tokyo, believing that the fog is carrying an unknown virus that causes an epidemic. However, six days later, after the incident, people wake up as if nothing happened. After that, Tokyo's sealed-off city sections gradually return to normal. However, since the high-frequency resonance, some ""bizarre events"" start to happen, and people find themselves being pulled deeper into more mysteries. Meanwhile, young people start to become aware of themselves and release their power hidden in their blood, discovering themselves as ""vessel of wisdom blood."" Together, being led by something unknown, they meet, communicate, and face the unavoidable circle of fate, sacrificing their own lives."," Action, Fantasy", 2018, Completed, ロード オブ ヴァーミリオン　紅蓮の王
