name,Type,Plot Summary,Genre,Released,Status,Other name
Yuki no Joou (TV), TV Series," Based on the children's story by Hans Christian Andersen.Gerda and Kai have been neighbors and best friends since childhood. Gerda is eleven, Kai twelve. They were happy children who worked and played as they should. All that changed when the Snow Queen's mirror broke. The shards spread all through the world, each containing evil. If a shard went inside your eye, it would turn your heart to ice. A shard went into Kai's eye. After that, he grew cold to those he loved.One night, the Snow Queen came in her carriage and took Kai back to her ice castle at the farthest north point of the world. Everyone in Kai and Gerda's village didn't know where he went and believed he died from drowning in the frozen-over lake. Gerda doesn't believe this, for she dreamed of seeing Kai enter the carriage. When a drunk man admits that he also saw this, Gerda starts realizing that maybe what she saw wasn't a dream. She packs her things and goes on a journey to save Kai and bring him back home."," Adventure, Drama, Fantasy, Shoujo", 2005, Completed," The Snow Queen, Yuki no Jo-Oh, 雪の女王"
Yuki no Taiyou Pilot, Special," This pilot is remembered, really, for one notable reason"," Drama, Shoujo", 1972, Completed, ユキの太陽
Yukikaze (Dub), OVA," This full 3DCG digital animation has story takes place in the far future after a pillar of huge fog appeared suddenly in the South Pole. This pillar, known as Jam, is actually a passage for an earth invasion.In order to oppose the threat, the United Nations established an earth defense mechanism. Fukai Zero is a hero registered to the main force of earth defense and the special 5th flight squadron. His reconnaissance plane, Yukikaze (windblown snow) is the best tactical reconnaissance plane. His job is to collect battle information return safely to the base with the information. But one day when he about to finish his duty, an unidentified machine attacked him..."," Action, Drama, Military, Psychological, Sci-Fi, Space", 2005, Completed," Battle Fairy Yukikaze, Yukikaze Operation, Fairy Air Force"
Yume de Aetara, OVA,," Comedy, Drama, Ecchi, Romance, Seinen", 1998, Completed," If I See You in My Dreams, Yume de Aetara (1999), Yume de Aetara OAV, 夢で逢えたら"
Yume de Aetara (Dub), OVA, Yume de Aetara is a story about one guy Fuguno Masuo (a complete loser when it comes to relationship with women) and two girls," Comedy, Drama, Ecchi, Romance, Seinen", 1998, Completed, If I See You in My Dreams
Yume de Aetara (TV), TV Series," Fuguno Matsuo has never had a girlfriend all his 24 years in life and what makes things worse is that a fortune teller predicted that he never will. However, when he laid his eye on Nagisa-sensei he fell in-love right away and began earnestly wooing her. Along comes Hamaoka, a co-worker who is smitten with Fuguno, and a love-triangle ensues."," Comedy, Drama, Romance, Seinen, Slice of Life", 1998, Completed," If I See You in My Dreams, 夢で逢えたら"
Yume de Aetara (TV) (Dub), TV Series," Fuguno Matsuo has never had a girlfriend all his 24 years in life and what makes things worse is that a fortune teller predicted that he never will. However, when he laid his eye on Nagisa-sensei he fell in-love right away and began earnestly wooing her. Along comes Hamaoka, a co-worker who is smitten with Fuguno, and a love-triangle ensues."," Comedy, Drama, Romance, Seinen, Slice of Life", 1998, Completed," If I See You in My Dreams, 夢で逢えたら"
Yume no Crayon Oukoku, TV Series," The civilians of the Crayon Kingdom have always view their Princess Silver as a twelve-year old girl with a beautiful smile. However, unknown to them, the princess has 12 bad habits. This has created much distress to the Chameleon Prime Minister and the Crayon ministers for it would be embarassing if this gets out. One day, a party was held to celebrate Princess Silver's twelvth birthday. The princess was trying to seek her Prince Charming that she forgot to take notice of her bad habits. One of the boys at the party was so angry that he changed Silver's parents, the King and Queen, into stone. In order to break the curse and save her parents, Silver decided to set on a journey to locate the boy. Together with her companions, Silver begins her adventure."," Adventure, Comedy, Fantasy, Shoujo", 1997, Completed, Crayon Kingdom of Dreams
Yume Oukoku to Nemureru 100 Nin no Ouji-sama, TV Series," The heroine is a normal girl, until one day she is invited to another world and becomes the princess of the dream world, where people use dreams as the energy to live. One day, the dream world is being attacked by something called ""yumekui"" (""dream eater""), and many princes are being attacked by it. The heroine must wake them up to save the dream world, as the princes are unable to wake up due to having their dreams stolen."," Fantasy, Game", 2018, Completed, 夢王国と眠れる100人の王子様
Yume Senshi Wingman, TV Series," Hirono Kenta is your average geeky junior high school student. His childhood obsession has always been Tokusatsu and anime. In fact, he fancies himself as a ""Hero of Justice"" and often is seen running around in a makeshift costume of his own design called ""Wing Man."" Most of his fellow classmates thinks he's just a crazy otaku, but his childhood friend Ogawa Miku thinks he's a noble spirit.One day as Hirono is walking to school, a beautiful and voluptuous girlliterally drops out of the sky and into his life. Hirono, bewildered by the event, none-the-less takes the girl to his home to recuperate (this is his duty as a ""Hero of Justice""). He also keeps the ""Dream Note"" so that he can transpose his favorite ""Wing Man"" costume designs into it.Later, Hirono is confronted by the girl who reveals herself to be Yume Aoi, Princess of the Dreamscape called Botoreem. Her domain has been conquered by the power mad despot, Rimeru and his armies of monstrous ""Seed Men."" She barely escaped her domain with the power artifact known as the ""Dream Note."" The ""Dream Note"" enables its possessor to create anything they desire by merely drawing or writing information within its pages. Rimeru seeks to steal it to become Master of the Universe. She demands that Hirono give her back the book, but Hirono had already begun drawing into the book (mystically linking himself to it).Hirono soon discovers that his designs and notes on Wing Man become reality and he in turn becomes his own creation. Using these powers and abilities, he and Aoi begin their strange and amazing adventure. Along the way, Hirono inadvertently involves all of his friends, especially Miku in his quest to help Aoi free her people and save her father.Rimeru sends his various minions to Earth's dimension to retrieve the book. One his henchmen is the noble yet devious Kitakura who goes as far as infiltrating Hirono's junior high school masquerading as a teacher."," Action, Comedy, Romance, School, Super Power", 1984, Completed," Wingman, Dream Fighter Wingman, 夢戦士ウイングマン"
Yume Tsukai	, TV Series," When people dream, they express their utmost desires and emotions within the confines of their mind; but when their strong emotions cross the border into reality, the dream can turn into an uncontrollable nightmare.Touko and Rinko are sisters known as ""yume tsukai"" (dream users), and their job is to take care of these nightmares. Using toys as weapons, the girls must both destroy the nightmare and return the dream to its rightful owner before the nightmare does any sort of serious damage."," Drama, Fantasy, Magic, Slice of Life", 2006, Completed," Dream Users, 夢使い"
Yumeiro Patissiere, TV Series," This series tells the story of 14 year old Ichigo Amano, a clumsy girl who dreams of becoming a pastry chef. She draws closer to fulfilling her dream when she enrolls in the St. Mary Academy culinary school and meets a tiny “spirit of sweets.”"," Kids, School, Shoujo", 2009, Completed, 夢色パティシエール
Yumeiro Patissiere Professional, TV Series," This series tells the story of 14 year old Ichigo Amano, a clumsy girl who dreams of becoming a pastry chef. She draws closer to fulfilling her dream when she enrolls in the St. Mary Academy culinary school and meets a tiny “spirit of sweets.”"," Shoujo, Slice of Life", 2010, Completed, 夢色パティシエールSP（スペシャル）プロフェッショナル
Yumekui Merry, TV Series, Ten years ago Fujiwara noticed he had a power to see multicolored auras surrounding the person’s body. Ever since then he’s been having a weird dream about a war with cats. Then one day a mysterious girl falls on top of him…," Action, Shounen, Supernatural", 2011, Completed," Dream Eater Merry, 夢喰いメリー"
