name,Type,Plot Summary,Genre,Released,Status,Other name
F-Zero, TV Series," Rick Wheeler was a police detective who got into a fatal car accident while pursuing the criminal Zoda. He was placed into artificial coldsleep for 150 years. Wheeler is brought back to life by Jody Summer and Dr. Stewart, who work with a group of good racers who try to keep prize money out of the hands of unsavory people like the Dark Million Organization run by Black Shadow and Deathborn."," Action, Adventure, Cars, Mecha, Sci-Fi, Shounen, Sports", 2003, Completed, F-Zero
Fafner (Dub), TV Series," Tatsumiyajima is the central island in the middle of a small cluster of islands, in a sleepy backwater of the Japanese isles. Not much happens there, and the island's young people go to school knowing that their lives are likely to remain peaceful and undisturbed. Or so they have been taught... but the truth is different. The fate of mankind is on the line, and Tatsumiyajima is the last line of defense against a hostile and incomprehensible enemy. At the center of it all, fighting for Humanity's continued existence, is the giant robot Fafner, the dragon that guards this final treasure of mankind."," Drama, Mecha, Sci-Fi", 2004, Completed, Soukyuu No Fafner
Fafner in the Azure, Movie," Yumi and Ryou are children who have been selected to take part in a top secret mission, to be the pilots of the first Fafner combat units; the last chance of survival for the human race. The enemy is ruthless, remorseless and is able to read the minds of humans. Therefore, the details of this mission are kept a secret even from the personnel involved. The young pilots must use all their courage and faith in order to survive and complete their mission or the fate of mankind would be compromised."," Drama, Mecha, Military, Sci-Fi", 2005, Completed, Soukyuu no Fafner
Fafner, Movie," The year is 2148.Two years have passed since the world was defended from the mysterious Festum, leaving the world in peace. Soushi promised Kazuki that he would one day return to Tatsumiya Island but instead he still keeps himself hidden, living his life in the peace that he created.But one day a mysterious ship arrives at Tatsumiya Island... a ship with nobody but a single sleeping girl on board.The peace isn't going to last as long as everyone might hope..."," Drama, Mecha, Sci-Fi", 2010, Completed, 蒼穹のファフナー Dead Aggressor ~Heaven and Earth~
Fafner, Movie," A Festum gains Life. It wanted to be a human. Yes, to be a man named Minashiro Soushi. That's why I'm here."," Drama, Mecha, Sci-Fi", 2010, Completed," 蒼穹のファフナー Dead Aggressor ~Heaven And Earth~, Soukyuu No Fafner"
Fairy Florence (Dub), Movie," A gentle and talented boy named Michael played beautiful music on his oboe, and his greatest love was to play for and tend to the flowers in the greenhouse at the school of music where he attended. Unfortunately, his gardening made him constantly late for orchestra practice and resulted in his dismissal from the school. When Michael fell asleep that same night, he was awakened by a dainty Flower Fairy named Florence, who would take him on an enchanted journey to a land where flowers came alive, treble notes were mischievous, and adventure beckoned. There, he would soon come to realize that his love of flowers and desire to become a great musician could go hand-in-hand and help him to become focused in life and discover himself."," Adventure, Fantasy, Music", 1985, Completed," 妖精フローレンス, Yousei Florence, Yosei Florence, A Journey Through Fairyland"
Fairy Gone, Spring 2019 Anime," ""Once upon a time, fairies were tools of war.""The story takes place in a world where fairies possess and dwell in animals, giving them mysterious abilities. By removing the organs of a possessed animal and transplanting them into humans, fairies can be summoned as an alter ego and be used as a weapon. Such individuals who used fairies as war tools were called ""Fairy Soldiers."" Once the war was over and they completed their roles, the soldiers lost their purpose. Some began working for the government, some joined the mafia, and some even became terrorists, as each chose their own way to live.Nine years have passed since the war. The protagonist Mariya is a new recruit of ""Dorothea,"" an organization which investigates and suppresses fairy-related crimes. Amidst the unstable political situation, criminals with lingering wounds from the war and past conflicts emerge and engage in terrorism as an act of revenge. This is the story of Fairy Soldiers, fighting for their own justice in a chaotic postwar world."," Action, Demons, Fantasy, Magic, Supernatural", 2019, Completed, Fairy gone フェアリーゴーン
Fairy Gone (Dub), Spring 2019 Anime," ""Once upon a time, fairies were tools of war.""The story takes place in a world where fairies possess and dwell in animals, giving them mysterious abilities. By removing the organs of a possessed animal and transplanting them into humans, fairies can be summoned as an alter ego and be used as a weapon. Such individuals who used fairies as war tools were called ""Fairy Soldiers."" Once the war was over and they completed their roles, the soldiers lost their purpose. Some began working for the government, some joined the mafia, and some even became terrorists, as each chose their own way to live.Nine years have passed since the war. The protagonist Mariya is a new recruit of ""Dorothea,"" an organization which investigates and suppresses fairy-related crimes. Amidst the unstable political situation, criminals with lingering wounds from the war and past conflicts emerge and engage in terrorism as an act of revenge. This is the story of Fairy Soldiers, fighting for their own justice in a chaotic postwar world."," Action, Demons, Fantasy, Magic, Supernatural", 2019, Completed, Fairy gone フェアリーゴーン
Fairy Gone 2nd Season, Fall 2019 Anime, Second season of Fairy Gone.," Action, Demons, Fantasy, Magic, Supernatural", 2019, Completed," Fairy gone Season 1 Part 2, Fairy gone フェアリーゴーン 第2期"
Fairy Gone 2nd Season (Dub), TV Series, Second season of Fairy Gone.," Action, Demons, Fantasy, Magic, Supernatural", 2019, Completed," Fairy gone Season 1 Part 2, Fairy gone フェアリーゴーン 第2期"
