name,Type,Plot Summary,Genre,Released,Status,Other name
Wo Jia Da Shixiong You Dian Kaopu, ONA, Third season of Wo Jia Da Shixiong Naozi You Keng.," Action, Adventure, Comedy, Historical, Martial Arts", 2023, Completed," What's Wrong with My Big Brother;There's a Pit in My Senior Martial Brother's Brain 3, Our Big Brother's Mind Has A Problem 3, Wo Jia Da Shixiong Naozi You Keng 3rd Season; 我家大师兄有点靠谱"
Wo Jian Qile Yi Di Shuxing, ONA, No synopsis information has been added to this title. Help improve our database by adding," Action, Adventure, Fantasy", 2023, Ongoing," I Picked Up An Attribute, Attribute Collection, 我捡起了一地属性"
Wo Jiao Bai Xiaofei, ONA," Bai Xiaofei lived a dull, boring life. That all changes when, on his way to find his girlfriend, he meets a mutant with unprecedented power. As an ordinary human being, Xiaofei felt totally out of his depth; there was no way he could defeat powerful enemies and track down the cause of these strange mutations. After giving himself a shot of body enhancer bought online, however, he gradually reaches his potential."," Action, Comedy, Horror", 2015, Completed," Shi Xiong Season 2, I am Bai Xiaofei, 我叫白小飞"
Wo Kai Dongwuyuan Naxie Nian, ONA," Duan Jiaze inherited a private zoo and was forced to sign a contract after his graduation. And from that day onwards the first ever age classified Luya zoo appeared, those aged under 21 are prohibited to enter."," Comedy, Slice of Life", 2020, Completed," Those Years I Opened a Zoo, 我开动物园那些年"
Wo Kao Chongzhi Dang Wudi, ONA, No synopsis information has been added to this title. Help improve our database by adding a synopsis," Action, Fantasy, Martial Arts", 2022, Ongoing," Make Money To Be King, 我靠充值当武帝"
Wo Shi Da Xian Zun, ONA," The previous life, he was a peerless genius in the world of immortality. He was killed by 3 celestial beings. He was accidentally reborn to his 20s by the book of heaven. All he wanted to do was to become an immortal and return to the immortal world, and he became the strongest man on the earth, turning his hands into clouds and covering his hands with rain, provoking anyone who defies him! He is the venerable one! The ruler of 3000 worlds! the guy who is 10,000 times better than Thanos! He is Taixuan Taizun! The Great Immortal!"," Action, Fantasy", 2019, Completed," I'm the Great Immortal, I Am Immortal, 我是大仙尊"
Wo Shi Jiang Xiaobai, ONA," Jiang Xiaobai starts his first ever job as an editor. His new work partner, writer Tong Li, however, continually gives him a hard time. Then one day, he learns that Tong Li is a long-lost friend from his childhood. Gradually, their past is revealed."," Drama, Romance, Slice of Life", 2017, Completed," I'm Joybo, Wo Shi Jiang Xiao Bai, 我是江小白"
Wo Shi Jiang Xiaobai (2018), OVA, No synopsis information has been added to this title. Help improve our database by adding a synopsis here.," Drama, Romance, Slice of Life", 2018, Completed," I'm Joybo OVA, Wo Shi Jiang Xiao Bai"
Wo Wei Ge Kuang Zhi Xuanlu Chongqi, ONA,," Music, School", 2020, Completed," Music Up! I'm Back!, Music Up"
Wo Yeye, Movie, Adapted from the picture book of the same name., Supernatural, 0, Upcoming, My Grandpa; 我爷爷
Wo Zai Xianjie Zheng Jifen, ONA,," Action, Fantasy, Martial Arts", 2022, Ongoing," Leveling up in a Fantasy World , 我在仙界挣积分"
Wo Zhen de Meiyong Mie?, ONA," Star is born to run over the heads of the fainting people. When he witnesses a ""premeditated"" fainting event, he decides to set up an agency. Together with his close friend Dazhi, they'll help the people who want to know the truth and explore the meaning of existence."," Comedy, Fantasy", 2021, Ongoing," Call Star, 我真的没用咩？"
Wo! Tianming Da Fanpai, ONA," Gu Zhangge was transmigrated into Xuanhuan World. The moment he was transmigrated, he saw many models surrounding the Lucky Male Protagonist and he really show hate him. Even the Female Protagonist was hugging him which lead to many jealousy among the VIP guest who witness it. Since I am more powerful and higher in status than him, destroying him would be very easy, but wait, there is a system here which allow me to receive some of his luck. Gu Zhangge smile to himself, it looks like I will be derailling from the path of the Heavenly Destined Villain more and more!"," Action, Adventure, Drama, Fantasy, Harem", 2021, Ongoing," The Villain of Destiny, 我！天命大反派"
Wolf's Rain (Dub), TV Series," In some distant future, it's common knowledge that all wolves have been extinct for 200 years. However, it seems this is false as wolves have not disappeared but rather have taken human form. Kiba, a lone wolf, wanders into a city, trying to sniff out the Lunar Flowers that are supposed to lead whoever follows the scent to paradise. The source of the smell is Cheza, a girl who sleeps in what appears to be suspended animation in a lab. She and the wolves are drawn to each other, and Kiba hopes to find paradise once he finds the source of the scent of Lunar Flowers. However, once Kiba finds Cheza, she is kidnapped by a mysterious person called Darcia, and his search begins anew. Before he leaves the city, he meets 3 other wolves, Tsume, Hige and Toboe. All four wolves have very different personalities and ideas, and their friendliness towards each other is a little rough around the edges. However, they soon band together to continue to search for paradise."," Action, Adventure, Drama, Mystery, Sci-Fi", 2003, Completed, Wolf Rain; Wolfs Rain; ウルフズレイン
Wolfs Rain, TV Series," In some distant future, it’s common knowledge that all wolves have been extinct for 200 years. However, it seems this is false as wolves have not disappeared but rather have taken human form. Kiba, a lone wolf, wanders into a city, trying to sniff out the Lunar Flowers that are supposed to lead whoever follows the scent to paradise.The source of the smell is Cheza, a girl who sleeps in what appears to be suspended animation in a lab. She and the wolves are drawn to each other, and Kiba hopes to find paradise once he finds the source of the scent of Lunar Flowers. However, once Kiba finds Cheza, she is kidnapped by a mysterious person called Darcia, and his search begins anew. Before he leaves the city, he meets 3 other wolves, Tsume, Hige and Toboe. All four wolves have very different personalities and ideas, and their friendliness towards each other is a little rough around the edges. However, they soon band together to continue to search for paradise."," Action, Adventure, Drama, Fantasy, Mystery, Sci-Fi", 2003, Completed," Wolf's Rain, ウルフズレイン"
Wolverine, TV Series," Next in the four-part Marvel Anime project and broadcasts after the Iron Man anime. Wolverine is a mutant, possessing animal-keen senses, enhanced psychical capabilities, three retracting bone claws on each hand and a healing factor that allows him to recover from virtually any wound, disease or toxin at a accelerated rate."," Action, Martial Arts, Super Power", 2011, Completed, ウルヴァリン
Wolverine (Dub), TV Series," Logan learns that his girlfriend, Mariko Yashida, who disappeared a year ago, has been taken to Tokyo by her father Shingen, who is the head of a Japanese crime syndicate and a supplier of AIM. He then decides to head to Japan to find her and take her back, no matter what."," Action, Martial Arts, Super Power", 2011, Completed, ウルヴァリン
Wolverine Vs Hulk (Dub), Movie," Alberta, Canada. The Incredible Hulk has been tearing a line across the Canadian countryside, leaving a swath of destruction in his wake. He has to be stopped, and there's only one man up to the job. He's the best there is at what he does, but what he does isn't very nice. He's Wolverine, an elite agent of Canada's top secret Department H, and he's been put on Hulk's trail with a single objective"," Action, Adventure", 2009, Completed,
