name,Type,Plot Summary,Genre,Released,Status,Other name
Ai Tenchi Muyou! (Dub), TV Series, The franchise is celebrating its 20th anniversary with this new project.," Comedy, Sci-Fi, Shounen", 2014, Completed, 愛・天地無用!
Ai to Ken no Camelot, OVA, Marina meets beautiful boys in a SF Fantasy based in Medieval England.," Adventure, Comedy, Fantasy", 1990, Completed," Camelot, 愛と剣のキャメロット まんが家マリナ タイムスリップ事件"
Ai to Yuuki no Pig Girl Tonde Buurin, TV Series," “Look! In the sky…It’s a bird…It’s a plane…It’s Super Pig?!” One fateful day, Karin, a junior-high student, found what she thought was an injured piglet. However, the piglet was just exhausted from hunger. After the piglet regained his health by eating Karin’s apple, he revealed that he is a prince, Tonrariano III, from a planet called Boori… more “Look! In the sky…It’s a bird…It’s a plane…It’s Super Pig?!” One fateful day, Karin, a junior-high student, found what she thought was an injured piglet. However, the piglet was just exhausted from hunger. After the piglet regained his health by eating Karin’s apple, he revealed that he is a prince, Tonrariano III, from a planet called Booringo. Tonrariano wanted to reward Karin for helping him and so he transformed her into a pig with superpowers. Karin was not at all pleased with the gift because she wanted to become a pretty superheroine like “Cutey Chao” (a parody of Cutey Honey), not Super Pig. Reluctantly, she became more interested in her role as Super Pig when she found out that she can turn into someone like “Cutey Chao” if she can collect 108 pearls through doing good deeds for other people."," Action, Comedy, Fantasy, Kids, Parody, Romance, School, Shoujo", 1994, Completed," Super Pig, Ai to Yuki no Piggu Garu Tonde Burin, Boorin, Super Boink, Tonde Buurin - Pig Girl of Love and Courage, 愛と勇気のピッグガール　とんでぶーりん"
Ai to Yuuto, Special, Ai and Yuuto, Slice of Life, 2013, Completed, Ai and Yuuto
Ai Yori Aoshi, TV Series," Hanabishi Kaoru is a junior in college, living out an ordinary life of studying and friends. One day, he meets a girl whom he discovers is his old friend Sakuraba Aoi, a girl whom he was supposed to have an arranged marriage with. Together, the two rediscover aspects of their pasts that they had tried to suppress while setting out in their lives with one another. Unfortunately, there are a lot of unwanted guests that keep lurking around in their lives. How is their love going to unfold?"," Comedy, Drama, Harem, Romance, Slice of Life", 2002, Completed," Bluer Than Indigo, 藍より青し"
Ai Yori Aoshi (Dub), TV Series," Kaoru Hanabishi, a college student who lives alone, met a beautiful but bewildered girl dressed in a kimono at a train station. He volunteered to guide her way to the address she was looking for, which happened to be in his neighborhood, but turned out to be an empty lot. Not knowing what to do next, Kaoru invited the devastated girl to his apartment and asked for any additional clues to her destination. She supplied him with a photo of two children whom Kauru immediately identified as himself and Aoi Sakuraba, his childhood friend. It turned out that the girl in front of him is Aoi Sakuraba herself, his betrothed fiancee who came all the way to Tokyo to marry him. Her revelation was not only surprising but also reminded the deepest part of Kaoru's memory for why he left the Hanabishi family in the first place."," Comedy, Harem, Romance, Slice of Life", 2002, Completed," Bluer Than Indigo, 藍より青し"
Ai Yori Aoshi Enishi, TV Series," Hanabishi Kaoru is a junior in college, living out an ordinary life of studying and friends. One day, he meets a girl whom he discovers is his old friend Sakuraba Aoi, a girl whom he was supposed to have an arranged marriage with. Together, the two rediscover aspects of their pasts that they had tried to suppress while setting out in their lives with one another.Unfortunately, there are a lot of unwanted guests that keep lurking around in their lives. How is their love going to unfold?"," Comedy, Drama, Romance", 2003, Completed, Bluer Than Indigo
Ai Yori Aoshi Special, TV Series," Hanabishi Kaoru is a junior in college, living out an ordinary life of studying and friends. One day, he meets a girl whom he discovers is his old friend Sakuraba Aoi, a girl whom he was supposed to have an arranged marriage with. Together, the two rediscover aspects of their pasts that they had tried to suppress while setting out in their lives with one another.Unfortunately, there are a lot of unwanted guests that keep lurking around in their lives. How is their love going to unfold?"," Comedy, Drama, Harem, Romance, Slice of Life", 2002, Completed," 藍より青し～縁～ Miyuki, Ai Yori Aoshi"
Ai Yori Aoshi, Special, Ai yori Aoshi," Comedy, Drama, Romance", 2003, Completed, 藍より青し～縁～ Miyuki
Ai Yori Aoshi, TV Series," Two years after meeting Aoi, Kaoru and gang are still up to their normal habits. Kaoru now in grad school and the tenants being as rowdy as ever what will become of Aoi and Kaoru's love.Two years has passed since Aoi and Kaoru were freed from the bonds of their families. They continue to live their normal lives with their usual friends in their house."," Comedy, Harem, Romance, Slice of Life", 2003, Completed, Bluer Than Indigo
