name,Type,Plot Summary,Genre,Released,Status,Other name
The Miracle Doctor, ONA,," Action, Adventure", 2023, Ongoing, 妙手神医
The Missing 8, OVA,, Action, 2001, Completed,
The Mysterious Cities of Gold (Dub), TV Series," 1532. Esteban (12) is a foundling from Barcelona, with a mysterious power of ordering the Sun to appear, for which he is called ""Child of the Sun"". Upon the death of his adoptive father, Esteban learns he was rescued as a baby from a sinking ship in the ocean. The mysterious medallion that Esteban wears since ever has a trace somewhere in the New World, probably coming from the Mysterious Cities of Gold. Esteban leaves Spain to find his parents and find out who he is. On the way he meets Zia, an Inca girl who was kidnapped from her people years back and has exactly the same medallion as him. Later on they are joined by Tao, a young Galapagos robinson, the last descendant of the Empire of Heva, an Empire said to have built the Cities of Gold. Following Coyolite, the shining star represented on their medallions, the three children travel through the unexplored New World, searching for the Cities of Gold, believing that this way is leading them to their lost parents."," Adventure, Historical, Sci-Fi", 1982, Completed, Taiyou no Ko Esteban; Esteban; Child of the Sun; 太陽の子エステバン
The Mystical Laws (Dub), Movie," The film takes place in 201X, when the newly-formed Empire of Godom is threatening to take over the world by using mysterious technology offered to them by Chan Reika, the mysterious female president of a trading company. The protagonist of the film Shishimaru Shou is the one man who has the mystical technology that can stop the Empire of Godom, but after being hunted down by the Empire, he is saved by mysterious Indians, who tell him about a prophecy about the second coming of a savior."," Adventure, Supernatural", 2012, Completed, Shinpi no Hou; 神秘の法; Happy Science Movie 6
The New Adventures of Gigantor (Dub), TV Series," Shotaro had become an Interpol agent, working with Branch Robo, the antirobot crime unit of that organization. He still employs Tetsujin."," Action, Mecha", 1980, Completed, The New Adventures of Gigantor; Tetsujin 28-go (1980); New Tetsujin 28-go; Tetsujin 28-gou (1980); Tetsujin 28-go TV 2; New Gigantor; New Iron Man No.28; 鉄人２８号 (1980)
The New Prince of Tennis, TV Series," In Japan an “All Star Team” is being formed, containing the 50 best tennis players from the entire country."," Action, Comedy, School, Shounen, Sports", 2012, Completed, テニスの王子様
The New Prince of Tennis Special, TV Series," In Japan an “All Star Team” is being formed, containing the 50 best tennis players from the entire country."," Action, Comedy, School, Shounen, Sports", 2012, Completed, テニスの王子様
The Peerless Concubine, ONA," Trash? Ugly girl? None exists --- when everyone looks with disdain and ridicule, who can expect that a sick and frail girl's body contains the soul of an absolute immortal."," Action, Fantasy, Historical, Magic, Romance", 2018, Completed,
The Pilot’s Love Song, Winter 2014 Anime," This is a tale of a prince who lost everything who leaves for a journey with no guarantee of returning to his hometown safely. With hatred and revenge in his mind, he meets several people that teach him about friendship… and love."," Adventure, Drama, Romance", 2014, Completed," Toaru Hikuushi e no Koiuta, とある飛空士への恋歌"
The Place Promised in Our Early Days, Movie," In an alternate history of the aftermath of World War II, Japan has been cleaved in half, with the south — Honshu and the other islands — allied with the United States and the northern island Hokkaido annexed by the enigmatic Union. It was on Hokkaido that a mysterious tower had been built, a strand of metal reaching up out of the atmosphere, clearly visible from the northern tip of Honshu.In 1996, three teenagers, Hiroki, Takuya and Sayuri, make a pact — they will build an experimental aircraft, almost invisible to surveillance, cross over to Hokkaido and unlock the secrets of the tower. Their dream was never realized, because Sayuri was sent to Tokyo for treatment after she fell into a coma.It is now three years later. The rosy illusions of youth have fallen away, but not the unbreakable strength of the trio's promise. The truth of the tower will be uncovered, and with it, the link between it and Sayuri's mysterious, carefully tended condition."," Drama, Military, Romance, Sci-Fi", 2014, Completed," Kumo no Mukou, Yakusoku no Basho; 雲のむこう、約束の場所; Beyond the Clouds, The Promised Place"
The Place Promised in Our Early Days (Dub), Movie," In an alternate timeline, Japan was divided after losing World War II"," Drama, Military, Romance, Sci-Fi", 2014, Completed," Kumo no Mukou, Yakusoku no Basho; 雲のむこう、約束の場所; Beyond the Clouds, The Promised Place"
The Plague Dogs, Movie,,, 0, Completed,
"The President's Expensive, Cute Wife", ONA," The drunken her had misjudged the handsome him. The alcohol burned passionately and she felt empty after exhausting all of her ecstacy. Unfortunately, he had seeded her. This encounter forced her to leave oversea and they met again many years later. As the son of the hacker and the scammer from a prostitute, he became an enemy of the evil managing director father and a kind-hearted mother who would not bad an eye when she speaks. He, who possesses high IQ and EQ, had setup a delicate plan to fight against the handsome and beautiful people in terms of brains and brawls. He will show them what he is capable of!"," Comedy, Drama, Romance, Slice of Life", 2021, Completed,
The Prince of Tennis - Showdown in England`s Tennis Fortress, Movie, Seigaku travels to England to play a tournament representing Japan but they are attacked by a group of street tennis players who were banned from playing official tournaments because of their rough play.," Action, Comedy, School, Shounen, Sports", 2011, Completed, Tennis no Ouji-sama Movie 2
The Prince of Tennis - Two Samurai, Movie," ""Ryoma's brother?! Here comes Ryoga Echizen!""A conspiracy involving the members of the Aogaku tennis team takes place on a cruise ship. The ship sails along the Pacific, carrying a group of high profile celebrities from all over the world, enjoying their vacations. Among these flamboyant crowds are the members of the Aogaku tennis team, who have been cordially invited to play in the Exhibition Match on the cruise, hosted by a fanatic tennis-lover millionaire, Hikomaro Sakurafubuki.While the members are prepping for the match for the next day, a group of opponents walk up. Ryoma is cold and blunt as usual. But he is encountered by a boy who calls himself Ryoga Echizen, and says that he is Ryoma's elder brother. Everybody is flabbergasted, including Ryoma himself.That night, Tezuka and Oishi are called to Sakurafubuki's room and asked to lose the match tomorrow. The Exhibition Match turns out to be an illegal event, where the rich guests bet millions on the players. Threatened by Sakurafubuki to conspire in the gamble, the team hesitates having nowhere to get away to except for the ocean. Tezuka on the other hand refuses to give in, but what about the rest of the team? What about Ryoma?"," Action, Shounen, Sports", 2005, Completed, Tennis no Ouji-sama Movie 1
The Prince of Tennis OVA, OVA," Seigaku continues their road to winning the National Championship, but only the best schools remain as they'll have to go toe-to-toe with old rivals and new foes in the National Tournament."," Comedy, Sports", 2006, Completed, テニスの王子様
The Princess and the Pilot, Movie," As a beautiful daughter of the noble family del Moral, Fana was proposed to by Prince Carlo, who is the crown prince of their country Levamme. However, since Levamme is at war with Amatsuvian, the marriage had to wait until the war ends. Meanwhile, as a bestado, the lowest caste in Levamme, Karino Charles had always dreamed of flying and eventually became the ace pilot of the San Maltilia air force. Although he was often mistreated, a glorious chance came about when the Amatsuvian bombarded del Moral's home in order to get rid of the future empress. Charles was then entrusted with the top secret mission of delivering the princess to the prince of Levamme."," Adventure, Military, Romance, Shounen", 2011, Completed," Toaru Hikuushi e no Tsuioku, とある飛空士への追憶"
The Queen's Strategy , ONA,," Comedy, Romance", 2019, Completed, 系统逼我做皇后
The Reflection, Summer 2017 Anime," After THE REFLECTION, some of the people in all parts of the world are discovered with super powers.Some become heroes, and others villains.How did the Reflection happen? What was the cause of it?With many unsolved mysteries, the world is lead into turmoil."," Action, Super Power", 2017, Completed, ザ・リフレクション
The Reflection (Dub), Summer 2017 Anime," After The Reflection, some of the people in all parts of the world are discovered with super powers. Some become heroes, and others villains. How did the Reflection happen? What was the cause of it? With many unsolved mysteries, the world is led into turmoil."," Action, Super Power", 2017, Completed, ザ・リフレクション
