name,Type,Plot Summary,Genre,Released,Status,Other name
Shironeko Project, Spring 2020 Anime," In a world consisting of numerous isles, a young hero from the Astora Isle encounters the adventurer Kyle and follows him on an expedition on the isle. They meet a mysterious girl named Iris and a talking white cat, and together they make their way to the isle's ruins, where they find a flying island. Kyle becomes consumed by darkness there, and the party resolves to travel to the ends of the world on the flying island in order to find the seven ""Great Runes,"" following Kyle's words before he disappeared."," Action, Adventure, Fantasy, Magic", 2020, Completed," Shironeko Project ZERO CHRONICLE, 白猫プロジェクトZERO CHRONICLE"
Shironeko Project, Spring 2020 Anime, The world is divided into two kingdoms," Action, Adventure, Fantasy, Magic", 2020, Completed, 白猫プロジェクトZERO CHRONICLE
Shirotan, ONA, No synopsis information has been added to this title. Help improve our database by adding a synopsis here., Kids, 2017, Completed," Sirotan, しろたん しろたんがいっぱい!"
Shisha no Teikoku, Movie," The story of Shisha no Teikoku takes place in 19th century Europe, and revolves around John Watson. He is scouted by the government to become a secret agent. However, Watson lives in a world where ""Frankensteins"", human corpses that are re-purposed with a false soul in order to use them as laborers, are used to improve industrial development."," Psychological, Sci-Fi", 2015, Completed," The Empire of Corpses, 屍者の帝国"
Shisha no Teikoku (Dub), Movie," The story of Shisha no Teikoku takes place in 19th century Europe, and revolves around John Watson. He is scouted by the government to become a secret agent. However, Watson lives in a world where ""Frankensteins"", human corpses that are re-purposed with a false soul in order to use them as laborers, are used to improve industrial development."," Historical, Psychological, Shounen", 2015, Completed," The Empire of Corpses, 屍者の帝国"
Shishang Zui Qiang Nan Zhujiao, ONA, No synopsis information has been added to this title. Help improve our database by adding a synopsis," Action, Fantasy, Martial Arts", 2022, Ongoing," The Strongest Male Protagonist of All Time, 史上最强男主角"
Shishigari, Movie," A gift from the gods of the mountains. Deep in the northern mountains, there are people who have been living with the blessings of the mountains. A boy, who is coming of age, journeys into the mountains for his first hunt. He must find the ""Kuroshishi."" The mountain is a world where life and death are divided by a paper-thin line. Sometimes, nature will show its fangs..."," Action, Adventure", 0, Upcoming, Lion Hunter; シシガリ
Shishunki Bishoujo Gattai Robo Z-Mind, OVA," Old school is back! And girl power reigns supreme! Ayame, Sumire, Renge, and Satsuki are charged with the protection of the Earth from a powerful new enemy. But these girls may be in for more than they`ve bargained for!They`ll have to not only master the experimental mobile armor"," Action, Mecha, Parody", 1999, Completed," The Battling Days of the ""Shitamachi"" Virgins, 思春期美少女合体ロボ ジーマイン"
Shishunki Bishoujo Gattai Robo Z-Mind (Dub), OVA," Old school is back! And girl power reigns supreme! Ayame, Sumire, Renge, and Satsuki are charged with the protection of the Earth from a powerful new enemy. But these girls may be in for more than they`ve bargained for!They`ll have to not only master the experimental mobile armor"," Action, Mecha, Parody", 1999, Completed," The Battling Days of the ""Shitamachi"" Virgins, 思春期美少女合体ロボ ジーマイン"
Shixiong A Shixiong, ONA,," Action, Adventure, Fantasy, Historical, Martial Arts, Romance", 2023, Completed, 师兄啊师兄
Shiyan Pin Jiating, Spring 2018 Anime," The series centers on a family where both parents are mad scientists, and where both brother and sister are modded humans called ""creatures."" The family members aim to become a ""normal"" family."," Sci-Fi, Seinen", 2018, Completed, Jikken-hin Kazoku
Shoka, Movie," The action story is set during the turbulent years of the shogunate, as dark forces try to undermine the shogun's power in Edo-era Tokyo. Shirou Sumiya is the leader of the Way of the Paper Drawing clan which captures the chaos of the struggles with rapid brush strokes. Sumiya is summoned to Edo, and his disciples, who have extraordinary powers in their secret drawing techniques, become part of the ensuring battles with giant drawn creatures."," Action, Fantasy, Historical", 2010, Completed, 書家
