name,Type,Plot Summary,Genre,Released,Status,Other name
Mahou Sensou (Dub), Winter 2014 Anime," The world as we know it is actually just half the story, as Takeshi Nanase finds out abruptly one summer morning. On his way to kendo practice, Takeshi comes across an unconscious girl in a uniform he doesn't recognize. Takeshi does the decent thing and saves her, and in return the girl wakes up and accidentally turns him into a magic-user.As Takeshi finds out, there is the world he lives in and the world of magic users. Most magic users just want to peacefully coexist with non-magicians, but there are some with bigger ambitions. Mui Aiba is a magician enrolled in the Subaru Magic Academy, where magic users can learn to control and channel their powers and how to live in peace with regular humans. After his fateful encounter with Mui, Takeshi and his newly magician friends Kurumi Isoshima and Kazumi Ida decide to enroll in the Magic Academy as well.All three friends have different reasons for fighting on, whether they're fighting to escape the past or catch up to the future. They wield different kinds of powers, which they must learn to harness in order to fight off the Ghost Trailers, a group of magicians who are willing to use violence to assert their superiority over humans.Pursued by the Ghost Trailers, Takeshi and his friends must train to become stronger, face the leader of the Trailers, and prevent the beginning of the Second Great Magic War."," Action, Fantasy, Magic", 2014, Completed," Magical Warfare, Mahosen, 魔法戦争"
Mahou Shoujo Ikusei Keikaku, Fall 2016 Anime," The highly popular social network game ""Magical Girl Raising Project"" is a miraculous game that produces real Magical Girls with a chance of 1 in 10000 for each person. Girls who are lucky enough to gain the power of magic spend fulfilling days. But one day, the administration arbitrarily announces that ""There are too many magical girls so they will be halved."" The curtain will now be raised on the relentless and merciless survival game between 16 magical girls."," Action, Fantasy, Supernatural, Thriller", 2016, Completed," Magical Girl Raising Project, 魔法少女育成計画"
Mahou Shoujo Ikusei Keikaku (Dub), Fall 2016 Anime," The highly popular social network game ""Magical Girl Raising Project"" is a miraculous game that produces real Magical Girls with a chance of 1 in 10000 for each person. Girls who are lucky enough to gain the power of magic spend fulfilling days. But one day, the administration arbitrarily announces that ""There are too many magical girls so they will be halved."" The curtain will now be raised on the relentless and merciless survival game between 16 magical girls."," Action, Fantasy, Magic, Supernatural, Thriller", 2016, Completed," Magical Girl Raising Project, 魔法少女育成計画"
Mahou Shoujo Lalabel, TV Series," Lalabel is a magical girl who arrives in the Human world to stop an evil wizard from stealing various magical objects or items. As a magical girl, she has a kitty for a companion and a magic wand. Coincidentally, she lands on the doorstep of the Tachibana couple and lives in with them during her stay in the human world. She attends the local school and begins to learn about the different things in the human world."," Comedy, Shoujo, Slice of Life", 1980, Completed," Lalabel the Magic Girl, Lalabelle, 魔法少女ララベル"
Mahou Shoujo Lyrical Nanoha A's, TV Series," After solving the incident of the scattered Jewel Seeds, Nanoha Takamachi happily returns to her everyday life, though now with added magic practice in the morning. Exchanging video messages with Fate Testarossa and the crew of the Arthra, Nanoha eagerly awaits the chance to speak with them in person again. But while studying in her room one day, Raising Heart suddenly calls out to Nanoha and warns her of an incoming attack!The attacker is a young girl named Vita, who calls herself a Belka Knight. She proves her strength by using an intelligent device with a mysterious cartridge system to quickly overwhelm Nanoha. Luckily, the Space-Time Administration Bureau is able to step in before she is completely crushed. Vita and her fellow knights Shamal, Signum, and Zafila are on a mission to steal magical power from mages in order to complete the Book of Darkness, one of the Lost Logia. For what sinister purpose are the knights after this Book of Darkness?"," Comedy, Drama, Magic, Super Power", 2005, Completed," Magical Girl Lyrical Nanoha A's, 魔法少女リリカルなのは エース"
Mahou Shoujo Lyrical Nanoha A's (Dub), TV Series," After the events of the Lost Logia case, Nanoha waits patiently for the day she can reunite with her newfound friend, Fate. Although being an exceptionally powerful mage, Nanoha spends her days normally with her friends on Earth. But peace is once again suddenly shattered, as Nanoha is without warning attacked by a powerful mage. A group of violent mages have been attacking anything with magic power for their own goals. Nanoha and Fate, along with their friends Yuuno, Arf, Chrono and the Space/Time Administration Bureau must once more band together to stop these renegade mages from hurting anyone or anything else. Takes place after the first season of Lyrical Nanoha."," Action, Comedy, Drama, Magic, Super Power", 2005, Completed," Magical Girl Lyrical Nanoha A's, Mahou Shoujo Lyrical Nanoha A's, 魔法少女リリカルなのは エース"
Mahou Shoujo Lyrical Nanoha Vivid, Spring 2015 Anime," Set four years after StrikerS, Nanoha finally has time to get off her feet. Now explore the Nanoha world in Vivio Takamichi's shoes and her device, Sacred Heart."," Action, Adventure, Magic", 2015, Completed, 魔法少女リリカルなのはViVid
Mahou Shoujo Lyrical Nanoha, Movie,," Action, Comedy, Drama, Magic, Super Power", 2018, Completed, 魔法少女リリカルなのは Detonation
Mahou Shoujo Lyrical Nanoha, Movie," This film, unlike 1st and 2nd, have a brand new original story using elements from other media, such as the manga Nanoha Force (for Bardiche and Raising Heart new design) and the PsP game Gears of Destiny, as the Florian sisters are introduced here. It's the first part of a two-part story."," Action, Drama, Magic, Super Power", 2017, Completed, Magical Girl Lyrical Nanoha Reflection
Mahou Shoujo Lyrical Nanoha, Movie," Takamachi Nanoha is a normal third-grader who feels a little useless and out-of-place with no purpose. Then one day, she saves a ferret, who turns out to be a mage from another planet who came to this planet to search for the jewel seeds. Nanoha agrees to help, but this task gets complicated when another girl arrives to steal them.Source"," Action, Comedy, Drama, Magic, Super Power", 2010, Completed, 魔法少女リリカルなのは The MOVIE 1st
