name,Type,Plot Summary,Genre,Released,Status,Other name
Dragon Ball (Dub), TV Series," Bulma is a girl in search of the mystical dragonballs that when brought together grant any wish. In her search she bumps into the owner of one of these balls, a strange boy named Goku. The two then set off together, Bulma in search of the dragonballs and Goku on a quest to become stronger."," Comedy, Fantasy, Martial Arts, Shounen, Super Power", 1986, Completed, ドラゴンボール
Dragon Ball GT, TV Series," After departing the World Martial Arts Tournament, Goku and Uub are nearly finished with their intense training session at the Lookout. In fact, Dende considers it a miracle that the Lookout is still in one piece! But all is not well. Emperor Pilaf has managed to summon Shenron! With the planet's future hanging by a single wish from Pilaf's mouth, Goku braces for the worst. What does Pilaf desire? And more importantly, what does he get?! See where the final chapter of Goku's incredible story begins!"," Action, Adventure, Comedy, Fantasy, Magic, Sci-Fi, Shounen, Super Power", 1996, Completed, ドラゴンボールGT
Dragon Ball GT (Dub), TV Series," Bulma is a girl in search of the mystical dragonballs that when brought together grant any wish. In her search she bumps into the owner of one of these balls, a strange boy named Goku. The two then set off together, Bulma in search of the dragonballs and Goku on a quest to become stronger."," Comedy, Fantasy, Martial Arts, Shounen, Super Power", 1996, Completed, ドラゴンボールGT
Dragon Ball GT, Special," Years after the end of the Dragonball GT, the story continues in this special with Son Goku's now eldery granddaughter Pan, and a new generation of super saiyajins, the great-great-grandsons of Goku and Vegeta100 years after the end of DBGT, all the heroes of Earth have died...except for Pan, the granddaughter of Son Goku. Pan has a grandchild named Goku Jr. However, he does not have the bravery of his great-great-grandfather. Pan suffurs a heart attack, and Goku Jr. believes that he might be able to save her with the power of the 4 star Dragon Ball. Along with the school bully, he tries to find the ball...and unleashes his hidden bravery and power."," Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power", 1997, Completed, Dragon Ball GT
Dragon Ball GT, Special," Years after the end of the Dragonball GT, the story continues in this special with Son Goku's now eldery granddaughter Pan, and a new generation of super saiyajins, the great-great-grandsons of Goku and Vegeta100 years after the end of DBGT, all the heroes of Earth have died...except for Pan, the granddaughter of Son Goku. Pan has a grandchild named Goku Jr. However, he does not have the bravery of his great-great-grandfather. Pan suffurs a heart attack, and Goku Jr. believes that he might be able to save her with the power of the 4 star Dragon Ball. Along with the school bully, he tries to find the ball...and unleashes his hidden bravery and power."," Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power", 1997, Completed, Dragon Ball GT
Dragon Ball Heroes, ONA," In May 2018, a promotional anime for Dragon Ball Heroes was announced. It will adapt from the Universe Survival and Prison Planet arcs.Dragon Ball Heroes is a Japanese trading arcade card game based on the Dragon Ball franchise."," Action, Comedy, Fantasy, Martial Arts, Shounen, Super Power", 2018, Completed, ドラゴンボールヒーローズ
Dragon Ball Kai, TV Series," The DBZ TV series is receiving an extensive ""refresh"" for Japanese television airing on the 20th anniversary of DBZ. While based on the original animation production, it is being updated with new technology, including cropping the frames for formatting on an HD 16"," Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power", 2009, Completed, Dragon Ball Kai
Dragon Ball Kai (2014), Spring 2014 Anime, Remastered version of the Majin Buu saga that adheres more to the manga's story.," Action, Adventure, Comedy, Martial Arts, Shounen, Super Power", 2014, Completed, Dragon Ball Z Kai
Dragon Ball Kai (Dub), TV Series," A remastered version of Dragon Ball Z that adheres more to the manga's story. This version includes newly recorded dialog by the original voice actors, new sound effects, new OP/ED sequences, and a brand new HD video transfer."," Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power", 2009, Completed, Dragon Ball Kai
Dragon Ball Kai 2014 (Dub), Spring 2014 Anime, Remastered version of the Majin Buu saga that adheres more to the manga's story.," Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power", 2014, Completed, Dragon Ball Z Kai
Dragon Ball Movie 1 – Curse of the Blood Rubies, Movie," A retelling of Dragon Ball's origins, this is a different version of the meeting of Goku, Bulma, Oolong, and Yamucha. They are all looking for the dragon balls for different reasons when they cross paths with an evil king named Gourmeth, who is also looking for the dragon balls."," Action, Adventure, Comedy, Fantasy, Shounen, Super Power", 1986, Completed, Dragon Ball Movie 1
Dragon Ball Movie 1, Movie," A retelling of Dragon Ball's origins, this is a different version of the meeting of Goku, Bulma, Oolong, and Yamucha. They are all looking for the dragon balls for different reasons when they cross paths with an evil king named Gourmeth, who is also looking for the dragon balls."," Action, Adventure, Comedy, Fantasy, Shounen, Super Power", 1986, Completed, Dragon Ball Movie 1
Dragon Ball Movie 2 – Sleeping Princess In Devil`s Castle, Movie, Goku and Kuririn are given an assignment by Kame-Sen'nin," Action, Adventure, Comedy, Sci-Fi, Shounen, Super Power", 1987, Completed, Dragon Ball Movie 2
Dragon Ball Movie 2, Movie, Goku and Kuririn are given an assignment by Kame-Sen'nin," Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen, Super Power", 1987, Completed, Dragon Ball Movie 2
Dragon Ball Movie 3 – Mystical Adventure, Movie," When an adventure thirsty girl named Bulma runs across - and nearly runs over - a bizarre young boy named Goku, they find themselves thrust into an adventure that will last a lifetime!Together they set out to recover the mystical Dragon Balls, artifacts of incredible power! Legend says that whomever collects all seven Dragon Balls can call forth the awesome Eternal Dragon, a powerful creature that will grant whatever wish their heart desires!"," Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen, Super Power", 1988, Completed, Dragon Ball Movie 3
Dragon Ball Movie 3, Movie," Emperor Chiaotzu's wife has gone missing, and he is told by Master Shen that if he collects the seven dragon balls he can call upon the eternal dragon and wish for her return. Meanwhile, Goku and Krillin attend the World Martial Arts Tournament, which is hosted by the Emperor; Bora and his son Upa attempt to hide the dragon ball they found from the emperor's forces, which are under the control of the evil Shen and General Tao; and Bulma conducts her own search for the dragon balls with the help of Yamcha, Puar, and Oolong."," Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen, Super Power", 1988, Completed, Dragon Ball Movie 3
Dragon Ball Movie 4 – The Path to Power, Movie," This is the famous 10th Anniversary movie that was released in 1996. Done in GT-style animation, the movie re-told Goku's meeting with his original friends (Bulma, Oolong, Yamcha, Kame-Sen'nin, etc.) and his battle against the Red Ribbon Army. This movie was the last DragonBall theatrical animated feature ever produced."," Action, Adventure, Comedy, Demons, Martial Arts, Shounen, Super Power", 1996, Completed, Dragon Ball Movie 4
Dragon Ball Movie 4, Movie," A retelling of Dragon Ball's origin with a different take on the meeting of Goku, Bulma, and Kame-Sen'nin. It also retells the Red Ribbon Army story; but this time they find Goku rather than Goku finding them."," Action, Adventure, Comedy, Fantasy, Sci-Fi, Shounen, Super Power", 1996, Completed, Dragon Ball Movie 4
Dragon Ball Specials, Special," Specials included with the original series.Goku no Koutsuuanzen (Goku's Traffic Safety)Goku is heading to West City to attend Bulma's birthday party, and on the way he ends up learning the rules for getting through traffic. The movie was for children to watch so it would teach them how to get across a pedestrian crossing.Goku no Shouboutai (Goku's Fire Brigade)An episode for kids where Goku and the others work for the Fire brigade and explain how avoid problems with fire."," Comedy, Fantasy, Shounen, Super Power", 1988, Completed," ドラゴンボール,  Dragon Ball"
Dragon Ball Super, Summer 2015 Anime," Reuniting the franchise's iconic characters, Dragon Ball Super will follow the aftermath of Goku's fierce battle with Majin Buu as he attempts to maintain earth's fragile peace."," Action, Adventure, Comedy, Martial Arts, Shounen, Super Power", 2015, Completed, ドラゴンボール超（スーパー）
Dragon Ball Super (Dub), Summer 2015 Anime," Reuniting the franchise's iconic characters, Dragon Ball Super will follow the aftermath of Goku's fierce battle with Majin Buu as he attempts to maintain earth's fragile peace."," Action, Comedy, Martial Arts, Shounen, Super Power", 2015, Completed, ドラゴンボール超（スーパー）
Dragon Ball Super Movie, Movie," The theme for this remarkable new film will be ""Saiyan"", the strongest race in the universe. Since ""Battle of the Gods"", Gokuu has undergone new forms from Super Saiyan God to Super Saiyan Blue to other evolved forms that have gone up against many invincible warriors from multiple universes. This new story will focus on the origin of the Saiyans' strength and what it means to be Saiyan."," Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power", 2018, Completed, Dragon Ball Super
Dragon Ball Super Movie, Movie," The theme for this remarkable new film will be ""Saiyan"", the strongest race in the universe. Since ""Battle of the Gods"", Gokuu has undergone new forms from Super Saiyan God to Super Saiyan Blue to other evolved forms that have gone up against many invincible warriors from multiple universes. This new story will focus on the origin of the Saiyans' strength and what it means to be Saiyan."," Action, Adventure, Comedy, Fantasy, Martial Arts, Shounen, Super Power", 2018, Completed, Dragon Ball Super
Dragon Ball Super, Movie," The Red Ribbon Army was once destroyed by Son Goku. Individuals, who carry on its spirit, have created the ultimate Androids, Gamma 1 and Gamma 2. These two Androids call themselves ""Super Heroes"". They start attacking Piccolo and Gohan…What is the New Red Ribbon Army's objective? In the face of approaching danger, it is time to awaken, Super Hero!"," Action, Adventure, Fantasy, Martial Arts, Shounen, Super Power", 2022, Completed, ドラゴンボール超 スーパーヒーロー
Dragon Ball Super, Movie," Years after his father is defeated by an adolescent Gokuu Son, Magenta seeks revenge against Gokuu's family and allies. In his quest to resurrect the defunct Red Ribbon Army, Magenta drafts the services of Dr. Hedo, grandson of the evil legendary scientist Dr. Gero. Hedo embarks to invent a new line of superheroic androids to eliminate Gokuu after Magenta manipulates him into believing that Earth's most powerful heroes are actually alien villains.While Gokuu and Vegeta train offworld, the alien Piccolo mentors Pan, Gokuu's toddler granddaughter, in the same way he once trained Gohan Son, her father. Gohan himself has forsaken his warrior lineage in order to pursue an academic career. Both Piccolo and Gohan must leap into action when their quiet lives are interrupted by the arrival of Gamma 1-gou and Gamma 2-gou—Hedo's new android creations.While the Gamma androids believe they are fighting for justice, a more sinister project incubates beneath the Red Ribbon headquarters. Gohan and Piccolo take drastic actions to protect Pan and defend the planet against a new robotic menace."," Action, Adventure, Fantasy, Martial Arts, Super Power", 2022, Completed, ドラゴンボール超スーパーヒーロー
Dragon Ball Z, TV Series, Goku is now an adult and will meet his destiny.First arc," Action, Adventure, Comedy, Martial Arts, Shounen, Super Power", 1989, Completed, ドラゴンボールZ
Dragon Ball Z (Dub), TV Series," Goku is back with his new son, Gohan, but just when things are getting settled down, the adventures continue. Whether he is facing enemies such as Frieza, Cell, or Buu, Goku is proven to be an elite of his own and discovers his race, Saiyan and is able to reach Super Saiyan 3 form. He meets many new people, gaining allies and well as enemies, as he still finds time to raise a family and be the happy-go-lucky Saiyan he is."," Action, Adventure, Comedy, Martial Arts, Supernatural", 1989, Completed, ドラゴンボールZ
Dragon Ball Z Movie 01, Movie," Kami-sama's old nemesis's son has come to exact revenge on Kami-sama for winning the title of Earth's Guardian. After kidnapping Son Gohan and using the dragon balls to gain immortality, he has a final showdown with Goku."," Adventure, Comedy, Sci-Fi, Shounen", 1989, Completed, Dragon Ball Z Movie 01
Dragon Ball Z Movie 02, Movie, The evil Dr. Wheelo has resurrected his brain into a robot and now desires to inhabit the body of the world's strongest warrior. This means he must face Son Goku and company in a fight for Goku's life.," Adventure, Comedy, Sci-Fi, Shounen", 1990, Completed, Dragon Ball Z Movie 02
Dragon Ball Z Movie 03, Movie,," Adventure, Comedy, Sci-Fi, Shounen", 1990, Completed, Dragon Ball Z Movie 03
Dragon Ball Z Movie 04, Movie, A Super Namekian named Slug comes to invade Earth. But the Z Warriors do their best to stop Slug and his gang.," Adventure, Comedy, Sci-Fi, Shounen", 1991, Completed, Dragon Ball Z Movie 04
