name,Type,Plot Summary,Genre,Released,Status,Other name
Chao You Bing, ONA, A collection of animation that highlights the Sickness (increasing stupidity) that is plaguing this generation," Comedy, Fantasy, Parody", 2014, Completed, Chao You Bing
Chao Zhi Neng Zu Qiu (Dub), TV Series," As we enter the 21st century, the relationship between sports and technology is getting closer and closer. Sports products are enhanced by technological advances. The designs of footballs and football shoes require detailed information and computer tests in order to produce products that will allow us to reach the full potential and beyond. If we were only reliant on human testing, the standards would definitely fluctuate greatly. Thus, Professor GGO was brought in as consultant in the research, and as a result GGO robotic footballers were created."," Comedy, Sports", 2010, Completed," GGO Football, AI Football GGO, 超智能足球"
Chaos Dragon, Summer 2015 Anime," In the year 3015, the great nations Donatia and Kouran divide the world in a cold war as they fight for supremacy. Amidst this standoff is the island country Nil Kamui, which has lost its independence. Red Dragon, the guardian god of Nil Kamui, goes out of control. Will the island country manage to regain its independence?"," Action, Fantasy, Supernatural", 2015, Completed," Chaos Dragon, Red Dragon War, ケイオスドラゴン 赤竜戦役"
Chaos Dragon, Summer 2015 Anime," In 3015, the year of Huanli, two countries, Donatia and Kouran, are embroiled in a war of supremacy that is tearing the world around them apart. The small island Nil Kamui has suffered exceptionally from the war, with lands conquered in the name of each kingdom and stolen away from the people. To make matters worse, their deity, the Red Dragon, has gone mad, rampaging about Nil Kamui burning villages and killing people indiscriminately.Ibuki, a descendant of Nil Kamui's royal family, resides at an orphanage and refuses to take on the role of king. Abhorring conflict, Ibuki desires a peaceful resolution, however the chaotic world will not allow for such pacifism when it is being torn asunder by war. Despite his reluctance, Ibuki is drawn deep into this conflict. Can he rise to the occasion and save his country?"," Action, Fantasy, Supernatural", 2015, Completed," Chaos Dragon, Red Dragon War, ケイオスドラゴン 赤竜戦役"
Chaos Golden Crow, ONA," The Golden Crow appears in this world, burns all the wastelands, shocks all ages, and controls everything! Prince Jinwu, reincarnated, caused countless shocks in the heavens and worlds, the king was reborn, and started all over again!"," Action, Fantasy, Historical, Martial Arts", 2022, Ongoing," Golden Crow from Chaos,Chaos Golden Crow,混沌金乌,混沌金乌动态漫画,Phoenix of Chaos"
Chaos Head, TV Series," Takumi is a high school student. He is withdrawn and is not interested in 3D things. In his town, a mysterious serial murder case happens and people get panicked. One day, when he chats on the internet, a man suddenly contacts him and gives him an URL. He goes to the website and finds a blog image that suggests a next murder case…. On the next da… more Takumi is a high school student. He is withdrawn and is not interested in 3D things.In his town, a mysterious serial murder case happens and people get panicked. One day, when he chats on the internet, a man suddenly contacts him and gives him an URL. He goes to the website and finds a blog image that suggests a next murder case…. On the next day, it really happens"," Harem, Mystery, Psychological, Sci-Fi, Supernatural", 2008, Completed," カオスヘッド, ChäoS;HEAd"
ChäoS;Child, Winter 2017 Anime," ChäoS;Child takes place in October 2015, six years after the events of ChäoS;HEAd. Abnormal events begin to occur in Shibuya district, including mysterious deaths."," Harem, Mystery, Psychological, Sci-Fi, Supernatural", 2017, Completed," Chaos;Child, CHAOS;CHILD"
Chaos;Child (Dub), Winter 2017 Anime," ChäoS;Child takes place in October 2015, six years after the events of ChäoS;HEAd. Abnormal events begin to occur in Shibuya district, including mysterious deaths."," Harem, Mystery, Psychological, Sci-Fi, Supernatural", 2017, Completed, Chaos Child
ChaoS;Child, Movie, ChäoS;Child the movie," Mystery, Psychological, Sci-Fi, Supernatural", 2017, Completed, CHAOS;CHILD SILENT SKY
Chaos;Head (Dub), TV Series," Shibuya, Japan, 2008. Takumi Nishijou, a high school student at the Private Suimei Academy, one day hears about the 'New Gen' murders that have been occurring around the city. Although dismissing the subject because it doesn't involve him, Takumi begins to experience strange mishaps around him, from a horrific picture he received while on his PC, to a mysterious Pink-Haired girl standing at a murder scene.From there on Takumi struggles to cope with the events unfolding around him, and is soon unaware of what is real or a delusion. As his fate opens up before him, the perpetrator behind the 'New Gen' events attempts to find him, leading him into a world where nothing is as it seems."," Harem, Horror, Mystery, Psychological, Sci-Fi, Supernatural", 2008, Completed, カオスヘッド
