name,Type,Plot Summary,Genre,Released,Status,Other name
Devilman Lady (Dub), TV Series," Fudo Jun is a beautiful supermodel who is idolized by many. She also has a dark secret that not even she knows about at first, for within her veins run the genes that hold the next step in the evolution of mankind. The same blood as the beastlike superhumans that terrorize the city. Unlike the rest of them, though, Jun has managed to hold a tenuous grip onto her humanity, and she is recruited by the mysterious Asuka Ran, member of a secret organization within the government, aimed at controlling, if not eliminating, these berserk destroyers of mankind. Jun, as Devilman Lady, must now exterminate her own kind, but how much longer can she keep her sanity in a situation she never chose in the first place?"," Action, Fantasy, Horror, Seinen, Super Power", 1997, Completed, デビルマンレディー; The Devil Lady
Devilman the Birth of Devilman, Movie," Akira is just another normal kid in modern-day Tokyo, until an old friend of his, Ryo, shows up and turns his world upside down. Akira learns that there is an upcoming war of demons on humanity and he has just been enlisted for a major tour of duty. But the only way to fight a demon is with their power, so Akira and Ryo risk a dangerous ceremony in an attempt to create humanity's only hope — the powerful Devilman."," Horror, Sci-Fi, Supernatural", 1987, Completed, Devilman
Devilman The Demon Bird, Movie," Demons exist and their power is beyond what humans can fathom. In fact they are so strong that humans do not stand a chance against them in a fight. The only thing strong enough to defeat a demon is another demon and it is through this logic that Asuka Ryou hatches the plan to have his good-hearted friend Fudou Akira possessed by a demon. If a person has a pure heart, then he might be able to control the demon that possesses him and thereby acquire power equal to that of a demon. After raising some hell in a club the plan works and Akira is possessed by the powerful demon known as Amon. Now Akira is humanity's sole champion of justice against the hidden demon menace that has plagued mankind since the dawn of time."," Horror, Sci-Fi, Supernatural", 1990, Completed, Devilman
Devilman, ONA," Akira Fudo is informed by his best friend Ryou Asuka that the demons will revive and reclaim the world from the humans. As the humans do not stand a chance against the supernatural power of the demons, Ryou suggests fusing with a demon. Akira becomes Devilman, with the power of a demon and the heart of a human."," Action, Demons, Horror, Supernatural", 2018, Completed, DEVILMAN crybaby
Devilman, ONA," Devils cannot take form without a living host. However, if the will of an individual is strong enough, they can overcome the demon and make its power their own, becoming a Devilman.Weak and unassuming, Akira Fudou has always had a bleeding heart. So when his childhood friend Ryou Asuka asks for his help in uncovering devils, Akira accepts without hesitation. However, to Akira's surprise, the place they go to is Sabbath"," Action, Dementia, Demons, Horror, Supernatural", 2018, Completed,
Devilman, OVA," Akira Fudou leads the life of a typical high school student. After a chance encounter with school bullies, he is rescued by his childhood friend Ryou Asuka. Ryou and Akira catch up over the course of an afternoon that ends with them crashing a party at a nightclub. Initially uncomfortable with the environment, Akira is shocked when violence provokes some of the club's partygoers to transform into demonic monsters. He and Ryou are only saved from the encounter thanks to the intervention of a great demon known as Amon. Amon possesses Akira, and the two together form the powerful Devilman⁠—a being that, due to the influence of Akira's strong empathy for his fellow man, is resolved to keep the human race safe from the threats of demonkind."," Demons, Horror, Sci-Fi, Supernatural", 1987, Completed, Devilman
Devils Line, Spring 2018 Anime," Anzai, half vampire, and Tsukasa, a normal school girl.Vampires seem to be living among humans. Of course the government does not know of their existence, because their appearance does not differ from humans. They also do not need to drink blood, but when they get a craving or get angry, they can become uncontrollable monsters."," Action, Drama, Romance, Seinen, Supernatural, Vampire", 2018, Completed, デビルズライン
Devils Line (Dub), Spring 2018 Anime," Anzai, half vampire, and Tsukasa, a normal school girl.Vampires seem to be living among humans. Of course the government does not know of their existence, because their appearance does not differ from humans. They also do not need to drink blood, but when they get a craving or get angry, they can become uncontrollable monsters."," Action, Drama, Romance, Seinen, Supernatural, Vampire", 2018, Completed, デビルズライン
Devils Line, OVA, Bundled with the limited edition of the manga' 12th compiled volume.," Adventure, Drama, Romance, Seinen, Supernatural, Vampire", 2018, Completed," Devils Line OVA, デビルズライン エニタイム エニウェア"
Devour Eternity, ONA," Lin Chen was betrayed and his martial arts were crippled however, he had unexpectedly made a fateful encounter with the sacred engulfing star map, which led to the awakening of the Holy Vein constitution, and reaching the pinnacle of cultivation!"," Action, Fantasy", 2019, Completed," Devour Eternity, Tunshi Yongheng, 吞噬永恒, Devouring Eternity"
