name,Type,Plot Summary,Genre,Released,Status,Other name
.Hack//G.U. Returner, Movie," hack//G.U. Returner is a single-episode OVA offered to fans who completed all three GU Games, featuring characters from the .hack//G.U. Games and .hack//Roots."," Adventure, Drama, Game, Harem, Martial Arts, Seinen", 2007, Completed, .HACK//G.U. RETURNER
.hack//G.U. Trilogy, Movie," Based on the CyberConnect2 HIT GAME, now will be released in a CG Movie!The Movie will be placed in the storyline of each .hack//G.U. games trilogy. The story follows Haseo, a player in the online MMORPG called The World"," Action, Game, Harem, Seinen", 2008, Completed, .hack//G.U. Trilogy
.hack//Gift, OVA," As an expression of gratitude for the heroes of both the "".hack//Sign"" and the "".hack"" game series, Helba has prepared a special event for all the characters to find the newly established ""Twilight Hot Springs."" The characters can get their well deserved rest and relaxation by having a soak in the wonderful hot springs, but there is only one problem—the hot springs are hidden and there have been mysterious player murders. With the only clue being the word “GIFT,"" the race has begun to find the culprit and the location of the hot springs."," Comedy, Fantasy, Game", 2003, Completed, .hack//Gift
.hack//Legend of the Twilight, TV Series, .hack//Legend of the Twilight," Adventure, Comedy, Fantasy, Sci-Fi, Shounen", 2003, Completed," .hack//Tasogare no Udewa Densetsu, .hack//Udeden, .hack//Legend of the Twilight Bracelet, .hack//DUSK, .hack//黄昏の腕輪伝説"
.hack//Liminality, TV Series," The story follows three girls, Mai Minase, Yuki Aihara, and Kyoko Tohno, and a former CC Corp. director of the Japanese version of The World, Junichiro Tokuoka. They investigate as to why several people have fallen into a coma while playing the game. The amine starts with the collapse of Mai and her boyfriend, (Tomonari Kasumi). It is soon revealed that she heard a certain sound (which is also present at important points in .hack//Sign) shortly before collapsing. She later wakes up to the same sound, the sound that tunes. “A In C Minor”.Through the knowledge of all the the characters, the constantly search for the answer to why there have been so many victims due to “The World”. Will they be able to battle something that doesn’t even exist in the real world?Genre"," Mystery, Sci-Fi", 2002, Completed, Hack OVA
.hack//Liminality (Dub), OVA," While playing the newly released MMORPG ""The World,"" Minase Mai and Tomonari Kasumi collapsed in the real world and were sent to the hospital after hearing a mysterious sound. Only Mai had recovered while her friend Kasumi had slipped into a mysterious coma. Mai is later approached by the creator of ""The World,"" Tokuoka Junichiro, who unveils to her that, just like her friend, six other players across the country had also collapsed while playing ""The World"" and are now in mysterious comas. What exactly is ""The World,"" what is this mysterious sound Mai keeps on hearing, and why are people slipping into comas from this game? Minase, Junichiro and their acquaintances set off to get to the bottom of this problem before any further harm happens."," Game, Mystery, Sci-Fi", 2002, Completed,
.hack//Quantum , TV Series, Plot Summary," Action, Adventure, Fantasy, Sci-Fi", 2011, Completed, .hack//Quantum
.hack//Roots, TV Series," hack//Roots is the prequel to the .hack// videogames. It follows the story of Haseo a member of the Twilight Brigade guild. In the year 2015 the C.C. Corp’s building was burned down, and with it most of the data for “The World” was lost. By mixing the remaining data with that of another game, the C.C. Corp was able to create the game, “The World"," Adventure, Drama, Fantasy, Game, Sci-Fi", 2006, Completed, .hack//Roots
.hack//Roots (Dub), TV Series," After the destruction of ""The World"" in 2015, CC Corporation rebuilt the game using data from what was previously to be another game. ""The World R"," Adventure, Drama, Fantasy, Game, Sci-Fi", 2006, Completed, .hack//Roots
.Hack//Sign, TV Series," Taking place 2 years after the “Pluto’s Kiss” crisis. “The World” once again returns. This time being the only PC game in existence. Tsubasa a boy who started playing only a few weeks before, finds himself taken to a mysterious zone, where he meets Aura, Morganna, and a mysterious player that has the appearance of a cat. Soon after realizing that he can’t logout, he is forced to stay in “The World”, but unlike other characters he can still feel pain, he still has his emotions.He slowly separates himself from those who try to help him, the only ones that can help him. His friends Bear and Black Rose, constantly try to comfort him in his struggle, but he always pushes them away. He only wants to search for the answer to why he can’t logout, and to the real question of who he really is.Genre"," Adventure, Fantasy, Magic, Mystery, Sci-Fi", 2002, Completed, .hack//SIGN
.hack//Sign (Dub), TV Series," A young wavemaster, only known by the alias of Tsukasa, wakes up in an MMORPG called The World, with slight amnesia. He does not know what he has previously done before he woke up. In The World, he is suspected to be a hacker of the Crimson Knights, as he was seen accompanying a tweaked character in the form of a cat. Unable to log out from the game, he wanders around looking for answers, avoiding the knights and other players he meets along the way.As Tsukasa explores The World, he stumbles upon a magical item that takes the form of a 'guardian', which promises him protection from all harm. Subaru, the leader of the Crimson Knights, along with several other players who became acquainted with Tsukasa, set out to investigate why Tsukasa is unable to log out, and attempt to get to the bottom of the problem before it gets out of hand."," Adventure, Fantasy, Magic, Mystery, Sci-Fi", 2006, Completed, .hack//SIGN
.hack//Tasogare no Udewa Densetsu (Dub), TV Series," Winning the legendary characters ""Kite"" and ""Black Rose"" from an event held by the creators of the MMORPG ""The World,"" Shugo and his twin sister Rena steps into ""The World."" Together they completed events and quests, along with their new friends Ouka, Mirelle, Hotaru, and Sanjuro. Soon after, mysterious monsters appeared, and death by these monsters caused players to slip into a coma in the real world. Only Shugo and Rena can solve this problem, but why are they being targeted, and what secrets is the game hiding?"," Adventure, Comedy, Fantasy, Game, Sci-Fi, Shounen", 2003, Completed," .hack//Legend Of The Twilight, .hack//黄昏の腕輪伝説"
.hack//The Movie, Movie, .hack//The Movie," Action, Adventure, Fantasy, Game, Mystery, Sci-Fi", 2012, Completed," .hack//Beyond the World, .hack//The Movie セカイの向こうに"
"""Bungaku Shoujo"" Kyou no Oyatsu", OVA," Short episode bundled with the limited edition release of ""Bungaku Shoujo"" Minarai no, Shoushin."," Comedy, Fantasy, School", 2009, Completed," Bungaku Shoujo OVA, Book Girl OVA, Literature Girl OVA, Bungaku Shoujo"
"""Eiyuu"" Kaitai", OVA," Uro Yamada works as part of the ""Hero Retirement and Return to Everyday Life Assistance Agency,"" which takes heroes from another world back to Earth and helps them reintegrate into everyday life."," Comedy, Drama", 2017, Completed," ""Heroes"" Dismissed, 「英雄」解体"
"""Oshi no Ko""", Spring 2023 Anime," Sixteen-year-old Ai Hoshino is a talented and beautiful idol who is adored by her fans. She is the personification of a pure, young maiden. But all that glitters is not gold.Gorou Amemiya is a countryside gynecologist and a big fan of Ai. So when the pregnant idol shows up at his hospital, he is beyond bewildered. Gorou promises her a safe delivery. Little does he know, an encounter with a mysterious figure would result in his untimely death—or so he thought.Opening his eyes in the lap of his beloved idol, Gorou finds that he has been reborn as Aquamarine Hoshino—Ai's newborn son! With his world turned upside down, Gorou soon learns that the world of showbiz is paved with thorns, where talent does not always beget success. Will he manage to protect Ai's smile that he loves so much with the help of an eccentric and unexpected ally?"," Drama, Supernatural", 2023, Ongoing, My Star; 【推しの子】
009 Re, Movie," Nine regular humans from different parts of the world are abducted and transformed into cyborgs with astounding powers for the purpose of being used as weapons. The nine cyborgs rebel and start to fight against their creators in the name of justice and world peace.Decades later, the nine cyborgs seem to be untouched by time, but they live in a world where ""justice"" has as many nuances as the number of people living on the planet. What is their place in the world now?"," Action, Adventure, Mecha, Sci-Fi", 2012, Completed,  009 RE
009 Re, Movie," Nine regular humans from different parts of the world are abducted and transformed into cyborgs with astounding powers for the purpose of being used as weapons. The nine cyborgs rebel and start to fight against their creators in the name of justice and world peace. Decades later, the nine cyborgs seem to be untouched by time, but they live in a world where ""justice"" has as many nuances as the number of people living on the planet. What is their place in the world now?""In the beginning was the Voice, and the word was Him; and all obeyed His word in great awe. But those who dwelt upon the land, through vanity, cunning and greed, attempted to build a multitude of towers whose tops reached unto heaven, and accumulated great wealth on earth. Scattering across the land and laying it to waste, man turned a deaf ear to His Voice. So He gave unto man an opportunity to atone for his misdeeds; and flame and smoke and the roar of a lion descended upon earth; and shattered the many towers to dust...."""," Action, Adventure, Mecha, Sci-Fi", 2012, Completed,  009 RE
009-1, TV Series," In an alternate world, the Cold War has continued to persist for 140 years. As a result, the world was divided into two factions"," Action, Mecha, Sci-Fi", 2006, Completed," Zero Zero Nine One, ゼロゼロナインワン"
009-1 (Dub), TV Series," Mylene Hoffman, a beautiful cyborg spy with the codename ""009-1"" lives in an alternative world where the cold war never ended, continuously on-going for 140 years. The world is split into two factions, the West and the East block. A masquerade of peace between the two is slowly dissipated as the conflict occurs. Through politics, the two factions battle over supremacy over technology to threats of a nuclear attack. Mylene Hoffman, teaming up with three other agent, gets surrounded by deception, chaos and rivalry as she carries out missions assigned by her superiors."," Action, Mecha, Sci-Fi", 2006, Completed," Zero Zero Nine One, ゼロゼロナインワン"
07-GHOST, TV Series," Out of 500 students in the military academy, only 20 will pass the difficult graduation exam to become begleiters (Assistant Executive Officers). Teito Klein, the chairman’s favorite, is one of them. He is disliked by the other students because of his relations with the chairman and his mysterious past. After Teito and his best from, Mikage, finish the first phase, Teito begins to have strange dreams again about a man. Later on he eavesdrops on people talking about him. During this conversation, Teito recognizes the man in his dreams and another man that killed him. When he is caught he is sent to prison, but escapes with the help of his best friend. Teito left Mikage and was found falling from the sky and unconscious by a group of guys.Genre"," Action, Demons, Fantasy, Military, Shoujo", 2009, Completed," 07 Ghost, Seven Ghost, 7 Ghosts, The Seven Ghosts, セブンゴースト"
1-gatsu ni wa Christmas, OVA," Nobumasa is a boy who works part-time in a shoe store, where he meets Mizuki, a girl whose abusive family life has left her unable to trust other people. Meanwhile, Nobumasa is unaware that another girl, Seiko, has a crush on him but is unable to express her feelings."," Drama, Romance", 1991, Completed," Christmas in January, 1月にはChristmas"
