name,Type,Plot Summary,Genre,Released,Status,Other name
Days (TV), Summer 2016 Anime," The series is about two boys named Tsukushi and Jin. Tsukushi is a boy with no special talent or traits while Jin is considered a soccer genius. On one stormy night, Jin meets Tsukushi, and they get dragged into the world of soccer."," School, Shounen, Sports", 2016, Completed, デイズ
Days (TV), OVA, Sequel to DAYS.It will depict the All-Japan High School Soccer Tournament's Tokyo Preliminary Round with Touin Academy.," School, Shounen, Sports", 2018, Completed, DAYS東院学園戦！
Days, OVA, Sequel to DAYS.It will depict the All-Japan High School Soccer Tournament's Tokyo Preliminary Round with Touin Academy.," School, Shounen, Sports", 2018, Completed, DAYS東院学園戦！
Dazzle, TV Series," When the extremely energetic Rahzel is suddenly kicked out of her home to go out and see the world, she quickly attaches herself to Alzeid, a grumpy but attractive wanderer who is seeking vengeance for his father. As they travel together– reluctantly on Alzeid’s part –Rahzel quickly realizes that there’s more to him than meets the eye."," Adventure, Comedy, Drama, Fantasy, Romance", 2008, Completed," Hatenkou Yugi, 破天荒遊戯"
DD Hokuto no Ken, TV Series," Super-deformed version of Buronson, Hara Tetsuo’s post-apocalyptic fighting manga. Note", Parody, 2011, Completed," DD Fist of the North Star, DD北斗之拳"
DD Hokuto no Ken 2, TV Series, The wraparound band on the sixth volume of Kajio's DD Hokuto no Ken (DD Fist of the North Star) manga spinoff of Buronson and Tetsuo Hara's Fist of the North Star manga is revealed the manga is getting a new television anime adaptation in October.," Comedy, Parody", 2015, Completed, DD Fist of the North Star 2
DD Hokuto no Ken 2013, TV Series," Super-deformed version of Buronson, Hara Tetsuo’s post-apocalyptic fighting manga. Note", Parody, 2013, Completed," DD Fist of the North Star, DD北斗之拳"
Dead Dead Demon's Dededededestruction, TV Series," When you look up at the sky, what do you see? A blue sky? Freedom? A hopeful future? The people of Tokyo see none of these. Instead, an ominous alien mothership looms overhead, engulfing the city skyscape.Three years ago, they came. The arrival of the ""Invaders"" sparked the greatest war humanity had ever faced—one that threatened to end the world. The Japanese government scrambled to fight the Invaders. Weapons were mass-produced, sparking controversy and pacifist movements.That day, everything changed. And yet, nothing has changed. Kadode Koyama and Ouran Nakagawa live their final days like they always have"," Comedy, Drama, Sci-Fi, Slice of Life", 0, Upcoming, Honobono Fuufu; デッドデッドデーモンズデデデデデストラクション
Dead Leaves, Movie," Pandy and Retro, two unlikely renegades, awaken naked on Earth with no recollection of their past. After embarking on a devastating crime spree for food, clothing and transportation in downtown Tokyo, they are captured by the authorities and sent to the infamous lunar prison called Dead Leaves.After a brief incarceration, they discover that the prison is really a top-secret cloning facility, occupied by villainous prison guards and deformed genetic experiments. High-speed frantic action combined with hyper-violent and semi-humorous chase scenes follow as the two decide to break out of the prison with the aid of their fellow mutant inmates."," Adventure, Comedy, Psychological, Sci-Fi, Shounen", 2004, Completed, デッド　リーブス
Dead Leaves (Dub), Movie," Pandy and Retro awaken naked on Earth with no recollection of their past. They embark on a devastating crime spree in search of food, clothing and transportation, but are captured by authorities and sent to the infamous lunar penitentiary named Dead Leaves. While incarcerated, they quickly discover that Dead Leaves is also a top-secret cloning facility, occupied by villainous guards and deformed genetic experiments. Ultra-manic chaos and hyper-violent bedlam ensue as they organize a prison break with the aid of their fellow mutant inmates."," Adventure, Comedy, Psychological, Sci-Fi", 2004, Completed, デッド　リーブス
Dead Mount Death Play, Spring 2023 Anime," It's a showdown for the ages as the legendary hero takes on the corpse god necromancer, but when the dust settles, something isn't quite right... In the final moments of their epic confrontation, the corpse god's final gambit shot was wholly unexpected -- reincarnation magic! Across space and time, a boy named Polka Shinoyama awakens feeling...not quite himself...... Who could've expected that the climactic battle between good and evil would turn out like this??"," Action, Fantasy, Reincarnation, Seinen, Supernatural", 2023, Ongoing, デッドマウント・デスプレイ
Dead Mount Death Play (Dub), Spring 2023 Anime," It's a showdown for the ages as the legendary hero takes on the corpse god necromancer, but when the dust settles, something isn't quite right... In the final moments of their epic confrontation, the corpse god's final gambit shot was wholly unexpected—reincarnation magic! Across space and time, a boy named Polka Shinoyama awakens feeling...not quite himself... Who could've expected that the climactic battle between good and evil would turn out like this?"," Action, Fantasy, Reincarnation, Seinen, Supernatural", 2023, Ongoing, デッドマウント・デスプレイ
Deadman Wonderland, TV Series," Ganta Igarashi has been convicted of a crime that he hasn’t committed, and sent to a new, privately owned and operated prison, where the inmates are the main attraction in a modern day twist to the gladiatorial coliseums of ancient times.Throw in a healthy dose of weird little girl, some new-found super powers, and a little conspiracy theory, and… more Ganta Igarashi has been convicted of a crime that he hasn’t committed, and sent to a new, privately owned and operated prison, where the inmates are the main attraction in a modern day twist to the gladiatorial coliseums of ancient times. Throw in a healthy dose of weird little girl, some new-found super powers, and a little conspiracy theory, and you have Deadman Wonderland.."," Action, Horror, Sci-Fi", 2011, Completed, デッドマン・ワンダーランド
Deadman Wonderland (Dub), TV Series," Ganta is the only survivor after a mysterious man in red slaughters a classroom full of teenagers. He's framed for the carnage, sentenced to die, and locked away in the most twisted prison ever built"," Action, Horror, Sci-Fi", 2011, Completed, デッドマン・ワンダーランド
Deadman Wonderland OVA, TV Series," Two years after the Red Hole incident — people were still in confusion and disarray. — from introRather than focusing on Igarashi Ganta and Shiro, this OAD reflects solely on Senji Kiyomasa — prior to his involvement with the undertaker."," Action, Horror, Sci-Fi", 2011, Completed, デッドマン・ワンダーランド
Deadman Wonderland, OVA," Two years after the catastrophic tidal wave that swept over Japan, police officer Kiyomasa Senji is trying to make the world a safer place. Using his Branch of Sin powers, he stops criminals in whatever ways he can. After rescuing a boy named Izuru Tsukiyoshi from a gang called Goreless Peace, the conflict between Kiyomasa and his adversaries heats up rapidly, to the point of being explosive.Offering a glimpse into the past of the future Deadman, the story follows Senji, helping to further develop the reasoning that drives his actions later in life."," Action, Horror, Sci-Fi, Shounen", 2011, Completed, Deadman Wonderland
Deaimon, Spring 2022 Anime," Nagomu Irino returns to his Kyoto home for the first time in ten years when his father is hospitalized. Nagomu is eager to take over Ryokushou, the family's Japanese sweet shop, but he's instead asked to be a father figure to Itsuka Yukihira, the girl everyone calls the successor."," Gourmet, Seinen, Slice of Life", 2022, Completed, であいもん
Dear Boys, TV Series," Dear Boys is a story about determination to excel in a sport inwhich you love and also have fun at the same time. The tension as underdogs in the whole prefecture with only 5 players. How this team struggle to win, setbacks, teamwork, a purpose in life. This story relates to our lives as we strive to do our best, not just in sports, school but also… more Dear Boys is a story about determination to excel in a sport inwhich you love and also have fun at the same time.The tension as underdogs in the whole prefecture with only 5 players. How this team struggle to win, setbacks, teamwork, a purpose in life. This story relates to our lives as we strive to do our best, not just in sports, school but also relationships between friends and ones we love."," Drama, Shounen, Sports", 2003, Completed," Hoop Days, ディア・ボーイズ"
Dear Boys (Dub), TV Series," Aikawa Kazuhiko was the captain of Tendoji high school prestigious basketball team. He moves into a new town to attend Mizuho high school and joins its basketball team. However, Mizuho high's basketball team is far from being prestigious, in fact, it's now defunct. Nevertheless to say, Kazuhiko's persistence, passion and basketball skills inspired other team members of the dysfunctional basketball team to gear up and start practicing again. The goal is to play in the national tournaments where all young basketball players meet their opponents to compete with them. The tale of youth of the five protagonists"," Drama, Shounen, Sports", 2003, Completed," Hoop Days, ディア・ボーイズ"
DearS, TV Series," Ikuhara Takeya is a high school student living a normal life. He is not interested in the commotion around a UFO filled with beautiful alien females that crashed on earth a year ago. The aliens, known as DearS, are deciding to take permanent residence on earth. What no one knows is that these aliens are a slave species whose sole purpose is to serv… more Ikuhara Takeya is a high school student living a normal life. He is not interested in the commotion around a UFO filled with beautiful alien females that crashed on earth a year ago. The aliens, known as DearS, are deciding to take permanent residence on earth. What no one knows is that these aliens are a slave species whose sole purpose is to serve and please their masters. One day, Takeya spots a person shivering behind some bushes. This person, Ren, is one of the DearS, and after being saved by Takeya she chooses him as her master. Takeya, who doesn’t know about the master-slave relationship of DearS, tries to learn Ren the normal lifestyle of the people on earth, though he constantly fears that Ren is an evil alien who’s trying to brainwash him. But Ren isn’t like other DearS. She is in fact malfunctioning and is being tracked down by their leader. Meanwhile, Takeya begins to learn more about DearS, and a mythical DearS relationship called “Gift” begin to develop between them."," Comedy, Ecchi, Harem, Romance, Sci-Fi", 2004, Completed, ディアーズ
