name,Type,Plot Summary,Genre,Released,Status,Other name
Kono Yo no Hate de Koi wo Utau Shoujo YU-NO (Dub), Spring 2019 Anime," Takuya Arima is a young student whose father, a historian who has conducted various researches, disappeared recently. During a summer vacation Takuya receives a peculiar package from his missing father, along with a letter containing information about the existence of various parallel worlds. At first Takuya doesn't take it seriously, but soon he realizes that he possesses a device that allows him to travel to alternate dimensions. Is his father alive, after all? If so, where is he?"," Drama, Sci-Fi", 2019, Completed, YU-NO
Konohana Kitan, Fall 2017 Anime," In a village inhabited by youkai, the lives of several fox mononoke working in a hot spring inn. The stories revolve around a new employee, Yuzu. Yuzu had always been living in the mountains, but now has to adjust to a new life working in a high class inn. She is oblivious and clumsy at first, but with her simple cuteness, she is able to get along with all the other foxes."," Fantasy, Seinen, Shoujo Ai, Slice of Life", 2017, Completed, このはな綺譚
Konohana Kitan (Dub), Fall 2017 Anime," In a village inhabited by youkai, the lives of several fox mononoke working in a hot spring inn. The stories revolve around a new employee, Yuzu. Yuzu had always been living in the mountains, but now has to adjust to a new life working in a high class inn. She is oblivious and clumsy at first, but with her simple cuteness, she is able to get along with all the other foxes."," Fantasy, Seinen, Shoujo Ai, Slice of Life", 2017, Completed, このはな綺譚
Konpeki no Kantai, OVA," Konpeki no Kantai is a Japanese alternate-history original video animation series produced by JC Staff. Based on a 1992 novel by Yoshio Aramaki, the series focuses on a technologically advanced Imperial Japanese Navy and a radically different Pacific War that was brought about by Admiral Isoroku Yamamoto's revival in the past due to unexplained circumstances. The series also features real-life 1940s figures whose first names were changed, such as Winston Churchill to Kingston Churchill and Adolf Hitler to Heinrich von Hitler."," Action, Drama, Historical, Military", 1993, Completed," Deep Blue Fleet, Kompeki no Kantai, 紺碧の艦隊"
Konpeki no Kantai, Special, A special which tells the story of the development of the japanese Sourai interceptor plane.," Historical, Military", 1997, Completed, Kompeki no Kantai Special Episode
"Konyaku Haki sareta Reijou wo Hirotta Ore ga, Ikenai Koto wo Oshiekomu", TV Series," Allen, a misanthropic wizard, lives deep within the forest. He is known as the ""Demon Lord"" and feared by those around him.One day, while living his life as a hermit, he comes across a young girl named Charlotte who has collapsed in the forest. Despite being innocent, she was accused of evil deeds, had her engagement annulled, and was forced to flee her country.When he heard that, Allen remembered the agony of being betrayed by a group he once thought was his companions. After hearing the story of the 17-year-old's exploitation, Allen decides, ""I'll let her live in my mansion, and I'll teach her all sorts of bad things..."""," Comedy, Fantasy, Romance", 2023, Upcoming, 婚約破棄された令嬢を拾った俺が、イケナイことを教え込む
Koori Zokusei Danshi to Cool na Douryou Joshi, Winter 2023 Anime," Himuro is an office worker who belongs to a race of supernatural beings with strange powers. Whenever he is deep in concentration, he subconsciously plunges his poor coworkers into a close rendition of the Arctic. Even so, contrary to his icy powers, Himuro is a warm and kind person. He likes flowers and cats, but alas, he cannot get too close to either.Himuro has a soft spot for his colleague Fuyutsuki, a calm woman who has a knack for providing simple solutions to his unconventional problems. Whenever Fuyutsuki does something for him, a snowstorm of emotions builds inside Himuro's heart, and he fails to notice the raging snowstorm he causes on the office floor.Thanks to his snowy tantrums, Himuro's feelings are apparent to everyone but Fuyutsuki. However, fueled by immense adoration and desire, Himuro is prepared to do whatever it takes to capture her heart."," Adult Cast, Comedy, Fantasy, Romance, Workplace", 2023, Completed, The Ice Guy and His Cool Female Colleague; 氷属性男子とクールな同僚女子
Koori Zokusei Danshi to Cool na Douryou Joshi (Dub), Winter 2023 Anime," Himuro is an office worker who belongs to a race of supernatural beings with strange powers. Whenever he is deep in concentration, he subconsciously plunges his poor coworkers into a close rendition of the Arctic. Even so, contrary to his icy powers, Himuro is a warm and kind person. He likes flowers and cats, but alas, he cannot get too close to either.Himuro has a soft spot for his colleague Fuyutsuki, a calm woman who has a knack for providing simple solutions to his unconventional problems. Whenever Fuyutsuki does something for him, a snowstorm of emotions builds inside Himuro's heart, and he fails to notice the raging snowstorm he causes on the office floor.Thanks to his snowy tantrums, Himuro's feelings are apparent to everyone but Fuyutsuki. However, fueled by immense adoration and desire, Himuro is prepared to do whatever it takes to capture her heart."," Adult Cast, Comedy, Fantasy, Romance", 2023, Completed, The Ice Guy and His Cool Female Colleague; 氷属性男子とクールな同僚女子
Kore wa Zombie Desu ka? OVA, OVA, OVA released with the 8th and 10th volumes of the original novel. They fall chronologically between the first and second seasons.," Action, Comedy, Ecchi, Harem, Magic, Supernatural", 2011, Completed," Is This a Zombie? OVA, これはゾンビですか? OVA"
Kore wa Zombie Desu ka? OVA (Dub), OVA, OVA released with the 8th and 10th volumes of the original novel. They fall chronologically between the first and second seasons.," Action, Comedy, Ecchi, Harem, Magic, Supernatural", 2011, Completed," Is This a Zombie? OVA, これはゾンビですか? OVA"
