name,Type,Plot Summary,Genre,Released,Status,Other name
Heavenly Sword (Dub), Movie," Heavenly Sword is a dramatic tale of revenge that sees Nariko (Anna Torv), a fiery red-haired heroine, embark on a quest for vengeance against the invading King Bohan (Alfred Molina) and his army. Once considered the failure of a legendary prophecy, Nariko must wield a sword that was ultimately meant for another. This ancient Heavenly Sword, once belonging to a powerful deity, can never be wielded by a mortal without it slowly and inevitably killing them. For Nariko, it is a race against time to avenge her clan before her life is irreparably overtaken by the omnipotent Heavenly Sword."," Action, Adventure, Fantasy", 2014, Completed,
Heavy Gear, TV Series," Heavy Gear begins on a distant, fictional planet called Terra Nova around 4,000 Earth Standard Years from now (6132 AD). Terra Nova was once the crown jewel of the United Earth Government’s colonies, however, an economic collapse forced the Terran government to abandon Terra Nova and all its other colonies centuries before the period depicted in the game setting, leaving Terra Nova in a dark age. Eventually, City-States rose from the ashes and either through treaties or tyranny, united to form national unions called Leagues.These Leagues would in turn ally (again either peacefully or forcibly) to form the superpower blocs that dominated the temperate southern and northern hemispheres of the planet.",, 0, Completed,
Heavy Gear, TV Series," The story of Marcus Rover, who competes in Heavy Gear tournaments."," Action, Mecha, Sci-Fi", 2001, Completed,
Heavy Object, Fall 2015 Anime," Quenser came to the Alaskan military base to study Objects, the new weapons that have completely revolutionized war as we know it—battles are fought by soldiers controlling Objects far away from harm; however, when he starts to get close to Object pilot Milinda, will he discover the grim truth behind Heavy Objects?"," Action, Mecha, Military, Sci-Fi", 2015, Completed, ヘヴィーオブジェクト
Heavy Object (Dub), Fall 2015 Anime," In the distant future, the nature of war has changed. ""Objects""—massive, spherical tanks impermeable to standard weaponry and armed with destructive firepower—rule the battlefield; their very deployment ensures victory, rendering traditional armies useless. However, this new method of warfare is about to be turned on its head.Qwenthur Barbotage, a student studying Object Design, and Havia Winchell, a radar analyst of noble birth, serve in the Legitimate Kingdom's 37th Mobile Maintenance Battalion, tasked with supporting the Baby Magnum, one of the nation's Objects. Unfortunately, a battle gone awry places the duo in a precarious situation"," Action, Mecha, Military, Sci-Fi", 2015, Completed, ヘヴィーオブジェクト
Hei Mao Jing Zhang, TV Series," The series follows Officer Black Cat's adventures around the forest neighbourhood, apprehending criminals, dealing justice, and solving crimes."," Action, Adventure, Cars, Comedy, Kids, Police", 1984, Completed," Black Cat Detective, 黑貓警長"
Hei Men, ONA,, Sci-Fi, 2022, Completed," Swarm, 黑门"
Heibai Wushang, ONA," A story about two young demons who are always slacking off at work, a place that happens to be an organization that vows to keep the balance between the worlds of the living and dead by killing humans!"," Action, Comedy, Supernatural", 2015, Completed," Black and White Warriors, 黑白无双"
Heibai Wushang 2nd Season, ONA," The opposite bank of Lethe River is Boundary Realm with all night along, keeping the balance of the world’s deaths by ghost messengers. Black and White Warriors are ghost messengers collecting spirits from the Human Realm. Xiaohei and Xiaobai, a pair of Black and White Warriors at the bottom, whose relationship became delicate after experiencing the incident happened inside One Hundred Ghost Great Seal. At the same time, Xiaobai’s true identity began to surface…"," Action, Comedy, Supernatural", 2017, Completed," Black and White Warriors, Black and White Warriors 2nd Season,Black and White Warriors S黑白无双eason 2,"
Heibai Wushuang 3rd Season, ONA, Third season of Heibai Wushuang.," Action, Comedy, Supernatural", 2021, Completed," Black and White Warriors 3, The Unparalleled Black & White 3, 黑白无双 第三季"
Heidi, TV Series,," Action, Adventure", 2015, Completed,
Heike Monogatari, Fall 2021 Anime," A young orphan named Biwa is taken in by the powerful Taira Clan—also known as the Heike—after their leader witnesses her extraordinary psychic abilities. Unfortunately, what she predicts is a future of bloodshed, violence, and civil war.", Historical, 2021, Completed," The Heike Story, 平家物語"
Heike Monogatari (Dub), Fall 2021 Anime," The Taira clan, also known as the Heike, holds immense authority over Japan. When a young girl, gifted with an odd eye that allows her to see the future, foolishly disrespects the clan, her father pays the price of her crime with his life. Soon after, as fate would have it, Taira no Shigemori—the eldest son of the clan leader—stumbles upon the same unfortunate girl, who now calls herself ""Biwa."" Biwa informs him that the downfall of the Heike is imminent. After learning of the great injustice Biwa suffered at the Heike's hands, Shigemori vows to take her in and care for her rather than let her be killed.In an era of rising military tension, the Heike are in the midst of a cunning struggle for power, and bloodstained war is on the horizon. Shigemori, whose eyes allow him to see spirits of the dead, is both anxious and hopeful to prevent his clan's demise. Biwa, however, is reluctant to reveal the future to him and must adapt to her new life filled with both happiness and sorrow in this pivotal chapter in Japanese history.", Historical, 2021, Completed," The Heike Story, 平家物語"
Heion Sedai no Idaten-tachi, Summer 2021 Anime," It has been 800 years since the battle gods ""Idaten"", who boast overwhelming speed and strength, contained the ""demons"" who led the world to ruin after a fierce battle. ""That battle"" is now just an old tale in a distant myth. While the ""peaceful generation of the gods,"" who have never fought since they were born, are out of peace, someone has revived the demons from a long sleep! Bring armed forces, wisdom, politics, conspiracy, whatever you can use! No-rule & no-limit three-way battle royale is about to begin!!!"," Action, Adventure, Demons, Fantasy, Seinen", 2021, Completed, 平穏世代の韋駄天達 ; へいおんせだいのいだてんたち ; Idaten Deities in the Peaceful Generation
Helck, TV Series," While humanity celebrates the defeat of the Demon King by the hands of a lone hero, the denizens of the demon world prepare for the contest of a lifetime—a tournament to decide who would inherit the title of Demon King.Now, three months later, the tournament has been proceeding smoothly—well, other than the fact that the favorite to come out on top is the human hero Helck! With a smile and a wave, he easily bests his demonic competition, all while loudly proclaiming his hatred for humans. Though he calls for the destruction of humanity, the truth of what lies behind his cheery façade remains a mystery.Doubtful of Helck's intentions, Red Vamirio—one of the ""Four Heavenly Kings,"" who oversee the realm of the demons together—seeks to uncover what the hero is truly after. With the title of ""Demon King"" at stake, the fate of the demon world rests on her shoulders."," Action, Fantasy", 2023, Upcoming, ヘルク
Hell Teacher Nube , TV Series," Nube is a clumsy, easygoing, and very kind teacher, but he has a secret under his glove on the left hand. He has a monster hand, and he also has the ability to sense ghosts and evil spirits. So he protects his dear students from these evil spirits with his monster hand, proving to be very powerful."," Adventure, Comedy, Horror, Romance, School, Shounen, Supernatural", 1996, Completed," Jigoku Sensei Nube, 地獄先生ぬ～べ～"
Hello Cocomong (Dub), TV Series," I can dance! I can sing! So, I can speak English! Hello Cocomong is a series of musical episodes teaching kids through song and dance. A large amount of episodes are aimed to teach English to Korean speaking children, though the intention is lost with the official English dub of the show.", Kids, 2010, Completed, 헬로 코코몽
Hello Cocomong 2 (Dub), TV Series, The second season of Hello Cocomong.," Kids, Music", 2014, Completed, 헬로 코코몽2
Hello Jadoo 2, TV Series," Hello Jadoo is a South-Korean TV show about a girl named Choi Jadoo who is a very free-spirited girl. In every episode, she would always get into drama, whether it was with her parents or school. At the same time, she meets new people and she tries to solve problems occurring."," Comedy, Slice of Life", 2012, Completed, Annyeong Jaduya 2
Hello Kitty, TV Series, A Hello Kitty claymation series.The Stump Village itself is a group of tree stump houses located in a secluded area of a forest. The village residents are a tight-knit bunch," Fantasy, Kids", 2005, Completed, ハローキティのスタンプヴィレッジ
Hello World, Movie," The year is 2027, and the city of Kyoto has undergone tremendous technological advancement. Within the city lives Naomi Katagaki, a socially awkward and introverted boy with a love for books, and Ruri Ichigyou, a girl with a cold personality who is often blunt with people, but shares his love for reading. Despite having similar interests, Naomi is afraid to approach Ruri due to her unfriendly nature.One day, as Naomi goes out for a walk, a crimson aurora pierces through the sky for a brief moment before vanishing. Shortly after, he sees a three-legged crow and a mysterious hooded man who reveals himself to be Naomi from 10 years in the future, explaining that he has come to change an imminent tragic event that happens to Ruri shortly after they start dating. Initially taking his words with a grain of salt, present-day Naomi follows his future self's instructions and starts getting closer to Ruri, determined to save her.Hello World focuses on the present Naomi alongside himself from 10 years into the future. With the help of his future self, Naomi begins his preparations to save Ruri. Will he be able to change the future?", Sci-Fi, 2019, Completed, ハロー・ワールド
Hello!! Kiniro Mosaic, Spring 2015 Anime, Second season of Kiniro Mosaic.," Comedy, School, Slice of Life", 2015, Completed," Hello!! KINMOZA!, ハロー!!きんいろモザイク"
Hells, Movie," Amagane Rinne had an accident and died while hurrying to school. She suddenly arrived in an awkward school... in Hell, filled with demons. While she is struggling and wishing to go back to the world whence she came from, she makes friends with her demon schoolmates and develops an uncommon bond."," Adventure, Comedy, Horror", 2008, Completed," ヘルズ, (ヘルズエンジェルス)"
Hells (Dub), Movie," Amagane Rinne had an accident and died while hurrying to school. She suddenly arrived in an awkward school... in Hell, filled with demons. While she is struggling and wishing to go back to the world whence she came from, she makes friends with her demon schoolmates and develops an uncommon bond."," Adventure, Comedy, Horror", 2008, Completed," Hells Angels, Hell's Angels, ヘルズ, (ヘルズエンジェルス)"
Hellsing, TV Series," Hellsing follows the antiheroic vampire, Alucard, and a police girl-turned-vampire, Seras Victoria, two vampires employed by the vampire-extermination group of England, the Hellsing Organization. Slowly but surely, through their active duty, they find a new breed of vampires beginning to arise."," Action, Horror, Seinen, Supernatural, Vampire", 2001, Completed, Hellsing [ヘルシング]
Hellsing (Dub), TV Series," Decades ago, the legendary Dr. Abraham Van Helsing and his companions defeated Count Dracula, one of the world's deadliest vampires. After this success his name was used in the founding of the Hellsing Organization, a British task force with the duty of eliminating supernatural threats.Hellsing follows the exploits of that very organization. Led by Integra Fairbrook Wingates Hellsing, the Hellsing Organization finds its trump card not in the power of man, but in the strength of a monster it has tamed. Alucard, one of the oldest and most powerful vampires in existence, now hunts his fellow monsters at Hellsing's bequest. Alongside new recruit Seras Victoria, Alucard will find that a new threat has arisen, one greater than anything the Hellsing Organization has ever dealt with before."," Action, Horror, Seinen, Supernatural, Vampire", 2001, Completed, Hellsing [ヘルシング]
