name,Type,Plot Summary,Genre,Released,Status,Other name
X Bomber (Dub), TV Series," As the year 3000 approaches, a war-torn Solar System is invaded by the Imperial Alliance in search of a supreme being, the F-01. The experimental X Bomber spacecraft with its young crew must discover the secret of F-01 and turn it against the Imperial Alliance or all will be lost."," Fantasy, Sci-Fi", 1980, Completed," Star Fleet , エックスボンバー , X-Bomber , Bomber X, Xボンバー"
X TV, TV Series," It’s the year of destiny and 15 year old Kamui Shiro, a powerful psychic, has returned to Toyko after a 6 year absence. He returns to protect his childhood friends, Fuuma, and Fuuma’s younger sister Kotori. But destiny and fate are haunting Kamui and pulling in himself and his loved ones. It is his destiny to decide the fate of the world and mankind, no matter if he wants the role or not."," Action, Drama, Fantasy, Magic, Romance, Super Power", 2001, Completed," X 2001, X (2001), X, X−エックス−, エックス (2001)"
X-Men (Dub), TV Series," The X-Men are reunited following the death of a teammate, and are summoned by Charles Xavier to Japan following the abduction of Hisako Ichiki (Armor). There, they confront the U-Men, a lunatic cult that steals and transplants mutant organs to further strengthen their own army, and the battle for justice is on."," Action, Drama, Sci-Fi, Shounen, Super Power", 2011, Completed, エックスメン
X-Men 2011 Anime, TV Series," The X-Men are a team of elite super-powered mutants gathered by Professor X to protect ordinary humans even as they are persecuted by them. In the wake of the death of one of their own, however, the team has stopped operations for a whole year. Then Professor X receives word of a mutant girl's mysterious disappearance in Japan. Sensing that something larger is afoot, he reassembles the team and sends them to investigate. They uncover a connection between her disappearance and an anti-mutant group known as the U-Men."," Action, Drama, Super Power", 2011, Completed, エックスメン
X-Men Anime 2011, TV Series," The X-Men are a team of elite super-powered mutants gathered by Professor X to protect ordinary humans even as they are persecuted by them. In the wake of the death of one of their own, however, the team has stopped operations for a whole year. Then Professor X receives word of a mutant girl’s mysterious disappearance in Japan. Sensing that something larger is afoot, he reassembles the team and sends them to investigate. They uncover a connection between her disappearance and an anti-mutant group known as the U-Men."," Action, Drama, Super Power", 2011, Completed, エックスメン
X-Men Evolution , TV Series," X-men Evolution scales back to the time when our superheroes were still in their teens and unknowingly awaiting a significant adventure that bends their life path...The movie takes its audience back to the sweet memories of the 90s when cartoons were pieces of art that engraved the awesome childhood onto one’s mind. The X-men series was an exceptional anime series at the time with kids forgetting everything else and getting engrossed into the world of superheroes and supernatural powers.  X-men Evolution was a very famous name back then. The series has received profound compliments and favor from the audience of various age groups.X-men Evolution scales back to the time when our superheroes were still in their teens and unknowingly awaiting a significant adventure that bends their life path. The series setting was Bayville, a fictionalized town in New York, where our beloved protagonists went to school and dealt with everyday stuff. Each of the episodes of the series was made in an attempt to be individualized, in order to avoid making Continuity Lock-Out, yet still holding some bonds with the other episodes and with the overall story. The script and story of the episodes were carefully built to keep the hardcore audience entertained, all the same time catching the attention from the new audience and leading them to the marvelous Marvel world. And it worked like a charm! Audience were very fascinated and intrigued with the supernatural powers as well as the value offered to them from the show, such as “Great power comes with great responsibility” and peace goals. Throughout the episodes of the series, X-men officially became one of the most idolized characters by children, especially the protagonists playing in the show. Many of us are now recalling the days when we sat in front of the TV waiting solely for this gem and felt so satisfied, and disappointed at the same time when an episode ends (good fun should never end).The well-developed plot of the series is just one of the things that make this series an engraving in minds of generations. The sound system, alongside with animation techniques and director’s skills, has once set up the standards for “good show” back then. X-men Evolution soundtracks were very catchy and appealing. It has the vocal depth and the intonation in lines, combined with the script mentioned above, making the dialogues even more impressive and memorable. Some said that this series has gained great popularity ever since its release on the TV up till now also thanks to its being “real” in animation, effects and other side matters. The superheroes, the mayhem, the adventures and life portrayed in the series are of “real” influence over the audience thanks for the fluid animation of characters and special cartoon effects well performed in the show.All in all, X-men Evolution is a childhood-calling series that sets us back to our simple and happy days watching TV when the cartoons were still excellent and meaningful.  We want our sweet days back, and we want to get back to our sweet days watching X-men Evolution every weekend and dreaming of fighting side-by-side Prof. X against the cohort of Magneto. Now we can only watch high quality anime online to collect pieces of our childhood. Such a significant and valuable show like X-men Evolution should never be forgotten or ignored."," Action, Drama, Super Power", 2011, Completed,
X/1999 Movie, Movie," At the end of the millennium, the concluding battle for humanity's future is staged. Shirou Kamui's destiny has been decided as he returns to Tokyo to face his ultimate challenge. The Dragons of Heaven, defenders of the Earth, stand ready to protect the world from the Dragons of Earth, the seven angels of legend, who embrace the devastation of the planet to bring about its purification.Now Kamui must decide which side to fight for, although he finds the idea utterly unappealing. It is not until realizing that his two childhood friends, Monou Fuuma and Monou Kotori, are in grievous peril that Kamui decides to take on his fated role in the climactic struggle in the Year of Destiny"," Drama, Fantasy, Horror, Magic, Sci-Fi, Supernatural", 1996, Completed," X/1999, X - The Movie, エックス, X/1999"
Xam'd, ONA," Sentan Island is a small island surrounded by the Yuden Sea. It exists in a state of dreamlike tranquility, cut off from the war between the Northern Government and the Southern Continent Free Zone. Our hero, Akiyuki Takehara, lives on Sentain Island along with his mother Fusa. He is currently separated from his father, the town doctor Ryuzo, but the bond between father and son remains. One day, after taking Ryuzo the lunch that Fusa has made for him as usual, Akiyuki arrives at school, where he is caught up in an explosion along with his friends, Haru and Furuichi. The explosion produces a mysterious light, which enters Akiyuki's arm, causing him excruciating pain. He's given no time to understand it, however, as the white-haired girl who rode on the bus with him guides him to a power unlike anything he's ever known."," Action, Military, Sci-Fi", 2008, Completed, Bounen no Xamdou; Bonen no Xamdou; Bonen no Zamudo; Bounen no Zamudo; Bounen no Zamned; 亡念のザムド
Xamd Lost Memories, ONA," Enter Sentan, a lush, tranquil island encased in war between the military and those with Hiruko, known as X’amd. On one of these warlike days, Akiyuki Takehara heads off to school and gets caught in a raid by the creatures. Through a series of events he is transformed into a X’amd, and with the help of a Tessikan woman Nakiami along with his highschool friend Haru, Akiyuki is forced to learn to live with the Hiruko or faces the danger of losing his self-control and turn to stone. The story follows a boy named Akiyuki who is heading to schoolwith two friends when an explosion occurs. In the mysterious light from the explosion, Akiyuki transforms into a creature called Xam’d. Xam’d goes on a rampage which is only stopped when a red-haired foreign girl appears. Genre"," Action, Military, Sci-Fi", 2008, Completed," Bounen no Xamdou, 亡念のザムド"
Xenosaga, TV Series," 4000 years have passed since humanity abandoned Earth. Forced to fight an alien form of life, Gnosis, mankind developed KOS-MOS – a battle android with amazing capabilities. When a ship carrying android is being attacked, KOS-MOS gets activated and save its creator, Shion Uzuki. But KOS-MOS doesn’t want to listed her orders and executes some unknown plan.After their ship destroyed Shion and her companions find themselves thrust into the middle of a battle with Gnosis, U-TIC Organization and their own superiors. Battle with no clear sides…"," Action, Mecha, Sci-Fi", 2005, Completed, ゼノサーガ THE ANIMATION
Xenosaga The Animation (Dub), TV Series," The year is T.C. 4767. Four thousand years have passed since humanity abandoned its birthplace, the planet Earth. Beset by the hostile alien Gnosis, mankind is now scrambling to find ways to defeat this threat to their existence. The development of KOS-MOS (a specialized android with amazing capabilities) by Vector engineer Shion Uzuki was one response to the threat. But when their ship is destroyed by the Gnosis, Shion and her companions find themselves thrust into the middle of a battle with no clear sides..."," Action, Mecha, Sci-Fi, Shounen, Space", 2005, Completed, ゼノサーガ THE ANIMATION
Xi Xing Ji	, ONA," The journey to the West was a conspiracy of heaven! After Sutra went missing for more than a decade, Heaven sent its army to search, in order not to let the Sutra once again fall into the hands of heaven, the journey to West begin again."," Action, Adventure, Fantasy, Historical, Martial Arts", 2018, Completed," Journey to the West, Westbound, Westbound Discipline, 西行纪"
Xi Xing Ji 4th Season, ONA, The fourth season of Xi Xing Ji.," Action, Adventure, Fantasy, Historical, Martial Arts", 2022, Ongoing, 西行纪 第4季
Xi Xing Ji, ONA,," Action, Adventure, Fantasy, Historical, Martial Arts", 2022, Completed, The Westward
Xi Xing Ji, Movie, Prequel to the Xixing Ji series.," Action, Adventure, Fantasy, Historical, Martial Arts", 2020, Completed, Westward
Xi Yangyang Yu Hui Tailang, ONA, No synopsis information has been added to this title. Help improve our database by adding a synopsis," Adventure, Comedy, Kids", 2018, Completed, Pleasant Goat and Big Big Wolf
Xi Yangyang Yu Hui Tailang, Movie," The spring festival is around corner, but Mr. wolf doesn't feel happy at all. Mrs. Wolf is going to have baby, but Mr. Wolf can't catch any sheep. What is more, their castle is torn down making them homeless. Mr. Wolf needs to fight back.In the mean time, a sheep from the moon returns and tells the other sheep the secret of the sugar moon. The sheep go to the moon but are followed by wolfs. They are going to have war on the moon.Filled with different sorts of yummy candies, Moon used to be a paradise for those with a sweet tooth. It's also the residence of the Moon fairy and her magical rabbit. But one day the Lord of Bitterness invades Moon with the intention of making their happy life miserable. The rabbit escapes to Earth and seeks help from Pleasant Goat, who then leads a ragtag group of rescuers - including his nemesis Big Big Wolf - to restore peace on Moon."," Adventure, Comedy, Kids", 2011, Completed, Pleasant Goat and Big Big Wolf
Xi Yangyang Yu Hui Tailang, Movie," In the face of impending disaster, the animal world is looking to the Mythical Ark for salvation. The problem is that only the snake tribe can operate the ark, and the snakes have already escaped to Utopia. To save the animals, Pleasant Goat and Big Big Wolf travel to Utopia to convince the snakes to help. In the process, they become friends, and the snakes agree to help. However, Pleasant Goat and Big Big Wolf decide to stay behind to save their homes."," Adventure, Comedy, Kids", 2013, Completed, Pleasant Goat and Big Big Wolf Movie 5
Xi Yangyang Yu Hui Tailang, ONA, No synopsis information has been added to this title. Help improve our database by adding a synopsis," Adventure, Comedy, Kids", 2019, Completed," 喜羊羊與灰太狼之羊村守護者, Pleasant Goat and Big Big Wolf"
Xi Yangyang Yu Hui Tailang, ONA, No synopsis information has been added to this title. Help improve our database by adding a synopsis," Adventure, Comedy, Kids", 2010, Completed," Pleasant Goat and Big Big Wolf 3rd Season, 喜羊羊與灰太狼之羊羊快樂的一年"
Xi You Ji, TV Series," Sun Wukong, who was born from a magic stone, has been imprisoned underneath a mountain for five centuries for his mischief in the heavens. One day, the Diety Guanyin told Wukong that the Monk Tangsen will set him free, and Wukong will join him on a pilgrimage from China to India. The next day, Xuanzang came and set him free, and the two started their Journey to the west. Along the way, they meet two new friends, Zhu Bajie and the Hermit Sha Wujing who joins them on the journey; together, they face many dangers and evil creatures and sorcerers and learn to get along."," Adventure, Fantasy", 1999, Completed, Journey to the West
Xi You Ji (Dub), TV Series," Sun Wukong, who was born from a magic stone, has been imprisoned underneath a mountain for five centuries for his mischief in the heavens. One day, the Diety Guanyin told Wukong that the Monk Tangsen will set him free, and Wukong will join him on a pilgrimage from China to India. The next day, Xuanzang came and set him free, and the two started their Journey to the west. Along the way, they meet two new friends, Zhu Bajie and the Hermit Sha Wujing who joins them on the journey; together, they face many dangers and evil creatures and sorcerers and learn to get along."," Adventure, Fantasy", 1999, Completed, Journey to the West
Xia Gan Yi Dan Shen Jianxin, ONA," Shen Jianxin is a security guard for Rye Scent Village, an average youth determined to become a legendary hero. While paying his respects at the prestigious Pure Yang Palace of Jianghu, he learned the palace’s ancestral secret manuals by accident. However, he was unaware of the power he gained. Thus, he entered Jianghu and gradually matured while experiencing the turmoil of Jianghu during the prosperous Tang Dynasty. An obscure security guard with unparalleled martial arts in Jianghu"," Action, Comedy, Historical, Martial Arts", 2018, Completed, Jian Wang San
