name,Type,Plot Summary,Genre,Released,Status,Other name
Kami nomi zo Shiru Sekai, OVA," Short prologue OVA, bundled with manga volume vol.10.Elsie receives from Dokurou Skull, hell's branch chief of ""counter measures"", the task to go on earth and capture evil spirits that have escaped from hell."," Comedy, Shounen, Supernatural", 2010, Completed, The World God Only Knows
Kami nomi zo Shiru Sekai, OVA," Short prologue OVA, bundled with manga volume vol.10.Elsie receives from Dokurou Skull, hell's branch chief of ""counter measures"", the task to go on earth and capture evil spirits that have escaped from hell."," Comedy, Shounen, Supernatural", 2010, Completed, The World God Only Knows
Kami wa Game ni Ueteiru., TV Series," The supreme Gods who had too much free time created the ultimate brain games ""Play of the Gods."" Former Goddess Leche awoke from a long slumber and declared to the world, ""Bring forth the person who is the best in games in this era!"" Fay is nominated to represent humanity as the ""best rookie in recent years.""The ""Game of the Gods"" that is about to begin between the two may be a little too difficult, as there has yet to be a victor throughout human history, because Gods are capricious, very unreasonable, and sometimes completely incomprehensible. However, given the nature of the games, it would be a waste not to have a good time and play with all of one's heart! The ultimate brain battles of a genius gamer boy, a former Goddess, and friends begin!"," Ecchi, Fantasy", 0, Upcoming," Gods' Game We Play; Kami wa Yuugi ni Ueteiru., The Ultimate Game-Battles of a Boy and the Gods, Kami wa Game ni Ueteiru."
Kami-sama Dolls, TV Series," Kyouhei, after moving away to Tokyo from his old town to get away from the events that happened, is on a goukon with his friends, including his old neighbour, Shiba. After drinking for a whole night, he and Shiba discover a dead, bloody, body in the elevator. He is told by his younger sister, Utao with her Kamisama Doll, that Aki, an old friend, and his Doll, are the culprits responsible."," Action, Seinen, Supernatural", 2011, Completed,"  Kamisama Dolls, 神様ドォルズ"
Kami-sama Dolls Special, TV Series," Kyouhei, after moving away to Tokyo from his old town to get away from the events that happened, is on a goukon with his friends, including his old neighbour, Shiba. After drinking for a whole night, he and Shiba discover a dead, bloody, body in the elevator. He is told by his younger sister, Utao with her Kamisama Doll, that Aki, an old friend, and his Doll, are the culprits responsible.", Comedy, 2011, Completed, 神様ドォルズ
Kami-sama Hajimemashita (2013), TV Series," Bundled with the 16th volume of Kami-sama Hajimemashita manga. One of the included anime based on the story from the manga's 15th volume, while the other contained an all-new original story. The disc also featured a bath scene with Tomoe and that character."," Comedy, Demons, Shoujo, Supernatural", 2013, Completed," Kamisama Hajimemashita OVA, 神様はじめました"
Kami-sama Kazoku, TV Series," Kamiyama Samatarou is not just an average high-school boy. The truth is that he is the son of a god, his mother is a goddess and his sisters are candidates to become goddesses. They are living in the human world, because they want Samatarou to learn about human customs and their habits, so that he can become a better god.Tenko is an angel assigned to look after Samatarou. She was born at the same time as Samatarou and they have always been close friends. Life seems normal, but things start to change with the appearance of a transfer student named Komori Kumiko. Samatarou falls in love with her and things begin to change for him. He decides to make her his girlfriend — without the godly powers the rest of his family possesses. Now if only his family would stop trying to be so helpful..."," Comedy, Drama, Fantasy, Romance", 2006, Completed, 神様家族
Kami-sama no Inai Nichiyoubi, TV Series," God abandoned the world on Sunday. As a result, nobody in the world can die or reproduce. A little girl, Ai, is the gravekeeper for a village. She has prepared 47 graves for the eventual deaths of every member of the village. Later, a boy who identifies himself as Hampnie Hambart, the Man-eating Toy, which is coincidentally the name that Ai's mother left behind as the name of her father, arrives in the village and slaughters everybody. Just what is going on?"," Fantasy, Mystery", 2013, Completed," Sunday Without God, 神さまのいない日曜日"
Kami-sama no Memo-chou, TV Series," Narumi Fujishima isn't your typical high school student. He's never really fit in and has become increasingly more isolated from his fellow classmates. But he's not alone, and when Ayaka, the sole member of the Gardening Club, introduces him to the reclusive girl who lives above the ramen shop, Narumi enters a whole new secret world. Alice is a NEET, someone who is Not Employed, being Educated or in Training, but as Narumi quickly discovers, that doesn't mean that she does nothing all day.In between tending to her small army of stuffed bears, Alice is an expert hacker and a very exclusive private detective. To his surprise, Narumi finds himself drafted as one of the strange-but-elite team of associates that Alice has assembled from her NEET acquaintances. Together they'll battle gangs, thieves, murderers, and drug lords. And in the middle of it all, Narumi will find his life changing forever!", Mystery, 2011, Completed," Kamisama no Memochou, Heaven's Memo Pad, 神様のメモ帳"
Kami-tachi ni Hirowareta Otoko, Fall 2020 Anime," Ryouma Takebayashi dies in his sleep at the age of 39 after leading a life of misfortune. Taking pity on him, three deities offer him the chance to reincarnate in a world of magic where he has only one mission"," Adventure, Comedy, Slice of Life", 2020, Completed," By the Grace of the Gods, 神達に拾われた男"
Kami-tachi ni Hirowareta Otoko (Dub), Fall 2020 Anime," Ryouma Takebayashi dies in his sleep at the age of 39 after leading a life of misfortune. Taking pity on him, three deities offer him the chance to reincarnate in a world of magic where he has only one mission"," Adventure, Fantasy, Magic, Slice of Life", 2020, Completed," By the Grace of the Gods, The man picked up by the gods, Kamihiro, Kamitachi ni Hirowareta Otoko, 神達に拾われた男"
Kami-tachi ni Hirowareta Otoko 2nd Season, Winter 2023 Anime, Second season of Kami-tachi ni Hirowareta Otoko.," Adventure, Fantasy, Slice of Life", 2023, Completed," By the Grace of the Gods Season 2; The man picked up by the gods 2nd Season, Kamihiro 2nd Season, Kamitachi ni Hirowareta Otoko 2nd Season ;  神達に拾われた男"
Kami-tachi ni Hirowareta Otoko 2nd Season (Dub), Winter 2023 Anime, Second season of Kami-tachi ni Hirowareta Otoko.," Fantasy, Iyashikei, Slice of Life", 2023, Completed," By the Grace of the Gods 2, The man picked up by the gods 2nd Season, Kamihiro 2nd Season, Kamitachi ni Hirowareta Otoko 2nd Season, 神達に拾われた男"
Kamiarizuki no Kodomo, Movie," This is a story of a 12-year-old girl, Kanna, born as a descendant of the Gods. Her family has a mission to deliver offerings from all over Japan to the Gods’ gathering in Izumo. Although Kanna’s mother was to complete the mission, her passing prompted Kanna to finish the task, hoping she could reunite with her dead mother in the Gods’ land at the end of her journey."," Demons, Mystery", 2021, Completed," Child of Kamiari Month, 神在月のこども"
Kamiarizuki no Kodomo (Dub), Movie," This is a story of a 12-year-old girl, Kanna, born as a descendant of the Gods. Her family has a mission to deliver offerings from all over Japan to the Gods’ gathering in Izumo. Although Kanna’s mother was to complete the mission, her passing prompted Kanna to finish the task, hoping she could reunite with her dead mother in the Gods’ land at the end of her journey."," Demons, Mystery", 2021, Completed," Child of Kamiari Month, 神在月のこども"
Kamichama Karin, TV Series," Kamichama Karin is about a 7th grader named Hanazono Karin. Her parents and beloved cat, Shi-chan recently died, she's getting horrible grades and is forced to live with her aunt. One day, Karin meets a young, orphaned, 7th grade boy named Kujyou Kazune, and discovers that her mother's ring has the power to transform her into a goddess. She soon moves in with Kazune and his cousin Himeka.She and Kazune, who has godlike powers of his own, have to fight to protect Karin's ring and Himeka from the evil intentions of Karasuma Kirio (whom Karin calls Mr. Glasses Man), who is also divine. The trio embark on crazy adventures and go on trips along the way. They also meet new friends and people, such as Micchi, who may know a lot of information not only about the divine transformation of the gods and goddesses, but also about Kazune-kun's long lost father..."," Comedy, Fantasy, Magic, Shoujo", 2007, Completed, かみちゃまかりん
Kamichu!, TV Series," In an idyllic town by the Japanese Inland Sea, people are living peacefully along with the local kami (shinto deities), mononoke, and other spirits.One day during lunch, middle schooler Hitotsubashi Yurie abruptly announces to her friend that she has become a kami. This causes the elder daughter from the local shrine to immediately announce her new ""best friendship"" to Yurie, and that they will be partners in business!This is the story of the now not-so-ordinary everyday life of Yurie and her friends trying to figure out exactly what kind of kami she has become. But Yurie also has another problem, she still can not get the boy she likes to notice her!"," Comedy, Drama, Slice of Life, Supernatural", 2005, Completed, かみちゅ!
Kamichu! (Dub), TV Series," Yurie Hitotsubashi was just an average middle school student living in the city of Onomichi on Japan's inland sea in the easygoing times of the 1980s. She spent her days worrying about exams and trying to get Kenji, the clueless boy she likes, to notice her. Then during lunch one day she suddenly announces to her friend Mitsue that the night before she had become a goddess. Their classmate Matsuri quickly latches on to Yurie's newfound divinity as a way to promote her family's bankrupt Shinto shrine. She hopes that replacing their hapless local god, Yashima-sama, with Yurie will make the shrine more popular (and profitable). Now, with Matsuri as her manager, Yurie has to grant wishes, cure curses, meet aliens, and attend god conventions. All the while attending school and working-up the courage to confess to Kenji."," Comedy, Drama, Slice of Life, Supernatural", 2005, Completed, かみちゅ!
Kamierabi, TV Series,, Action, 2023, Upcoming, GOD.app; カミエラビ
