name,Type,Plot Summary,Genre,Released,Status,Other name
Midnight Eye, OVA," Furinji Goku is a detective who has an ""eye of god"".While he was investigating the murder case of his colleague when he had been an officer, he was pressured to stop it by the police executives. However, he continue investigating, and he lost his left eye. When he was about to be killed, a mysterious group helped him and transplant an artificial eye. The eye was a super technological device that connected to the whole computer network in the world, and enabled him to control any computers."," Action, Mystery, Sci-Fi, Seinen", 1989, Completed, Goku
Midnight Eye, OVA," Furinji Goku is a detective who has an ""eye of god"".While he was investigating the murder case of his colleague when he had been an officer, he was pressured to stop it by the police executives. However, he continue investigating, and he lost his left eye. When he was about to be killed, a mysterious group helped him and transplant an artificial eye. The eye was a super technological device that connected to the whole computer network in the world, and enabled him to control any computers."," Action, Mystery, Sci-Fi, Seinen", 1989, Completed, Goku
Midnight Eye, OVA," Goku, the lone wolf private detective is back, contracted by Yoshiko, a mysterious, beautiful and very afraid woman, to find and save her brother, Ryu. Will Goku be able to protect Yoshiko from her step father's soldiers long enough to find her brother? Meanwhile Ryu, the unfortunate subject of a military experiment gone bad, leaves a trail of bodies behind him and has no intention of being found or saved by anyone. Will Goku have to kill the man he is supposed to save? Will even his omniscient cybernetic eye and sceptre be enough to help him defeat this indestructible killing machine?"," Action, Adventure, Mystery, Sci-Fi, Seinen, Super Power", 1989, Completed, Goku II
Midnight Eye, OVA," Goku, the lone wolf private detective is back, contracted by Yoshiko, a mysterious, beautiful and very afraid woman, to find and save her brother, Ryu. Will Goku be able to protect Yoshiko from her step father's soldiers long enough to find her brother? Meanwhile Ryu, the unfortunate subject of a military experiment gone bad, leaves a trail of bodies behind him and has no intention of being found or saved by anyone. Will Goku have to kill the man he is supposed to save? Will even his omniscient cybernetic eye and sceptre be enough to help him defeat this indestructible killing machine?"," Action, Adventure, Mystery, Sci-Fi, Seinen, Super Power", 1989, Completed, Goku II
Midori Days, TV Series," High school delinquent Seiji Sawamura is desperate to have a girlfriend, especially after being rejected by 20 girls as of late. He’s afraid that he will end his life with his right hand as his only companion. Apparently, that doesn’t change when one day when he wakes up and discovers that his right hand has become a girl named Midori Kasugano, who confesses that she has had a crush on him for the last three years."," Comedy, Drama, Ecchi, Romance, Shounen", 2004, Completed," Midori no Hibi, 美鳥の日々"
Midori no Hibi (Dub), TV Series," There isn't a single person in Sakuradamon High who hasn't heard the legends about Seiji ""The Mad Dog"" Sawamura's demonically powerful right hand. His reputation makes it fairly difficult for him to approach girls, and after being rejected 20 times straight, he half-jokingly vows to finish high school with his right hand for a girlfriend.Much to his surprise, after waking up the next morning, Seiji discovers that his demon right hand has mysteriously turned into a miniature girl, Midori Kasugano, who reveals that she has had a crush on Seiji for the past three years. Because their situation is not ideal for either of them, Seiji attempts to return Midori to normal. But after causing a big misunderstanding at the Kasugano household, the pair decide to keep their predicament between them until a solution is found. Thus begins an odd relationship, and what could be the only chance for Midori to finally be with the one she loves."," Comedy, Drama, Ecchi, Romance, Shounen", 2004, Completed," Midori Days,My Days With Midori,美鳥の日々"
Mieruko-chan, Fall 2021 Anime," Miko is a typical high school student whose life turns upside down when she suddenly starts to see gruesome and hideous monsters. Despite being completely terrified, Miko carries on with her daily life, pretending not to notice the horrors that surround her. She must endure the fear in order to keep herself and her friend Hana out of danger, even if that means coming face to face with the absolute worst. Blending both comedy and horror, Mieruko-chan tells the story of a girl who tries to deal with the paranormal by acting indifferent toward it."," Comedy, Horror, Supernatural", 2021, Completed, 見える子ちゃん ; みえるこちゃ ; Mieruko Chan
Mieruko-chan (Dub), TV Series," Miko Yotsuya's eyes water as she fixates on a single spot on her phone—she ignores yet another dreadful, horrific monster that is in her face, uttering the disturbing words"," Comedy, Horror, School, Supernatural", 2021, Completed, 見える子ちゃん
Mighty Orbots (Dub), TV Series," Set in the twenty-third century, Mighty Orbots relates the adventures of Rob Simmons, a scientist, and his robots (called Orbots)—Tur, Bort, Beau, Crunch, and Ono—all members of the Galactic Patrol, the Earth-based futuristic police force. The focal point of the program is their battle against Shadow, a sinister planet of evil whose leader, Umbra, seeks to control the universe."," Adventure, Comedy, Mecha, Sci-Fi", 1984, Completed, マイティ・オーボッツ
Migi to Dali, TV Series," The stork brought an angel into the lives of a childless middle-aged couple. His parents are kind, their house is luxurious and the meals are delicious, but to continue to revel in this happiness Hitori must conceal a certain fact from his family..."," Comedy, Mystery", 0, Upcoming, Migi & Dali ; ミギとダリ
Mignon, ONA," Mignon is an original BL anime from South Korea. The animation follows a complex and exciting story of drama and desires. It revolves around a boxer named Mignon, and a vampire doctor Young-on Oh, who find solace in the presence of one another through an aggressive and romantic affair."," Drama, Romance", 0, Upcoming, MIGNON 민용
