name,Type,Plot Summary,Genre,Released,Status,Other name
Seirei Gensouki, Summer 2021 Anime," Amakawa Haruto is a young man who died before reuniting with his childhood friend who disappeared five years ago. Rio is a boy living in the slums who wants revenge for his mother who was murdered in front of him when he was five years old.Earth and another world. Two people with completely different backgrounds and values. For some reason, the memories and personality of Haruto who should've died is resurrected in Rio's body. As the two are confused over their memories and personalities fusing together, Rio decides to live in this new world.Along with Haruto's memories, Rio awakens an unknown ""special power,"" and it seems that if he uses it well, he can live a better life. But before that, Rio encounters a kidnapping that turns out to be of a princess of the Bertram Kingdom that he lives in.After saving the princess, Rio is given a scholarship at the Royal Academy, a school for the rich and powerful. Being a poor orphan in a school of nobles turns out to be an extremely detestable place to be."," Action, Adventure, Drama, Fantasy, Harem, Romance", 2021, Completed, 精霊幻想記 ; せいれいげんそうき ; Spirit Chronicles
Seirei Gensouki (Dub), TV Series," When 20-year-old college student Haruto Amakawa dies in a traffic accident, he does not expect to wake up in an unfamiliar world in the body of a young boy named Rio. As their memories and personas fuse, Rio realizes that he now also possesses magical powers. He is relieved to find that his burning passion for revenge against his mother's murderers has not subsided, despite his newly changed identity.Not soon after, Rio comes across the kidnapped princess of the Bertram Kingdom and saves her without hesitation. To express his gratitude, the king grants him the opportunity to enroll in the Bertram Royal Academy. Believing this to be a new chapter in his life, he is excited to study at this prestigious academy, but life here proves to be difficult for him, a slum-dweller surrounded by the majestic children of nobles."," Action, Adventure, Drama, Fantasy, Romance", 2021, Completed," Spirit Chronicles, 精霊幻想記"
Seirei Gensouki 2nd Season, TV Series, Second season of Seirei Gensouki.," Action, Adventure, Drama, Fantasy, Romance", 0, Upcoming, Seirei Gensouki
Seirei no Moribito, TV Series," On the precipice of a cataclysmic drought, the Star Readers of the Shin Yogo Empire must devise a plan to avoid widespread famine. It is written in ancient myths that the first emperor, along with eight warriors, slew a water demon to avoid a great drought and save the land that was to become Shin Yogo. If a water demon was to appear once more, its death could bring salvation. However, the water demon manifests itself within the body of the emperor's son, Prince Chagum—by the emperor's order, Chagum is to be sacrificed to save the empire.Meanwhile, a mysterious spear-wielding mercenary named Balsa arrives in Shin Yogo on business. After saving Chagum from a thinly veiled assassination attempt, she is tasked by Chagum's mother to protect him from the emperor and his hunters. Bound by a sacred vow she once made, Balsa accepts.Seirei no Moribito follows Balsa as she embarks on her journey to protect Chagum, exploring the beauty of life, nature, family, and the bonds that form between strangers."," Action, Adventure, Fantasy, Historical", 2007, Completed," Moribito - Guardian of the Spirit, Guardian of the Sacred Spirit, 精霊の守り人"
Seirei no Moribito (Dub), TV Series," At a time when the balance of nature still held the civilizations of mankind in thrall, a single drought could spell the end of a society and doom its inhabitants to piteous deaths. Prince Chagum has been imbued with the power to stave off the drought and bring new life to his empire. However, this is a suspicious time, and he is accused of possession by an evil spirit.Court advisors only see one solution. Chagum must be put to death by his own father's hand. His salvation is in the form of Balsa, a spear woman and mercenary from Kanbal, the kingdom across the mountains. Her skills are legendary, and although reluctant, she is held by a mysterious vow to save eight souls before she dies. Can she fend off an entire empire and make Chagum her eighth soul?"," Action, Adventure, Fantasy, Seinen", 2007, Completed," Moribito - Guardian of the Spirit, 精霊の守り人"
Seirei Tsukai, Movie," After a family tragedy, Kagura is left with only his beloved friend Asami for consolation. Meanwhile, there is a war beginning in the spiritual world. Beings known as ""Elementalors"" call upon power from spirits to maintain harmony in the world by balancing individual forces of nature. Lord Shiki, a water Elementalor, kidnaps Asami in order to use special powers she posesses to retrieve his daughter, who has been imprisioned for nearly destroying the Earth. Kagura discovers that he is also an Elementalor—a very powerful one. He must join forces with other Elementalors to save Asami and prevent Lord Shiki from causing a great imbalance by releasing his daughter."," Action, Adventure, Fantasy, Romance, Shounen, Supernatural", 1995, Completed," Elementalors, 精霊使い"
Seirei Tsukai no Blade Dance, Summer 2014 Anime," Only a pure girl may enter into a spirit contract. At Areishia Spirit Academy, the daughters of nobility are assembled to take elite classes and become spirit elementalists. A boy named Kamito happened to be peeping on a student named Claire while she was taking a bath, and he accidentally makes a contract with a spirit instead of Claire. Now, Kamito has become something once thought impossible in this world — a male spirit elementalist."," Action, Comedy, Ecchi, Fantasy, Harem, Romance, School, Seinen, Supernatural", 2014, Completed," Blade Dance of the Elementalers, 精霊使いの剣舞〈ブレイドダンス〉"
Seirei Tsukai no Blade Dance Specials, Special, Mini specials bundled on each Blu-ray/DVD volume of Seirei Tsukai no Blade Dance. Each special is tied to the new 32-page short story that original light novel author Shimizu Yuu is writing for the limited first pressing of every Blu-ray/DVD volume.," Action, Fantasy, School, Supernatural", 2014, Completed, 精霊使いの剣舞〈ブレイドダンス〉ミニOVA
Seiren, Winter 2017 Anime," An official website and Twitter account have been launched to announce that an original anime by free illustrator Kisai Takayama will be broadcast on TV. Titled Seiren, it will premiere in Winter 2017 via TBS and BS-TBS.", School, 2017, Completed, セイレン
Seisen Cerberus, Spring 2016 Anime," Seisen Cerberus follows 16-year-old Hiiro, who takes up a sword in order to avenge his parents' death by killing the evil dragon Danguard."," Adventure, Fantasy", 2016, Completed, 聖戦ケルベロス　竜刻のファタリテ
Seisenshi Dunbine, OVA," Taking place 700 years after the Dunbine TV Series, ""The Tale of Neo Byston Well"" revolves around Shion Zaba, the reincarnation of series protagonist Sho Zama. Together with Silkie Mau, Reml Jilfried (the reincarnation of Remile Luft), and the Aura Battler Silbine, Shion must stop a twisted Shot Weapon from launching a custom-made nuclear ICBM missile that's poised to wipe out the realm."," Fantasy, Mecha", 1988, Completed, 聖戦士ダンバイン　New Story of AURA BATTLER Dunbine
Seishun Anime Zenshuu, TV Series," A brilliant collection of beautifully animated episodes based on selected masterpieces of Japanese modern literature.The aim of this series is to appeal to the viewer at large and to give him or her some idea of the variety and individuality which Japanese literature has developed over the last hundred years.The authors range from Higuchi Ichiyou (Takekurabe), Mori Ougai (The Dancing Girl) and Natsume Souseki (Botchan) to Kawabata Yasunari (The Izu Dancer), Nobel laureate of 1968, and Mishima Yukio (The Sound of Waves)."," Drama, Historical, Romance", 1986, Completed," Animated Classics of Japanese Literature, Youth Anime Complete Collection, 青春アニメ全集"
Seishun Buta Yarou wa Bunny Girl Senpai no Yume wo Minai, Fall 2018 Anime," Puberty Syndrome—a rumored, mysterious syndrome that only affects those in their puberty. For example, a bunny girl suddenly appeared in front of Sakuta Azusagawa. The bunny girl's real identity is Mai Sakurajima, a teenage celebrity who is currently an inactive high school senior. For some reason, her charming figure does not reflect in the eyes of others. In the course of revealing the mystery behind this phenomenon, Sakuta begins to explore his feelings towards Mai. Set in a city where the skies and seas shine, Sakuta unfolds the meaning behind his bizarre encounters on women with the said syndrome."," Comedy, Romance, School", 2018, Completed, 青春ブタ野郎はバニーガール先輩の夢を見ない; Rascal does not dream of bunny girl senpai
