name,Type,Plot Summary,Genre,Released,Status,Other name
Inazuma Eleven, Movie, A new movie featuring a match between fan-voted members of the Inazuma Best Eleven team and the special Battle Eleven team.," Shounen, Sports, Super Power", 2014, Completed, イナズマイレブン 超次元ドリームマッチ
Inazuma Eleven, Fall 2018 Anime," 19 members of Inazuma Japan have been announced, and they will battle against the mysterious team ""Orion's Apostle"" in the Football Frontier International.", Sports, 2018, Completed, イナズマイレブン オリオンの刻印
Inazuma Eleven, ONA, A spin-off of the Inazuma Eleven soccer anime franchise. The first episode features the Fubuki brothers., Sports, 2016, Completed, イナズマイレブン アウターコード
Inazuma Eleven, Movie," An organization in the future sends the specially trained Team Ogre to defeat Endou Mamoru and his team, to prevent him from influencing the world with his soccer."," Shounen, Sports, Super Power", 2010, Completed, 劇場版イナズマイレブン 最強軍団オーガ襲来
Incredible Zorori – Kaiketsu Zorori, Movie, IMAX-Movie.,, 0, Completed,
Inferious Wakusei Senshi Gaiden Condition Green, OVA," Keith, George, Edward, Yang and Shaw are Platoon #801, the five-man team formed to protect their homeworld in the Inferious galaxy from alien invasion. Gazaria's evil emperor Vince conquers the neighbor worlds of Kal and Granad, and suddenly only Platoon #801, also known as Condition Green, stands between him and the conquest of Emerald Earth."," Action, Sci-Fi", 1991, Completed," Condition Green, Inferious Interplanetary War Chronicle Condition Green, インフェリウス惑星戦史外伝 CONDITION GREEN"
Inferno Cop, TV Series," The story deals with those in this world who dwell in the dark, invisible to the naked eye. From time to time, these figures bare their fangs and attack people. Inferno Cop is a messenger of justice who came from the depths of hell to protect people from them."," Action, Police", 2012, Completed, インフェルノコップ
Inferno Cop, ONA," There are 12 companion pieces in the forms of ""Fact Files"" (which expand upon a given character from a corresponding episode) airing shortly after each episode."," Action, Comedy, Police", 2012, Completed, インフェルノコップ ファクトファイル
Infini-T Force, Fall 2017 Anime," The original manga follows a young girl who summons a team of superheroes to save others. The anime adaptation will not adapt the story exactly. Promotional materials indicate heroes from the Tekkaman, Casshern, Gatchaman, and Hurricane Polymar franchises will appear."," Action, Seinen, Super Power", 2017, Completed,
Infini-T Force (Dub), TV Series," Emi is a seventeen-year-old girl living in Shibuya. Her father is always away with work and she's grown listless. Suddenly, a twist of fate involving a certain magical item changes everything. A mysterious pencil, of all things, is linked to the appearance of heroes from another world! Could this be the start to the excitement she's so desperately craving, or is there something more?"," Action, Sci-Fi, Super Power", 0, Completed,
Infini-T Force Movie, Movie, No synopsis information has been added to this title. Help improve our database by adding a synopsis here.," Action, Sci-Fi, Seinen, Super Power", 2018, Completed," 劇場版 Infini-T Force/ガッチャマン さらば友よ, Gekijouban Infini-T Force"
Infini-T Force Movie, Movie," The story of the original manga begins when a girl named Emi uses a pencil that can grant any wish. Emi gets caught up in the robbery of a convenience store, and her life is in danger. She uses the pencil to wish for a ""hero that will save everyone."" Four heroes appear in response to Emi's wish to change the course of the future. The anime will have a different story from the original manga."," Action, Sci-Fi, Seinen, Super Power", 2018, Completed, 劇場版 Infini-T Force/ガッチャマン さらば友よ
