name,Type,Plot Summary,Genre,Released,Status,Other name
Alien 9, TV Series," Otani Yuri, much to her disgust, has been elected by her class for alien fighting duty. Together with Tonime Kasumi, who joined the alien fighter simply for the sake of doing so, and Kawamura Kumi, who became and alien fighter to avoid the responsibility of yet another year of class presidency, she must defend her school from periodic alien attacks…more Otani Yuri, much to her disgust, has been elected by her class for alien fighting duty. Together with Tonime Kasumi, who joined the alien fighter simply for the sake of doing so, and Kawamura Kumi, who became and alien fighter to avoid the responsibility of yet another year of class presidency, she must defend her school from periodic alien attacks. Introspection, fear, anxiety and friendship await Yuri as she is forced to stare life itself in the mouth in her chaotic coming of age"," Horror, Sci-Fi", 2002, Completed," Alien Nine, エイリアン9"
Alien 9 (Dub), TV Series," Soon after entering middle school, Yuri Otani is coerced into joining the ""Alien Party,"" a single-minded group with one goal"," Horror, Psychological, School, Sci-Fi", 2001, Completed," Alien Nine, エイリアン9"
All Out!!, Fall 2016 Anime," In rugby, there is no ace striker, there is no number four batter, so who is the star of the team?The story begins at school entrance ceremony of Kanagawa High School where Kenji Gion, a small but gutsy go-getter joins the rugby club. He joins with his classmate, Iwashimizu, who has a complicated past and sub-captain Hachiouji, who always takes good care of his Club members. Lastly, there is Captain Sekizan, who has overwhelming powers but keeps his cards close to his chest. With such differences in both personality and physical performance, the team must learn to work and grow together so they can become the best."," School, Seinen, Sports", 2016, Completed, オールアウト!!
All Out!! (Dub), Fall 2016 Anime," In rugby, there is no ace striker, there is no number four batter, so who is the star of the team?The story begins at school entrance ceremony of Kanagawa High School where Kenji Gion, a small but gutsy go-getter joins the rugby club. He joins with his classmate, Iwashimizu, who has a complicated past and sub-captain Hachiouji, who always takes good care of his Club members. Lastly, there is Captain Sekizan, who has overwhelming powers but keeps his cards close to his chest. With such differences in both personality and physical performance, the team must learn to work and grow together so they can become the best."," School, Seinen, Sports", 2016, Completed, オールアウト!!
All Purpose Cat Girl Nuku Nuku Dash, TV Series," Each episode centers on Nuku Nuku’s adventures and mishaps in high school, and her relationship to students, the overall series plot centers on the evil Mishima Industries’ scheme to dominate the world through its products. In opposition to this plan are the slightly nutty Kyuusaku Natsume and Nuku Nuku, the android who acts as a companion to his y… more Each episode centers on Nuku Nuku’s adventures and mishaps in high school, and her relationship to students, the overall series plot centers on the evil Mishima Industries’ scheme to dominate the world through its products. In opposition to this plan are the slightly nutty Kyuusaku Natsume and Nuku Nuku, the android who acts as a companion to his young son. Nuku Nuku’s classmates are all eccentrics, Futaba, the class president, is a domineering control-freak, who cannot leave her authority in school.Chieko Shirakaba is the rich snob with the two yes-girls who always take her side. There is a bookworm, a mystic, a scientist, and a pop singer. All of these are true to their descriptions"," Action, Comedy, Ecchi, Romance, Sci-Fi, Shounen", 1998, Completed," Bannou Bunka Neko-Musume DASH!, 万能文化猫娘ＤＡＳＨ！"
All Purpose Cat Girl Nuku Nuku OVA, TV Series," A scientist, his son, and an incomplete biotech-type android are sneaking away from the scientist's psychotic wife. Along the way, the son gets out of the Jeep to satisfy an urge of nature, and comes back with a cat. At this point, gunfire erupts around them, and they try to get away. They succeed, but the cat was killed by a stray bullet.Sometime later, the son attends school with his ""big sister"" named Nuku Nuku. Yes, this is the android — who now looks like a cute girl — with the brain of the dead cat. Of course, things do not stay peaceful for long; the boy's mother wants him back! And so the fast-paced action comedy begins."," Action, Adventure, Comedy, Magic, Mecha, Sci-Fi, Shounen", 1992, Completed," Bannou Bunka Neko-Musume, 万能文化猫娘"
All Purpose Cat Girl Nuku Nuku TV, TV Series," * Alternate telling of the OVA... with a twist.After starting out in a new school and meeting her rather zany classmates, Nuku Nuku is forced into fighting the dangerous (read as ""absurd"") robots of the Mishima corporation's inner circle (all in the most ridiculous costumes since Kishin Heidan), led by the evil mastermind (read as ""blithering-idiot-in-the-goofiest-costume-of-all""), Hell Mishima. Their plan? Why, to take over the world, of course!"," Action, Adventure, Comedy, Mecha, Sci-Fi, Shounen", 1998, Completed," Bannou Bunka Neko-Musume (1998), All Purpose Cultural Cat Girl Nuku Nuku TV, 万能文化猫娘"
All Purpose Cat Girl Nuku Nuku TV Specials, TV Series," * Alternate telling of the OVA... with a twist.After starting out in a new school and meeting her rather zany classmates, Nuku Nuku is forced into fighting the dangerous (read as ""absurd"") robots of the Mishima corporation's inner circle (all in the most ridiculous costumes since Kishin Heidan), led by the evil mastermind (read as ""blithering-idiot-in-the-goofiest-costume-of-all""), Hell Mishima. Their plan? Why, to take over the world, of course!"," Action, Comedy, Ecchi, Romance, Sci-Fi, Shounen", 1999, Completed," Bannou Bunka Neko-Musume Specials, Nuku Nuku Falls in Love! Who's the Valentine for?, 万能文化猫娘"
All-Free kono Natsu Ichioshi Monogatari Campaign Kokuchi Douga, ONA, A collaboration between Suntory's All-Free a zero-alcohol/zero-calorie/zero-carb beverage tasting like beer and Osomatsu-san., Slice of Life, 2016, Completed," SUNTORY x Osomatsu-san, Muttsu-ko-ryuu All-Free no Tanoshimi-kata, オールフリー　この夏イチオシ物語キャンペーン告知動画"
Allison and Lillia, TV Series," The first half of the story centers around Allison Whittington, a young blonde pilot in the Roxche Air Force who has experience with biplanes. She comes to visit her good friend Wil Schultz  during his summer vacation at Rowe Sneyum Senior School's dormitory after being away for six months. The two get involved in three different adventures over a period of a year where they meet new people and form important bonds. The first half of the story centers around Allison Whittington, a young blonde pilot in the Roxche Air Force who has experience with biplanes. She comes to visit her good friend Wil Schultz  during his summer vacation at Rowe Sneyum Senior School's dormitory after being away for six months. The two get involved in three different adventures over a period of a year where they meet new people and form important bonds.The second half of the story starts about fifteen years after the conclusion of the first half. The story centers around Lilliane Schultz, or Lillia for short, the daughter of Allison and Wil. Wil has in this time assumed a new identity, Travas, under the Sou Beil military, though still dates Allison. Lillia's companion is her childhood friend Treize, son of Carr Benedict and Fiona; Treize has a twin sister named Merielle. Lillia's and Treize's adventure together begins during her summer vacation from school.Allison & Lillia’s story covers the storys of the Roxcheanuk Confederation, and the United Kingdom of Bezel Iltoa."," Action, Adventure, Shounen", 2008, Completed," Allison to Lillia, アリソンとリリア"
Almighty Master, ONA," Qin Mo was an orphan raised by five guardians who were the best in their respective disciplines. With the skillsets he had learned from them, he moved to the city to find out the truth about his parents' death. Nonetheless, there were many obstacles in his quest. In the end, would he be able to uncover the mystery behind his parents' death?"," Action, Comedy, Martial Arts", 2019, Ongoing," Quan Neng Gao Shou, The Omnipotent, 全能高手"
Almighty Master Season 2, ONA,," Action, Adventure, Comedy", 2023, Ongoing," 全能高手 2, 全能高手第二季"
Alps Monogatari, TV Series," Annette was born into a poor family in Switzerland. She is a sweet girl and takes good care of her little brother Dannie. Lucien is her best friend. One day Dannie gets injured and develops a limp. The accident was Lucien's fault. The happy days turn into a long period of suffering, but little by little Annette and Lucien regain their lost friendship."," Drama, Historical, Slice of Life", 1983, Completed," Sekai Meisaku Gekijou, Alps Stories"
Alps no Shoujo Heidi, TV Series," After becoming an orphan, Heidi is forced to live with her grandfather Öhi, who lives in the Alps. She learns he's a very bitter man who only accepted by force to take her in. But Heidi's kindness may be able to open his heart. Together with the shepherd Peter and invalid Klara, she has lots of adventures."," Drama, Historical, Slice of Life", 1974, Completed, Heidi
Alps no Shoujo Heidi (1979), Movie," Condensed version of the entire TV series where all the voice actors, except for Heidi and the grandfather, were replaced."," Drama, Historical, Slice of Life", 1979, Completed," The Story of Heidi, アルプスの少女ハイジ (1979"
Alps no Shoujo Heidi, Movie, Condensed version of the first half of the TV series.," Drama, Historical, Slice of Life", 1996, Completed, アルプスの少女ハイジ アルムの山編
Alps no Shoujo Heidi, Movie, Condensed version of the second half of the TV series.," Drama, Historical, Slice of Life, Thriller", 1996, Completed,  アルプスの少女ハイジ ハイジとクララ編
Already Invincible at the Beginning, ONA," “Ding! The host has activated the Field of Invincibility! You will be unbeatable as long as you remain within the field!” A shut-in by the name of Chen Chang’an was transported into a fantasy world, and he swore not to leave the Field of Invincibility until he became an immortal after being endlessly pursued by countless demons and monsters. In the meantime, while he was bored, he took in a few cute and adorable disciples. He accidentally turned them into big shots of the cultivation world and turned it upside down."," Action, Adventure, Drama, Fantasy, Harem, Martial Arts, Shounen", 2023, Ongoing," Off to an Invincible Start, Invincible at the Start, Kaiju Jiu Wudi, Kāijú Jiù Wúdí, Từ Lúc Bắt Đầu Liền Vô Địch, 仙界転生記〜異世界でハーレム王になる〜, 开局就无敌, 開局就無敵, Off to an Invincible Start"
Altered Carbon, Movie, Set in the same universe as the live-action series. This work will explore new elements of the story mythology.," Action, Drama, Sci-Fi", 2020, Completed, オルタード・カーボン
Altered Carbon, ONA, Set in the same universe as the live-action series. This work will explore new elements of the story mythology.," Action, Drama, Sci-Fi", 2020, Completed, オルタード・カーボン
Amaama to Inazuma, Summer 2016 Anime," Kouhei Inuzuka is a teacher who has been caring for his little daughter on his own since his wife's death. He's no good at cooking, so he and his daughter Tsumugi have been eating packaged meals from the convenience store. A series of events lead him one evening to a restaurant run by the mother of one of his students, Kotori. Her mother isn't there, but Kotori does her best to feed them both. It turns out Kotori is often alone since her parents are divorced and her mother is frequently not around. The three of them begin to meet and cook tasty food together."," Comedy, Slice of Life", 2016, Completed," Sweetness & Lightning, 甘々と稲妻"
Amada Anime Series, OVA," The Super Mario Amada Series are a series of short Japanese fairy tales anime that is found and released only in Japan. The series are released in August 3, 1989 once again only in Japan; making it extremely rare to people not living in Japan.The series is based on one of the three Japanese fairy tales that are told to children. Additionally, the series contained Mario series that are played in the three short Japanese fairy tales. The characters introduced Mario, Luigi, Princess Peach, Bowser, and his Koopalings during the fairy tales. Each fairy tale shown in anime consists of about 15 minutes. The three Japanese fairy tales contain; Momotaro, Issunboshi, and Snow White."," Adventure, Comedy, Shounen", 1989, Completed," Mario OVA, アマダアニメシリーズ スーパーマリオブラザーズ"
Amaenaide yo!! (Dub), TV Series," Satonaka Ikkou, a 16 year old boy, is a first year trainee at the Saienji Buddhist Temple. He was sent there by his parents to be trained by his grandmother, the Saienji Priestess. At the temple he finds himself surrounded by beautiful female priestesses-in-training. Upon seeing a girl naked, Ikko has the ability to turn into a super-monk, performing massive exorcisms for the good of the temple."," Comedy, Ecchi, Harem, Romance, Supernatural", 2005, Completed," Ah My Buddha, Amaenaideyo!!, あまえないでよっ!!"
Amaenaide yo!! Katsu!! (Dub), TV Series," In this sequel, a girl named Kazusano Kazuki join up with the 6 girls and Ikko. With Kazuki around, Ikko will find himself in more embarassing situations with these priestesses-in-training."," Comedy, Ecchi, Harem, Romance, Slice of Life, Supernatural", 2006, Completed," Ah My Buddha Katsu, Amaenaideyo!! 2, Amaenaideyo!! Katsu, あまえないでよっ!! 喝!!"
Amaenaideyo, TV Series," Satonaka Ikko is an apprentice Buddhist priest. He is sent to Saienji Buddhist Temple whose chief priest is his grand mother, Jotoku. What’s waiting for him there are severe training, purification jobs, and 6 nuns. The situation living with nuns of the same ages sounds enviable, but actually he is treated as an errand boy, and his purification skil… more Satonaka Ikko is an apprentice Buddhist priest. He is sent to Saienji Buddhist Temple whose chief priest is his grand mother, Jotoku. What’s waiting for him there are severe training, purification jobs, and 6 nuns. The situation living with nuns of the same ages sounds enviable, but actually he is treated as an errand boy, and his purification skill cannot compare with theirs. However, when he has worldly desire, his power becomes stronger than anybody else"," Comedy, Ecchi, Harem, Romance, Supernatural", 2005, Completed," Ah My Buddha, Amaenaideyo!!, あまえないでよっ!!"
Amaenaideyo Katsu, TV Series," Satonaka Ikko is an apprentice Buddhist priest. He is sent to Saienji Buddhist Temple whose chief priest is his grand mother, Jotoku. What’s waiting for him there are severe training, purification jobs, and 6 nuns. The situation living with nuns of the same ages sounds enviable, but actually he is treated as an errand boy, and his purification skil… more Satonaka Ikko is an apprentice Buddhist priest. He is sent to Saienji Buddhist Temple whose chief priest is his grand mother, Jotoku. What’s waiting for him there are severe training, purification jobs, and 6 nuns. The situation living with nuns of the same ages sounds enviable, but actually he is treated as an errand boy, and his purification skill cannot compare with theirs. However, when he has worldly desire, his power becomes stronger than anybody else"," Comedy, Ecchi, Harem, Romance, Supernatural", 2006, Completed," Ah My Buddha Katsu, Amaenaideyo!! 2, Amaenaideyo!! Katsu, あまえないでよっ!! 喝!!"
Amagami SS, TV Series," A second-year high school boy finds himself uneasy during Christmas time due to an experience in the past. However, this year at Christmas, he gets his last chance to ask out a graduating female senior named Haruka Morishima — or one of several other classmates. The story of the anime will be arranged in an omnibus format, with each heroine getting… more A second-year high school boy finds himself uneasy during Christmas time due to an experience in the past. However, this year at Christmas, he gets his last chance to ask out a graduating female senior named Haruka Morishima — or one of several other classmates. The story of the anime will be arranged in an omnibus format, with each heroine getting her own version of the story animated. Each heroine will sing her own version of the ending theme song"," Romance, School", 2010, Completed, アマガミSS
Amagami SS OVA, TV Series," A second-year high school boy finds himself uneasy during Christmas time due to an experience in the past. However, this year at Christmas, he gets his last chance to ask out a graduating female senior named Haruka Morishima — or one of several other classmates. The story of the anime will be arranged in an omnibus format, with each heroine getting… more A second-year high school boy finds himself uneasy during Christmas time due to an experience in the past. However, this year at Christmas, he gets his last chance to ask out a graduating female senior named Haruka Morishima — or one of several other classmates. The story of the anime will be arranged in an omnibus format, with each heroine getting her own version of the story animated. Each heroine will sing her own version of the ending theme song"," Romance, School", 2011, Completed," Amagami SS Short Animations, アマガミSS"
Amagami SS plus, TV Series," A second-year high school boy finds himself uneasy during Christmas time due to an experience in the past. However, this year at Christmas, he gets his last chance to ask out a graduating female senior named Haruka Morishima — or one of several other classmates. The story of the anime will be arranged in an omnibus format, with each heroine getting… more A second-year high school boy finds himself uneasy during Christmas time due to an experience in the past. However, this year at Christmas, he gets his last chance to ask out a graduating female senior named Haruka Morishima — or one of several other classmates. The story of the anime will be arranged in an omnibus format, with each heroine getting her own version of the story animated. Each heroine will sing her own version of the ending theme song"," Comedy, Romance, School, Slice of Life", 2012, Completed," Amagami SS Dai Ni Ki, Amagami SS Second Season, Amagami SS 2nd Season, アマガミSS+ plus"
Amagami SS plus OVA, TV Series," A second-year high school boy finds himself uneasy during Christmas time due to an experience in the past. However, this year at Christmas, he gets his last chance to ask out a graduating female senior named Haruka Morishima — or one of several other classmates. The story of the anime will be arranged in an omnibus format, with each heroine getting… more A second-year high school boy finds himself uneasy during Christmas time due to an experience in the past. However, this year at Christmas, he gets his last chance to ask out a graduating female senior named Haruka Morishima — or one of several other classmates. The story of the anime will be arranged in an omnibus format, with each heroine getting her own version of the story animated. Each heroine will sing her own version of the ending theme song", Romance, 2012, Completed," Amagami SS Dai Ni Ki Specials, Amagami SS Second Season Specials, Amagami SS 2nd Season Specials, アマガミSS+ plus"
Amagami-san Chi no Enmusubi, TV Series," Uryuu Kamihate has had a rough start to life, but plans to forget it all by achieving his dream—matriculating into medical school. But when he arrives at his new foster home, a working shrine, his dream of a quiet place to study goes up in smoke. Not only will he be living with the three beautiful, lively Amagami sisters—but he learns that he must marry one of them and take over the temple!"," Comedy, Romance", 0, Upcoming, Tying the Knot with an Amagami Sister;Matchmaking of the Amagami Household; 甘神さんちの縁結び
Amagi Brilliant Park, Fall 2014 Anime," Kanie Seiya, a high school boy, is invited on a date in an amusement park by a mysterious beautiful transfer student named Sento Isuzu. He is introduced to Ratifa, a real princess and the park's manager, and is asked to be the acting manager of this ""disappointing amusement park in the Tokyo suburbs""."," Comedy, Magic, Romance", 2014, Completed," Amaburi, 甘城ブリリアントパーク"
Amagi Brilliant Park (Dub), TV Series," Seiya Kanie, a smart and extremely narcissistic high school student, believes that the beautiful but reserved Isuzu Sento has invited him on a date at an amusement park called Amagi Brilliant Park. Much to his chagrin, not only is the location a run-down facility, the supposed date is merely a recruitment tour where Sento and Princess Latifa Fleuranza, the owner of the theme park, ask him to become the park's new manager. Their cause for desperation? As stipulated in a land-use contract, Amagi has less than three months to meet a quota of 500,000 guests, or the park will be closed for good and the land redeveloped by a greedy real-estate company.Seiya is won over by the revelation that Amagi is no ordinary amusement park; many of its employees are Maple Landers—mysterious magical beings who live in the human world and are nourished by the energy created by people having fun. Entrusted with the hopes and dreams of this far-off enchanted land, Seiya must now use his many skills to bring Amagi back on its feet, or watch it crumble before his eyes."," Comedy, Drama, Fantasy, Magic", 2014, Completed, 甘城ブリリアントパーク
Amagi Brilliant Park OVA, OVA, Unaired episode bundled with the seventh Blu-ray and DVD volume of Amagi Brilliant Park.," Comedy, Magic, Romance", 2015, Completed,
Amagi Brilliant Park Specials, TV Series, Amagi Brilliant Park Specials, Comedy, 2015, Completed, Amagi Brilliant Park
Amagi Brilliant Park, Special, Unaired episode bundled with the seventh Blu-ray and DVD volume of Amagi Brilliant Park.," Comedy, Fantasy, Magic", 2015, Completed,
Amanchu!, Summer 2016 Anime," Hikari Kohinata is a cheerful 15-year-old girl who lives near the ocean and she spends much of her time diving as a result. On her first day of high school, she meets a teacher who also likes scuba diving. There's also a 16-year-old classmate, Futaba, who gets dragged along in Hikari's maelstrom as soon as they meet at school. Most of the manga so far details the relationship between the two girls, which quickly seems to move into romantic two girl friendship-territory."," Comedy, School, Shounen, Slice of Life", 2016, Completed, あまんちゅ！
Amanchu! Advance, Spring 2018 Anime, Second season of Amanchu!.," Comedy, School, Shounen, Slice of Life", 2018, Completed," Amanchu! 2, あまんちゅ！あどばんす"
Amanchu! Special, OVA, An unaired episode bundled with the seventh BD volume of the Amanchu! anime series.," Comedy, School, Shounen, Slice of Life", 2017, Completed, あまんちゅ！
Amatsuki, TV Series," Tokidoki is a Japanese high school student who, when he fails his history class, is sent to a high-tech history museum that virtually recreates the Edo period to do make-up work. However, what was supposed to be a simple school project becomes much more complicated when he’s attacked by two supernatural beings known as “the nue” and “the yakou” and… more Tokidoki is a Japanese high school student who, when he fails his history class, is sent to a high-tech history museum that virtually recreates the Edo period to do make-up work. However, what was supposed to be a simple school project becomes much more complicated when he’s attacked by two supernatural beings known as “the nue” and “the yakou” and loses the vision in his left eye. After he’s saved from the nue by a girl named Kuchiha, he realizes that he’s no longer wearing the simulation goggles, and is trapped in the virtual Edo"," Action, Fantasy, Historical, Supernatural", 2008, Completed, あまつき
Amazing Nurse Nanako, TV Series," In the beginning, Nanako was the subject of a cyborg experiment conducted by Dr. Ogami for one of his most powerful robots. Through rigorous training, Dr. Ogami trained Nanako to withstand the pain. However, he made her too strong, and the plan ultimately failed. However, recent developments between the Pentagon and the Vatican to resurrect Jesus f… more In the beginning, Nanako was the subject of a cyborg experiment conducted by Dr.Ogami for one of his most powerful robots. Through rigorous training, Dr. Ogami trained Nanako to withstand the pain. However, he made her too strong, and the plan ultimately failed. However, recent developments between the Pentagon and the Vatican to resurrect Jesus for the Second Coming have landed Nanako as the subject of an operation in which she will give birth to the new Jesus. Throughout the series, we learn that Nanako is, in fact, the third clone in a series of clones cloned from the original Nanako. The original died from a mysterious illness, and an experiment to clone her was successful. However, around the age of 20, each Nanako clone dies of the same mysterious illness that claimed the life of the first Nanako. It has been Dr. Ogami’s quest to cure the “Nanako illness” ever since he promised the second clone that he would heal her before she died when he was young"," Comedy, Mecha, Military, Sci-Fi", 1999, Completed," Nanako Kaitai Shinsho, 菜々子解体診書"
Amazing Nuts!, Music, Amazing Nuts! is an anthology of four animated shorts with each featuring its own distinct animation style and music by Studio 4°C.1. Global Astroliner Gou2. Glass Eye3. Kung-Fu Love4. Joe and Marilyn," Adventure, Detective, Music, Romance, Sci-Fi", 2006, Completed,
