name,Type,Plot Summary,Genre,Released,Status,Other name
Document Taiyou no Kiba Dagram, Movie," In the planet Deloyer, a colony of the Earth federation, Colonel Von Stein stages a coup d'etat on behalf of the Federation chairman Donan Cashim."," Drama, Mecha, Military, Sci-Fi, Shounen", 1983, Completed," Document Fang of the Sun Dagram, Document Fang of the Sun Dougram, ドキュメント 太陽の牙ダグラム"
Dofus, TV Series," Retired adventurer Kerubim Crepin wails away in his magical shop located in the small town of Astrub. Every item for sale within the bazaar has its own story which Kerubim is eager to share with his adopted son Joris, dear friends or any potential customers.", Adventure, 2013, Completed,
Dog & Scissors (Dub), TV Series," The absurd mystery comedy centers around Harumi Kazuhito, a high school boy who is obsessed with reading books. One day, he is killed in the middle of a robbery—and resurrected as a dachshund dog. Unable to read in his new form, the hapless Kazuhito now belongs to Natsuno Kirihime, a sadistic girl who uses scissors like a weapon."," Comedy, Supernatural", 2013, Completed, Inu to Hasami wa Tsukaiyou; InuHasa; Dog and Scissors; 犬とハサミは使いよう
Dog Days, TV Series," Princess Millhiore of the Biscotti Republic decides to summon a brave warrior from an alternate world — that happens to be Earth — to defend her country from the neighbouring fiefdom of Garrett led by the powerfulLeonmitchelli Galette des Rois.The ""brave warrior"" turns out to be an athletic boy named Cinque, visiting the international school in Kinokawa City. On arrival in this fantastic world, Cinque, quickly takes on the role of a successful hero. There is a downside to all this though"," Action, Adventure, Fantasy, Magic, Shounen", 2011, Completed, ドッグデイズ
Dog Days 2, TV Series," Three months after returning home, hero Cinque is summoned to Flonyard once again. This time, he is accompanied by his cousin Nanami, and childhood friend Rebecca."," Action, Adventure, Fantasy, Magic, Shounen", 2012, Completed, ドッグデイズ'
Dog Days``, Winter 2015 Anime, The third season of Dog Days.," Action, Adventure, Fantasy, Magic", 2015, Completed," ドッグデイズ'', Dog Days 3"
Dog Days'', OVA, Special episode delivered to customers who pre-order all six Blu-ray and DVD volumes of Dog Days''.," Ecchi, Fantasy, Magic", 2015, Completed,
Dog Signal, TV Series," A dog trainer's job is to bring dogs and people together. Miyu Samura, an indecisive young man, meets Shinichiro Niwa, a miracle-working dog trainer, while walking the dog forced on him by his ex-girlfriend. The chance encounter will greatly change Miyu's life! Thus begins the story about the growth of a new dog trainer!", Slice of Life, 2023, Upcoming, ドッグシグナル
Dog Soldier, OVA," When an American scientist carrying a cure for the AIDS virus is kidnapped by an arms merchant, John Kyosuke is forced back from retirement. He accepts the challenge to regain possession of the anti-serum. He finds out that some of the people he is after are closely related, which gives his conquest a whole new meaning."," Action, Military, Seinen", 1989, Completed, Dog Soldier
Dog Soldier (Dub), OVA," When an American scientist carrying a cure for the AIDS virus is kidnapped by an arms merchant, John Kyosuke is forced back from retirement. He accepts the challenge to regain possession of the anti-serum. He finds out that some of the people he is after are closely related, which gives his conquest a whole new meaning."," Action, Military, Seinen", 1989, Completed, Dog Soldier
