name,Type,Plot Summary,Genre,Released,Status,Other name
T.P. Sakura, OVA, The project is a spinoff from Circus's D.C. Da Capo franchise and features the Yoshino Sakura character as a seemingly ordinary third grader with secret special powers., Action, 2011, Completed," T.P. Sakura ~Time Paladin Sakura~ Jikuu Boueisen,  T.P.さくら〜タイムパラディンさくら〜時空防衛戦"
T7S Longing for Summer Again and Again, Spring 2017 Anime," Animated music video for ""Harukaze ~You were here~"", bundled as a Blu-ray with the single ""t7s Longing for summer Again And Again ~Harukaze~"" from the Tokyo 7th Sisters rhythm game idol group 777☆SISTERS."," Music, School", 2017, Completed,
Ta Bu Dang Nuzhu Hen Duo Nian, ONA," Beiyi used a strategy to attack Baicheng, an important town in the northern border of Daqi Kingdom. Tang Yao, the guard of Baicheng, led his people to resist desperately, but they were outnumbered, and all sacrificed. Only the second daughter, Tang Ying, survived.What makes Tang Ying even more indignant is that his father sacrificed his life for the country, but in return he was charged with collaborating with the enemy. In order to take the place of her father, Tang Yingyi went to the capital, but found that things were not as simple as imagined.Is Yuan Lang, the second prince of the Daqi Kingdom who has been hostage for decades, related to Beiyi?Why is the woman pretending to be herself so strangely similar?What happened to the otherworldly person that Yao Niang from the movie department was talking about?There are also those strange and familiar memories that appeared nervously... There are too many mysteries waiting for Tang Ying to answer."," Action, Adventure, Historical", 2023, Ongoing," 她不当女主很多年, Since I Wasn't the Heroine"
Ta ga Tame no Alchemist, Movie,," Action, Adventure, Fantasy, Magic", 2019, Completed," For Whom the Alchemist Exists, Dare ga Tame no Alchemist, 劇場版誰ガ為のアルケミスト"
Tabi Machi Late Show, Winter 2016 Anime," Departures are moments that evoke both hope and melancholy. Tabi Machi Late Show examines how these ambivalent emotions continue to persist long beyond that singular moment of parting. Azuma reminisces about her mentor as she sees off her own student; Kumeno recalls her short, turbulent friendship with Koizumi; Yukari meets an old friend during the Lantern Festival; and Sakurada fondly remembers the numerous students she has met during her teaching career.Structured around a theme of goodbyes and journeys, Tabi Machi Late Show is composed of four intimate, slice-of-life vignettes that wistfully examine the lasting impressions people leave on one another.", Drama, 2016, Completed, 旅街レイトショー
Tabi wa ni, ONA," The anime's story centers on Akari (a quiet high schooler who has inherited a love of travel from her older sister, who took care of her in place of often absent parents) and Nagi (Akari's cheerful classmate who willingly jumps into any activity, and becomes interested in Akari due to her mysterious air), who travel throughout Japan.", Slice of Life, 2022, Upcoming, Tabi Hani; はに
Tabidachi, Movie, Movie based on the Ami series of the Cream Lemon franchise. This movie was co-aired with Project A-Ko movie.," Drama, Ecchi, Romance", 1986, Completed, Cream Lemon
Tabisuru Nuigurumi, Movie," After being rushed to a flight by her mother at the airport, a young girl loses her most prized possession, a plush toy named Daru. Awakened by the girl's tears, Daru sets forth on a grand adventure to find her, crossing continents, communicating with animals and statues alike, and even making a new caterpillar friend along the way. As time passes, will Daru ever be reunited with his beloved owner?"," Kids, Slice of Life", 2012, Completed, 旅するぬいぐるみ ~Traveling Daru~
Taboo Tattoo, Summer 2016 Anime," Seigi, a martial arts trained middle schooler, often feels driven to protect the weaker people around him. One day, he defends a homeless man against some punks, and the man gives him a strange tattoo on his palm in return. The tattoo is a secret weapon produced in the arms race between America and the Serinistan Kingdom.Seigi finds himself in over his head when a powerful girl, using the same secret weapon, violently pursues him in order to retrieve it. His skill at martial arts may not be enough to keep him alive, but will he be able to learn how to trigger the power of his tattoo in time?"," Action, Comedy, Martial Arts, Mystery, Super Power, Supernatural", 2016, Completed, タブー・タトゥー
Taboo Tattoo (Dub), TV Series," Seigi, a martial arts trained middle schooler, often feels driven to protect the weaker people around him. One day, he defends a homeless man against some punks, and the man gives him a strange tattoo on his palm in return. The tattoo is a secret weapon produced in the arms race between America and the Serinistan Kingdom.Seigi finds himself in over his head when a powerful girl, using the same secret weapon, violently pursues him in order to retrieve it. His skill at martial arts may not be enough to keep him alive, but will he be able to learn how to trigger the power of his tattoo in time?"," Action, Comedy, Martial Arts, Mystery, Seinen, Super Power, Supernatural", 2016, Completed," Taboo Tattoo, タブー・タトゥー"
Tachibanakan Triangle, Spring 2018 Anime," When Natsuno Hanabi went back to her hometown to study in high school, she thought that she will have a new wonderful life. But Tachibanakan, the dormitory she was going to live in, was not what she expected."," Comedy, Ecchi, Shoujo Ai", 2018, Completed," Love to Lie Angle, 立花館To Lieあんぐる"
Tactical Roar, TV Series, In the near future the world’s climate shifted creating in the Western Pacific a perpetual super cyclone," Comedy, Military, Romance, Sci-Fi", 2006, Completed, タクティカルロア
Tactical Roar OVA Special, TV Series, In the near future the world’s climate shifted creating in the Western Pacific a perpetual super cyclone," Action, Comedy, Ecchi, Military, Romance, Sci-Fi", 2006, Completed, タクティカルロア - マーキュリーズの休日
Tactics , TV Series," Kantarou has had the 6th sense to see demons for as long as he can remember, and has become friends with them, but also has the job of “yokai busting”. With his tengu and his kitsune, they solve mysteries, and help the yokai situation in Japan."," Comedy, Drama, Fantasy, Mystery, Shounen, Super Power", 2004, Completed, タクティクス
Tactics (Dub), TV Series," Ichinomiya Kantarou grew up with the ability to see demons, but was isolated and bullied by others who did not share the same gift. Instead, he became being friends with the demons, gaining a great attachment to their existence. One day, Kantarou was told about the strongest demon, the one known as the ogre-eating Tengu. Amazed by the news of his strength, Kantarou vowed to find this demon who was far stronger than any other, deciding to call him Haruka when he did so. Since this time, Kantarou searched far and wide for the ogre-eating Tengu with no luck, making his living by becoming a folklore writer and demon-buster. On a particular job, Kantarou had finally found news of a nearby shrine supposedly the place where the ogre-eating Tengu was sealed."," Comedy, Drama, Fantasy, Mystery, Super Power", 2004, Completed, タクティクス
Tada-kun wa Koi wo Shinai, Spring 2018 Anime," In the story, Mitsuyoshi Tada, a boy who has never known love, is taking pictures of the cherry blossoms in full bloom when he meets Teresa Wagner, a transfer student from Luxembourg. Upon arriving in Japan, she got lost, separated from her travel companion. Mitsuyoshi helps her and brings her to his grandfather's coffee shop."," Comedy, Romance", 2018, Completed," Tada Doesn't Fall in Love, 多田くんは恋をしない"
Tada-kun wa Koi wo Shinai (Dub), TV Series," In the story, Mitsuyoshi Tada, a boy who has never known love, is taking pictures of the cherry blossoms in full bloom when he meets Teresa Wagner, a transfer student from Luxembourg. Upon arriving in Japan, she got lost, separated from her travel companion. Mitsuyoshi helps her and brings her to his grandfather's coffee shop."," Comedy, Romance, Slice of Life", 2018, Completed," Tada Never Falls in Love, 多田くんは恋をしない"
Tadaima! Chibi Godzilla, ONA," The ""Chibi Godzilla"" project was launched to celebrate the 65th anniversary of Toho's Godzilla franchise."," Fantasy, Sci-Fi", 2020, Completed, ただいま！ちびゴジラ
Tadaima! Chibi Godzilla Season 2, ONA, Second season of Tadaima! Chibi Godzilla.," Horror, Slice of Life", 2020, Completed, ただいま！ちびゴジラ シーズン２
Tai Yi Xian Mo Lu Zhi Ling Fei Ji, ONA," Qingcheng Mountain was destroyed and Xuanmen (Profound Gate) suffered a great calamity. Qing Yu's Altar Master Xing Xiang Zi ordered Zhu Dian's reincarnation, Leng Shuangning, to go to Kunlun and fight the Demon Army. The magic power was in the air, and the hidden feeling was bewildering. As the two of them boarded Kunlun, Black Hand was planning something behind the scenes.."," Action, Drama, Fantasy, Historical, Martial Arts, Romance", 2016, Completed, Magical Legend 
Tai Yi Xian Mo Lu Zhi Ling Fei Ji IV, ONA, No synopsis information has been added to this title. Help improve our database by adding a synopsis here.," Adventure, Fantasy, Historical, Martial Arts", 2021, Completed, Magical Legend
Tai-Ari deshita., TV Series," A hot fighting game played at the girls' school!!Aya transferred into Kuromi Girls Academy a month ago with the goal of changing herself into a proper lady. After meeting the breathtaking Shirayuri, Aya is blown away by her elegance and posterity. Imagine her surprise when she finds Shirayuri after school playing... a fighting game?! And if that wasn't perplexing enough, she is challenged to a duel by the unladylike Shirayuri!", Comedy, 0, Upcoming, GGWP.
Taichi Senjimon (Dub), TV Series," After a strange and devastating attack on his home, a young boy named Rai is shocked to discover he's a secret descendent of the Tigeroids"," Action, Adventure, Fantasy, Magic", 2007, Completed," Tai Chi Chasers, 太極千字文"
Taifuu no Noruda, Movie," The film takes place on a certain isolated island, at a certain middle school, and on the eve of the culture festival. A boy quits baseball after playing his whole life and has a fight with his best friend. Then, they suddenly meet a mysterious, red-eyed girl named Noruda, and a huge typhoon hits the middle school."," Drama, School", 2015, Completed, 台風のノルダ
Taiko no Tatsujin, TV Series, A series of four minute claymation shows. Each episode shows the different antics of the various Taiko no Tatsujin characters., Game, 2005, Completed," Taiko Drum Master, 太鼓の達人"
Tailenders , Movie," Tomoe Shiro, a formidable racer with a very promising career, experiments a U-turn when a serious accident puts his life at stake. He recovers miraculously though when his heart is replaced with the engine of his own racing car. However, because of that very reason, race regulations demote him to the category of a mere mechanical part of the vehicle and is deprived from the right to participate as a pilot in regular races. Only in a far away colonial planet, along with a multitude of other charismatic pilots also vetoed from participating in regular competitions, will he be given the opportunity to race for his pride and the money of the prize. And so this exciting rally starts!!"," Action, Adventure, Cars, Sci-Fi", 2009, Completed, テイルエンダーズ
Taimadou Gakuen 35 Shiken Shoutai, Fall 2015 Anime," The 35th Test Platoon of Antimagic academy, they're one of squads enrolled at academy specializing in raising the witch hunters, whose job is to find, neutralize any magical threats!Unfortunately they're a group of failures nicknamed ""Small Fry Platoon,"" a platoon formed from bunch of self-centered people who can't cooperate and have personality problems.Will they manage to overcome their weaknesses and shine as the strongest platoon?"," Action, Ecchi, Fantasy, Harem, Military, Romance, Supernatural", 2015, Completed," AntiMagic Academy 35th Test Platoon, 対魔導学園35試験小隊"
Taishou Chicchai-san, Fall 2017 Anime," Hiiragi Kyouichirou is a boy who travels from his provincial town to Tokyo to attend university. He carries with him his family's sword to protect himself. When he arrives in Tokyo, he becomes swept up in a plot by the Imperial army."," Historical, Shounen Ai", 2017, Completed, 大正ちっちゃいさん
