name,Type,Plot Summary,Genre,Released,Status,Other name
Tropical-Rouge! Precure, Winter 2021 Anime, New Pretty Cure serie.," Action, Fantasy, Magic, Shoujo", 2021, Completed, トロピカル～ジュ！プリキュア
Tropical-Rouge! Precure Movie, Movie," The story takes place in the wintry land of Shantia, with Manatsu and the others invited to the land by its princess Sharon. But as they arrive, a mysterious monster attacks Shantia, and it is closed off to outsiders."," Action, Fantasy, Shoujo", 2021, Completed," Tropical Rouge! Precure Snow Princess and The Miracle Ring!, 映画 トロピカル〜ジュ!プリキュア 雪のプリンセスと奇跡の指輪!"
Trouble Chocolate, TV Series," Cacao, a student at Micro Grand Academy, wakes up one morning to find a girl made of wood sleeping in bed with him. She is Hinano, a tree spirit who possessed the body of a wooden puppet after Cacao messed up his magic teacher's spell. Having taken an instant liking to Cacao, Hinano enrolls in his school. Between Hinano, monsters, two strange twins and their four-eyed cat master, a demon boy, odd teachers and students, and the fact that he may have the potential to be one of the greatest magic users of all time, Cacao's life seems to have taken several turns for the worse...and the weird."," Comedy, Romance, Sci-Fi, Shounen", 1999, Completed, トラブルチョコレート
Trouble Chocolate (Dub), TV Series," Cacao, a student at Micro Grand Academy, wakes up one morning to find a girl made of wood sleeping in bed with him. She is Hinano, a tree spirit who possessed the body of a wooden puppet after Cacao messed up his magic teacher's spell. Having taken an instant liking to Cacao, Hinano enrolls in his school. Between Hinano, monsters, two strange twins and their four-eyed cat master, a demon boy, odd teachers and students, and the fact that he may have the potential to be one of the greatest magic users of all time, Cacao's life seems to have taken several turns for the worse...and the weird."," Comedy, Fantasy, Magic, Romance, School, Sci-Fi, Shounen", 1999, Completed, トラブルチョコレート
True Love Story, OVA," When Morisaki Yuuta ran into a girl in the school hallway that day, he had no idea his life would change forever. As a member of the photography club and a fledgling to the world of women, Yuuta's life has been turned upside down by the entrance of not one, but several women into his life! From old friends to new acquaintances, it will be tough figuring out who to choose!It is based on the latest installment of the True Love Story series of dating sims.", Romance, 2003, Completed," True Love Story Summer Days, and yet..."
True Tears, TV Series," Shinichiro is a student living in what would be a dream come true for most high school boys, but for him is mostly a frustration. A well liked girl in school named Hiromi has lived in his house for a year along with his family. Her father was a close friend of the family, and when he died they immediately took her in.She is popular and well liked, always smiles, is talented in sports- but Shinichiro knows there must be tears inside her. Having an artistic tendency, he makes watercolours of her and thinks about wishing to ease her tears. Yet he cannot bring up the nerve to talk to her even in his own home. She, too, is quiet and withdrawn in their house, quite unlike at school. Shinichiro is also distracted by teasing from his friend Nobuse for watching Hiromi from afar, a curse of bad luck from a strange girl named Noe, and being forced to perform Muhiga dancing. By helping Noe he hopes to ease his own problems, yet he seems to have difficulty helping himself. Genre"," Drama, Romance, School", 2008, Completed, true tears
True Tears Specials, Special, 30-second sketches/omakes based around the events of the TV series with little twists., Comedy, 2008, Completed,
Try Knights, Summer 2019 Anime," Riku Haruma enters high school without a future in sight. He sees people playing like monsters on the ground, jumping higher than anyone else, running fast, deciding to try their best. There, he sees Akira Kariya playing rugby, a sport he was once passionate about but gave up due to his physique. While Akira is running roughly, Riku gives him a piece of advice without thinking. From that, Riku feels his dying passion for the sport set ablaze, and his future starts to brighten up..."," Josei, School, Sports", 2019, Completed, トライナイツ
Tsubasa Chronicle (Dub), TV Series," During an excavation at the mysterious ruins in Clow Country, Syaoran discovers his childhood friend Princess Sakura appear on the site with wings that disperse into many feathers. As the feather's disappear to different dimensions, so does Sakura's memory. In attempts to save Sakura's life and restore her memory, Syaoran travels through to another world to find a solution. There's only one thing left he can do. Travel through to different dimensions to collect Sakura's feathers. Helping out with the quest is Kurogane, an exiled ninja from Japan Country who wishes to return to his world, the runaway magician, Fay, who desires to jump between each world never to return to his own and the white meat-bun shaped creature, Mokona."," Action, Adventure, Fantasy, Magic, Romance, Supernatural", 2005, Completed," Tsubasa RESERVoir CHRoNiCLE, Tsubasa"
Tsubasa Chronicle 2nd Season (Dub), TV Series," Syaoran, Sakura, Kurogane, Fai and Mokona's journey through to different world's continue as they search for Sakura's feathers. The fated journey slowly becomes more complicated for our travelers, as they find themselves diving deeper into more dangerous worlds. Takes place immediately after the first season. Based on the manga by CLAMP."," Action, Adventure, Drama, Fantasy, Mystery, Romance, Shounen, Supernatural", 2006, Completed," Tsubasa RESERVoir CHRoNiCLE Season Two, Tsubasa Chronicles - Second Season, Tsubasa"
Tsubasa Chronicle, OVA," Syaoran, a boy who wants to become an archeologist, and Sakura, a princess from the Clow Kingdom, are childhood friends with a close relationship. On a fateful night, Sakura lost all her memories as a result of a conspiracy to obtain her powers. In order to regain her memory, Syaoran seeks help from the witch, Yuuko. Yuuko tells Syaoran that he has to travel from one alternate reality to another to collect fragments of Sakura’s memory.However, even if Sakura regains her memory, she will have no recollection of Syaoran. Travelling together with them is Kurogane, a warrior who was exiled from his country, and Fye, a magician who wants to escape from his King. With the help of a magical creature, Mokona, they set off on an exciting journey through time and space. Genre"," Adventure, Drama, Fantasy, Romance, Shounen", 2007, Completed, Tsubasa RESERVoir CHRoNiCLE
Tsubasa Chronicle, OVA," Syaoran, a boy who wants to become an archeologist, and Sakura, a princess from the Clow Kingdom, are childhood friends with a close relationship. On a fateful night, Sakura lost all her memories as a result of a conspiracy to obtain her powers. In order to regain her memory, Syaoran seeks help from the witch, Yuuko. Yuuko tells Syaoran that he has to travel from one alternate reality to another to collect fragments of Sakura’s memory.However, even if Sakura regains her memory, she will have no recollection of Syaoran. Travelling together with them is Kurogane, a warrior who was exiled from his country, and Fye, a magician who wants to escape from his King. With the help of a magical creature, Mokona, they set off on an exciting journey through time and space. Genre"," Action, Adventure, Drama, Fantasy, Magic, Mystery, Romance, Shounen, Supernatural", 2009, Completed, Tsubasa RESERVoir CHRoNiCLE
