name,Type,Plot Summary,Genre,Released,Status,Other name
Godzilla, Movie," By the advent of the 21st century, much of humanity was dead, having been trampled over by a new master, Godzilla. A select few among mankind took to the stars in a spacefaring vessel called the Aratrum in search of ""the promised land,"" the planet Tau-e that could sustain human life. But the migration plan fails, and the remnants of the human race decide to return to Earth. But the distortions in space-time and the distance traveled means that mankind is returning to a completely changed Earth some 20,000 years later. The returnees, led by hero Haruo, prepare to take the fight to Godzilla based on a strategy that has been 20 years in the making. Carried out with the help of two alien species, the Exif and the Bilusaludo, the humans succeed in defeating Godzilla in a costly battle to the death.But the victory is short-lived. Rising from the depths of the planet is a new breed of monster, dubbed ""Godzilla Earth."" Evolving for 20,000 years, the creature stands 300 meters high, weighs over 100,000 tons and wields such overwhelmingly destructive power that Haruo and company have no choice but to run for their lives.Coming to Haruo's rescue, however, is Miana, a member of an aboriginal tribe called the Houtua. They are the first humanoid people the returnees have encountered. Could they descend from humans? ""Our tribal god was destroyed by Godzilla. All that we have left are these eggs. Anyone who has tried to fight or resist him has been drowned in fire,"" the tribespeople say to Haruo, who responds with"," Action, Adventure, Fantasy, Sci-Fi", 2018, Completed, Godzilla
Godzilla, TV Series," Dr. Nico Tatopoulos leads a team, known as H.E.A.T, to battle giant monsters with the help of Godzilla's only living offspring."," Action, Sci-Fi, Thriller", 1998, Completed,
Godzilla, TV Series," Dr. Nico Tatopoulos leads a team, known as H.E.A.T, to battle giant monsters with the help of Godzilla's only living offspring."," Action, Sci-Fi, Thriller", 1999, Completed,
Godzilla, TV Series, Godzilla," Action, Sci-Fi, Thriller", 1998, Completed,
Godzilla, TV Series, Godzilla," Action, Sci-Fi, Thriller", 1999, Completed,
Gokicha!! Cockroach Girl, Movie, A heartwarming story about a cockroach girl who tries to be liked by humans while dodging the insecticide., Comedy, 2012, Completed," Cockroach Girl, ごきチャ!!"
Gokinjo Monogatari, TV Series," The protagonist, Kouda Mikako, is a student of “Yaza Gaku”. Specialising in fashion design, Mikako dreams of becoming a fashion designer with her own brand. Living next to her is her childhood friend, Yamaguchi Tsutomu. Even though they have been close since young, they share a platonic friendship. However, Tsutomu has been gaining popularity after he was recruited as the vocalist for a band and somehow, Mikako begins to see him in a different light. This is a story about how youths cope with dreams, love and friendship."," Comedy, Drama, Romance", 1996, Completed," Neighborhood Stories, ご近所物語"
Gokinjo Monogatari the Movie, Movie," n alternate retelling of the beginning of the original series.Mikako and Tsutomu lived next door to each other since they were little. They both attend an art school, where Mikako is pursuing her dream of being a fashion designer.They formed a club called Akindo with several of their friends. Akindo participates in flea markets, where they sell their creations—clothes, dolls, and artwork."," Comedy, Drama, Romance", 1996, Completed," Gokinjo Monogatari (1996), Neighborhood Story The Movie, ご近所物語 (1996)"
Goku Sayonara Zetsubou Sensei, OVA, Sayonara Zetsubou Sensei OVA.," Comedy, Parody, School, Shounen", 2008, Completed," Goodbye Mr. Despair OAD, 獄・さよなら絶望先生"
Gokudo (Dub), TV Series," It all starts when Gokudou steals a pouch from a fortuneteller, thinking that it contains a gem. Instead, it turns out to be a rock, from which emerges Djinn. The genie grants Gokudou the standard three wishes, but our anti-hero doesn't think heavily about his wishes. Gokudou does get his wishes, though not exactly in the fashion that he expected. The best thing he gets out of his wishes is Honou no Maken, a magical sword that enables its owner to do fire attacks and it can be summoned from anywhere in the world.Even with an enchanted sword, Gokudou doesn't get much respect. He gets turned into a woman by Djinn, who is also a shapeshifter. He is followed by Rubette La Late, a potential love interest who is more interested in adventure, karaoke and outperforming Gokudou. He gets whapped on the head a lot, especially by the fortuneteller who reappears throughout the series just to plague Gokudou it seems. Later in the series, he gets another sidekick, a former evil magician named Prince, who is more handsome and a better womanizer than Gokudou."," Adventure, Comedy, Fantasy, Magic", 1999, Completed," Gokudou-kun Manyuuki, ゴクドーくん漫遊記"
Gokudou-kun Manyuuki, TV Series," It all starts when Gokudou steals a pouch from a fortuneteller, thinking that it contains a gem. Instead, it turns out to be a rock, from which emerges Djinn. The genie grants Gokudou the standard three wishes, but our anti-hero doesn't think heavily about his wishes. Gokudou does get his wishes, though not exactly in the fashion that he expected. The best thing he gets out of his wishes is Honou no Maken, a magical sword that enables its owner to do fire attacks and it can be summoned from anywhere in the world.Even with an enchanted sword, Gokudou doesn't get much respect. He gets turned into a woman by Djinn, who is also a shapeshifter. He is followed by Rubette La Late, a potential love interest who is more interested in adventure, karaoke and outperforming Gokudou. He gets whapped on the head a lot, especially by the fortuneteller who reappears throughout the series just to plague Gokudou it seems. Later in the series, he gets another sidekick, a former evil magician named Prince, who is more handsome and a better womanizer than Gokudou."," Adventure, Comedy, Fantasy, Magic", 1999, Completed," Gokudo, Gokudo-kun Manyuki, Jester the Adventurer, ゴクドーくん漫遊記"
Gokujo, TV Series," A story about the humorous misadventures of Akabane Aya, an arrogant high school girl who’s constantly trying to outdo her classmates in everything (especially sex appeal), only to make a fool of herself in the process. Since the story takes place in an all-girls school, expect lots of yuri fanservice innuendos without much seriousness."," Comedy, Ecchi, School, Seinen, Shounen Ai, Yuri", 2012, Completed, Gokujo.
Gokujo., TV Series, Unaired ep.13 included on BD/DVD.," Comedy, Ecchi, Shounen Ai, Yuri", 2013, Completed, ゴクジョッ。そうだ温泉に行こう！！
Gokujou Seitokai, TV Series, Plot Summary," Comedy, School, Slice of Life", 2005, Completed," Best Student Council, 極上生徒会"
Gokujou!! Mecha Mote Iinchou, TV Series," A kind girl is the well-known chairman. Everything goes easily for her, except for one problem, and that’s the class troubled-boy trio that can’t seem to follow the rules. Now she must handle this rebellious group who can’t seem to stay out of trouble"," Comedy, Romance, School, Shoujo", 2009, Completed," The Best!! Extremely Cool Student Council President, 極上!!めちゃモテ委員長"
Gokujou!! Mecha Mote Iinchou Second Collection, TV Series,,,,,
Gokukoku no Brynhildr, Spring 2014 Anime," When he was a child, Murakami was infatuated with a girl he called Kuroneko. She insisted on knowing about aliens and having met them, but no one believed her, even young Murakami was skeptical. One day, she decides to show him the aliens, but an accident occurs and Kuroneko dies while Murakami is left seriously wounded in the hospital. Years go by and Murakami obsesses on finding proof of the existence of aliens because of a promise he had made with Kuroneko. Then, one day, a new transfer student comes to his class, who not only looks a lot like Kuroneko, but is named Kurohaneko! And even though she insists on never having met Murakami before, the girl has superhuman strength and seems to even be able to predict the future! How will Murakami's life change now that he has been saved by this mysterious girl that claims to be a magician?"," Drama, Fantasy, Harem, Mystery, Sci-Fi, Seinen", 2014, Completed," Brynhildr in the Darkness, 極黒のブリュンヒルデ"
Gokukoku no Brynhildr (Dub), Spring 2014 Anime," Ten years ago, Ryouta Murakami set out with his best friend Kuroneko to find proof of alien life. A tragic accident occurred, killing Kuroneko and injuring Ryouta. In honor of Kuroneko's memory, Ryouta now searches the night sky for alien signs, determined to prove that his friend had been right, and that aliens really do exist.Then one day, a new transfer student comes to his class and shatters everything he believes"," Drama, Mystery, Sci-Fi, Seinen", 2014, Completed," Brynhildr in the Darkness, 極黒のブリュンヒルデ"
Gokukoku no Brynhildr Special, TV Series, Unaired episode 11.5 included on the second Blu-ray/DVD volume.," Drama, Ecchi, Harem, Mystery, Sci-Fi, Seinen", 2014, Completed," Brynhildr in the Darkness Special, Brynhildr in the Darkness Special"
Gokukoku no Brynhildr Special (Dub), TV Series," Ten years ago, Ryouta Murakami set out with his best friend Kuroneko to find proof of alien life. A tragic accident occurred, killing Kuroneko and injuring Ryouta. In honor of Kuroneko's memory, Ryouta now searches the night sky for alien signs, determined to prove that his friend had been right, and that aliens really do exist.Then one day, a new transfer student comes to his class and shatters everything he believes"," Drama, Mystery, Sci-Fi, Seinen", 2014, Completed, Brynhildr in the Darkness
Gokusen, TV Series, Plot Summary," Comedy, Drama, Josei, School, Slice of Life", 2004, Completed," The Gokusen, ごくせん"
Gokusen (Dub), TV Series," Kumiko Yamaguchi is smart, enthusiastic, and ready to start her dream job as a math teacher at Shirokin Academy. But as her first day opens on atrocious students and cowering teachers, Kumiko realizes that the all-boys high school is a cesspool of delinquents with no intention of improving themselves.However, what her rowdy students don't know is that behind her dorky facade, Kumiko is the acting head of a powerful yakuza clan, and she has the skills to prove it! Capable of overpowering even the strongest of gangsters in seconds, Kumiko must keep her incredible strength and criminal influence a secret in order to keep her job. Unfortunately, with the vice principal constantly trying to get her fired and Shin Sawada, the leader of her class of delinquents, suspecting she's stronger than she lets on, Kumiko has a difficult teaching career ahead of her."," Comedy, Drama, Josei, School, Slice of Life", 2004, Completed," The Gokusen, ごくせん"
